group,target_id,pr_auc,cpu1_batch1_p95_latency_ms,pareto_status
GROUP_A_DUPSAFE70,STAGE16_XGBOOST_TUNED,0.9453847557659393,0.5937109499999996,FRONTIER_MEMBER
GROUP_A_DUPSAFE70,STAGE16_LIGHTGBM_TUNED,0.9466063189077636,0.6487604499999996,FRONTIER_MEMBER
GROUP_A_DUPSAFE70,STAGE16_CATBOOST_TUNED,0.9430447292850749,0.23919549999999995,FRONTIER_MEMBER
GROUP_A_DUPSAFE70,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,0.9295715928199866,11.302716,NOT_FRONTIER_MEMBER
GROUP_B_PACKET_IMAGE,STAGE20_MASKED_CNN_V1,0.48945269459245255,9.532039499999998,NOT_FRONTIER_MEMBER
GROUP_B_PACKET_IMAGE,STAGE21_MASKED_VIT_V1,0.606536911289453,2.1051984999999998,FRONTIER_MEMBER
