day,model,attack_rate,pr_auc,roc_auc,precision,recall,f1
03-01-2018,SingleScaleTemporalTransformer,0.2018095238095238,0.2906398532308066,0.6579463011686415,0.301986218078638,0.1757904672015101,0.2222222222222222
03-01-2018,MTemporal-IDS,0.2018095238095238,0.2413295131804692,0.59749151911003,0.1856780735107731,0.0345681925436526,0.0582852595981698
03-02-2018,SingleScaleTemporalTransformer,0.453,0.9091175830343734,0.9173454569748364,0.7461680517082179,0.8494691474823926,0.7944747579019811
03-02-2018,MTemporal-IDS,0.453,0.9578482350502562,0.9662062624808592,0.876800490346307,0.902239041311889,0.8893378924463786
