execution_order,condition_id,target_id,target_role,comparison_group,hardware_mode,thread_count,batch_size,n,mean_batch_latency_ms,std_batch_latency_ms,coefficient_of_variation,p50_batch_latency_ms,p95_batch_latency_ms,p99_batch_latency_ms_if_n_gte_100,maximum_batch_latency_ms_descriptive_only,p50_ci95_low_ms,p50_ci95_high_ms,p95_ci95_low_ms,p95_ci95_high_ms,p99_ci95_low_ms_if_n_gte_100,p99_ci95_high_ms_if_n_gte_100,median_amortized_latency_ms_per_flow,median_throughput_flows_per_second,median_throughput_ci95_low,median_throughput_ci95_high
67,CPUCOND_063,ENS_LGBM_XGB_EQUAL,OPERATIONAL_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,100,17.06514823,0.49474964770309887,0.028991816598073518,17.011844500000002,17.80770195,18.158578700000003,18.73562,16.89801,17.13129,17.6878465,18.121039,17.798523090000003,18.73562,0.06645251757812501,15048.34140103248,14954.711401774965,15149.712895187065
68,CPUCOND_015,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,20,387.87973809999994,5.68405486632479,0.014654168052622986,387.7964855,395.42302605,,402.374766,383.2465605,390.2255955,390.61956200000003,402.374766,,,0.04733843817138672,21124.498156990958,20992.98836040403,21375.273487020295
69,CPUCOND_004,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,50,7.95199076,0.6056132007130799,0.07615869019358366,7.79601,9.425523049999999,,10.59524,7.70871,7.8411550000000005,8.10604,10.31061095,,,0.007613291015625,131349.55579561362,130593.00723071478,132836.77047796117
70,CPUCOND_043,STAGE20_MASKED_CNN_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,100,4648.847140149998,395.72364155881655,0.08512296266769663,4580.802071,4987.9483890500005,5854.8477214600125,8216.654137,4566.676604,4590.8601535,4670.31375225,5184.457397149998,4987.136701862752,8216.654137,17.89375808984375,55.88540974266916,55.76444352161455,56.05834006326144
72,CPUCOND_034,FT_BALANCED_5_CHECKPOINT_SOFT_VOTING,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,50,8028.377041799999,151.7002144878588,0.018895502004704915,8014.44269,8281.73527095,,8369.369285,7974.008739,8072.963238,8183.929926,8337.6961565,,,7.826604189453125,127.7693591617391,126.93880243319143,128.41741125255447
73,CPUCOND_071,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,200,1.8095029500000002,0.26652649449894655,0.1472926554217259,1.722885,2.28030105,3.040946999999998,3.442939,1.70952,1.7420505,2.0541919499999994,2.47836,2.4594636999999997,3.442939,1.722885,580.4252995555269,574.0363726107548,584.6893253269875
74,CPUCOND_005,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,20,55.1944196,1.0986284841918699,0.019904702181013055,54.836363500000004,57.170432,,57.187969,54.4647095,55.8751595,56.02027745,57.187969,,,0.006693892028808594,149389.949639929,146393.36569284342,150409.4639018764
75,CPUCOND_006,STAGE16_XGBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,200,0.45049222,0.11852759501810319,0.26310686346171125,0.420935,0.6078939999999997,1.1139635999999995,1.53011,0.41674923750000004,0.42513500000000004,0.51858135,0.661341,0.641098299999999,1.53011,0.420935,2375.664111657932,2352.358646665077,2400.1583547173955
76,CPUCOND_030,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,20,8.139787899999998,1.4416863341575088,0.17711595828651863,7.494775,11.011481,,11.2642,7.16212,8.521635,9.0546,11.2642,,,0.0009148895263671875,1093103.8065002223,961855.4206194617,1143807.0651100671
77,CPUCOND_074,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,RESOURCE_DECOMPOSITION_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,50,1568.1532418599998,28.09513943484079,0.01791606756589484,1569.031618,1612.94147645,,1619.110308,1557.920839,1581.879958,1598.555538,1617.1464855,,,1.532257439453125,652.6319095847382,647.9962293352453,657.2862846210378
78,CPUCOND_011,STAGE16_LIGHTGBM_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,200,0.558682125,0.10082768161257209,0.18047414996957722,0.5367905,0.6487604499999996,1.038975099999997,1.41452,0.5342100000000001,0.538925,0.60204,0.74044,0.6865277999999968,1.41452,0.5367905,1862.924436096473,1855.5457817232948,1871.6188359932928
79,CPUCOND_028,STAGE16_CATBOOST_TUNED,PRIMARY_ARCHITECTURE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,100,0.66559577,0.13483328452348484,0.2025753326579657,0.62933,0.903731,1.302828100000001,1.51252,0.6171685250000001,0.6427350000000001,0.7633114999999999,0.964428999999999,0.9038655475000003,1.51252,0.0024583203125,406781.81568435836,398815.66954605747,415349.1796611927
80,CPUCOND_053,STAGE21_MASKED_VIT_V1,PRIMARY_ARCHITECTURE,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,100,631.26546494,25.52635805879933,0.040436804286807515,626.6558415,680.02904195,705.3476320999999,711.15122,622.120152,633.6736960000001,662.914041,687.30002945,680.0440043,711.15122,2.447874380859375,408.5176986728557,403.9935159882723,411.9180143640137
