arm,parent_stage,family,learner,support_n,support_status,inferential_family_claim_authorized,metric,n_seeds,n_defined,mean,median,sample_standard_deviation_ddof_1,minimum,maximum,range,IQR_Q75_minus_Q25_linear
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_CHANCE_ANCHOR,5,5,7.881117717628309e-05,7.881117717628309e-05,0.0,7.881117717628309e-05,7.881117717628309e-05,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_EXCESS,5,5,0.0001155558714854,0.0001108926861586,1.996115512920453e-05,9.867540023704964e-05,0.0001488378813329,5.016248109590798e-05,1.486664731163812e-05
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_LIFT,5,5,2.466237095113388,2.407068009029308,0.2532782258099744,2.252048297874484,2.888537726064418,0.6364894281899338,0.1886362803385712
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,STANDARD_RECALL,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,BALANCED_RECALL,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,XGBOOST,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,SECURITY_RECALL,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,ROC_AUC,5,5,0.7161144401727366,0.717032985077241,0.025049167705811,0.6850244589332213,0.7536628192104249,0.0686383602772036,0.0145135896747274
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_AUC,5,5,0.00014001966518,0.0001438037178061,1.2207907887974086e-05,0.0001252497380421,0.0001559122137999,3.0662475757863456e-05,1.4074901849071916e-05
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_CHANCE_ANCHOR,5,5,7.881117717628309e-05,7.881117717628309e-05,0.0,7.881117717628309e-05,7.881117717628309e-05,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_EXCESS,5,5,6.120848800380432e-05,6.499254062987116e-05,1.2207907887974086e-05,4.6438560865839386e-05,7.710103662370284e-05,3.0662475757863456e-05,1.4074901849071916e-05
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,PR_LIFT,5,5,1.7766473005078267,1.8246614624788215,0.1549007174536641,1.589238259466251,1.978300786590777,0.389062527124526,0.1785901740509405
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,STANDARD_RECALL,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,BALANCED_RECALL,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,LIGHTGBM,36,DESCRIPTIVE_ONLY_SUPPORT_LT_50,False,SECURITY_RECALL,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,ROC_AUC,5,5,0.5791766248593261,0.5785365814108219,0.0279781352624419,0.5505911851149154,0.6212664144509572,0.0706752293360417,0.0303074780418591
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_AUC,5,5,0.3677373246356762,0.3622206606370481,0.0237805634527997,0.3383129956689881,0.3994323583078599,0.0611193626388718,0.0266830579345657
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_CHANCE_ANCHOR,5,5,0.2772428181672284,0.2772428181672284,0.0,0.2772428181672284,0.2772428181672284,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_EXCESS,5,5,0.0904945064684478,0.0849778424698197,0.0237805634527997,0.0610701775017596,0.1221895401406315,0.0611193626388718,0.0266830579345657
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_LIFT,5,5,1.3264088392503033,1.3065105276002584,0.0857752190300405,1.2202768602103993,1.440731128576715,0.2204542683663157,0.0962443612100023
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,STANDARD_RECALL,5,5,0.0031057698357767,0.0030894104322657,8.725368119775402e-05,0.0030076134147108,0.0032215440760083,0.0002139306612974,0.0001195494871956
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,BALANCED_RECALL,5,5,0.0041162776064934,0.003466935128673,0.0009996427351388,0.0033599697980242,0.0055433209589127,0.0021833511608884,0.0013905492984332
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,XGBOOST,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,SECURITY_RECALL,5,5,0.0075303592776694,0.0059145535770464,0.0032752470473263,0.0048008557226451,0.0118983200151009,0.0070974642924557,0.0052475932800604
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,ROC_AUC,5,5,0.733085531291794,0.7224362903672501,0.028744567232304,0.7053488284536811,0.7707194391732235,0.0653706107195424,0.0448480939055334
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_AUC,5,5,0.4014457140395768,0.389792066858012,0.0233060072013733,0.3785092908496714,0.4328841382248475,0.0543748473751761,0.0321699217657902
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_CHANCE_ANCHOR,5,5,0.2772428181672284,0.2772428181672284,0.0,0.2772428181672284,0.2772428181672284,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_EXCESS,5,5,0.1242028958723484,0.1125492486907835,0.0233060072013733,0.101266472682443,0.1556413200576191,0.0543748473751761,0.0321699217657902
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_LIFT,5,5,1.4479931948947051,1.4059591135121694,0.0840635200415382,1.3652627445929393,1.5613899075421274,0.196127162949188,0.1160351852518892
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,STANDARD_RECALL,5,5,0.0022928333228465,0.002302900648084,9.702866180683948e-05,0.0021455986912477,0.0024098659787327,0.000264267287485,6.292078273453707e-05
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,BALANCED_RECALL,5,5,0.0067300069212861,0.0051909645755993,0.004684182032805,0.0024539105266469,0.011759894293085,0.009305983766438,0.0091109293399609
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,LIGHTGBM,158930,INFERENTIAL_ELIGIBLE_SUPPORT,True,SECURITY_RECALL,5,5,0.0125703139747058,0.012634493173095,0.0001476561889115,0.0123073051028754,0.0126533694079154,0.0003460643050399,2.5168313093813788e-05
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,ROC_AUC,5,5,0.9697678796764584,0.970351844419295,0.0016304158765202,0.9671871640619704,0.9714765960762276,0.0042894320142574,0.001158207368791
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_AUC,5,5,0.7052393074707555,0.704569932952451,0.0134609446296022,0.6887723178792104,0.7205965776366883,0.0318242597574778,0.0207725770308341
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_CHANCE_ANCHOR,5,5,0.0047501590649595,0.0047501590649595,0.0,0.0047501590649595,0.0047501590649595,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_EXCESS,5,5,0.7004891484057959,0.6998197738874914,0.0134609446296022,0.6840221588142509,0.7158464185717287,0.0318242597574778,0.0207725770308341
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_LIFT,5,5,148.46646140191228,148.32554516960286,2.8337881838314702,144.99984283896413,151.6994626458535,6.699619806889359,4.373027670603108
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,STANDARD_RECALL,5,5,0.5067889908256881,0.5142201834862385,0.0166166519428883,0.4770642201834862,0.5142201834862385,0.0371559633027522,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,BALANCED_RECALL,5,5,0.6892660550458716,0.7779816513761468,0.1214876019926564,0.5541284403669725,0.7779816513761468,0.2238532110091743,0.2197247706422018
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,XGBOOST,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,SECURITY_RECALL,5,5,0.6892660550458716,0.7779816513761468,0.1214876019926564,0.5541284403669725,0.7779816513761468,0.2238532110091743,0.2197247706422018
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,ROC_AUC,5,5,0.9896007942438722,0.9899467752640664,0.0006855375187214,0.988657200559001,0.9902430063225848,0.0015858057635836,0.0009553469965674
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_AUC,5,5,0.7507554906012437,0.747764926738712,0.007581255253385,0.743540220901602,0.7604998658179247,0.0169596449163227,0.0121522685575727
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_CHANCE_ANCHOR,5,5,0.0047501590649595,0.0047501590649595,0.0,0.0047501590649595,0.0047501590649595,0.0,0.0
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_EXCESS,5,5,0.7460053315362842,0.7430147676737524,0.007581255253385,0.7387900618366424,0.7557497067529652,0.0169596449163227,0.0121522685575727
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,PR_LIFT,5,5,158.04849486816974,157.41892355873878,1.5960002917185865,156.52954158661194,160.0998735869504,3.5703320003384533,2.5582866576440324
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,STANDARD_RECALL,5,5,0.0611009174311926,0.060091743119266,0.0063594593855498,0.0527522935779816,0.0701834862385321,0.0174311926605504,0.0041284403669724
28A_CHRONOLOGY_LOAO,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,LIGHTGBM,2180,INFERENTIAL_ELIGIBLE_SUPPORT,True,BALANCED_RECALL,5,5,0.5229357798165137,0.5211009174311927,0.0154097036993035,0.5059633027522936,0.5467889908256881,0.0408256880733944,0.0123853211009173
