disagreement_case_id,model,model_display,feature_index,feature_name,selection_count,mean_weight,mean_absolute_weight,weight_standard_deviation,positive_count,negative_count,mean_rank,selection_frequency,stable_in_at_least_four_seeds
DISAGREE_05,lightgbm,LightGBM,16,Flow Pkts/s,4,0.006515495777531487,0.006515495777531487,0.00031369205967313196,4,0,5.5,0.8,True
DISAGREE_05,lightgbm,LightGBM,36,Bwd Header Len,4,-0.0019400724541332576,0.0019400724541332576,0.00027974129630073207,0,4,12.0,0.8,True
DISAGREE_05,lightgbm,LightGBM,45,SYN Flag Cnt,4,0.0004004447995259856,0.0007615939364782557,0.0009152587455188355,2,2,14.5,0.8,True
DISAGREE_05,lightgbm,LightGBM,47,PSH Flag Cnt,3,-0.0030742117525335393,0.0030742117525335393,0.00025638698276823696,0,3,10.333333333333334,0.6,False
DISAGREE_05,lightgbm,LightGBM,2,Flow Duration,3,-0.00015317010238846424,0.0007292155085350119,0.0008809935637550584,1,2,14.666666666666666,0.6,False
DISAGREE_05,lightgbm,LightGBM,51,ECE Flag Cnt,2,0.004396718140466839,0.004396718140466839,0.0008988488454547369,2,0,8.5,0.4,False
DISAGREE_05,lightgbm,LightGBM,4,Tot Bwd Pkts,2,-0.0024114821012022124,0.0024114821012022124,0.0006435848992503844,0,2,11.0,0.4,False
DISAGREE_05,lightgbm,LightGBM,19,Flow IAT Max,1,-0.00882384898268406,0.00882384898268406,,0,1,5.0,0.2,False
DISAGREE_05,lightgbm,LightGBM,40,Pkt Len Max,1,-0.002966030746678448,0.002966030746678448,,0,1,11.0,0.2,False
DISAGREE_05,lightgbm,LightGBM,64,Subflow Bwd Pkts,1,-0.0017044052689778064,0.0017044052689778064,,0,1,12.0,0.2,False
DISAGREE_05,xgboost,XGBoost,37,Fwd Pkts/s,5,0.021230557666611933,0.021230557666611933,0.001009533645268046,5,0,1.4,1.0,True
DISAGREE_05,xgboost,XGBoost,21,Fwd IAT Tot,5,0.012820671038891502,0.012820671038891502,0.0010057623381361071,5,0,4.0,1.0,True
DISAGREE_05,xgboost,XGBoost,2,Flow Duration,5,-0.012261623959841718,0.012261623959841718,0.0011490389713746387,0,5,4.8,1.0,True
DISAGREE_05,xgboost,XGBoost,12,Bwd Pkt Len Min,5,0.011873383526797896,0.011873383526797896,0.0015700074834360637,5,0,4.8,1.0,True
DISAGREE_05,xgboost,XGBoost,48,ACK Flag Cnt,5,0.010628180191329367,0.010628180191329367,0.0018220593722220407,5,0,5.8,1.0,True
DISAGREE_05,xgboost,XGBoost,11,Bwd Pkt Len Max,5,-0.009354602012748122,0.009354602012748122,0.0013674240593839402,0,5,8.0,1.0,True
DISAGREE_05,xgboost,XGBoost,53,Pkt Size Avg,5,0.008809649256353386,0.008809649256353386,0.0015860150998183915,5,0,8.2,1.0,True
DISAGREE_05,xgboost,XGBoost,67,Init Bwd Win Byts,5,0.007525158857041872,0.007525158857041872,0.001694889741789429,5,0,10.0,1.0,True
DISAGREE_05,xgboost,XGBoost,26,Bwd IAT Tot,5,-0.0041086032587037335,0.0041086032587037335,0.001676926640803482,0,5,13.4,1.0,True
DISAGREE_05,xgboost,XGBoost,66,Init Fwd Win Byts,5,-0.003701466201347609,0.003701466201347609,0.0005196435713961853,0,5,12.8,1.0,True
DISAGREE_05,xgboost,XGBoost,19,Flow IAT Max,4,-0.018045636689588463,0.018045636689588463,0.0014636824361887516,0,4,2.5,0.8,True
DISAGREE_05,xgboost,XGBoost,7,Fwd Pkt Len Max,4,-0.008215346995639004,0.008215346995639004,0.000671740456180758,0,4,9.5,0.8,True
DISAGREE_05,xgboost,XGBoost,9,Fwd Pkt Len Mean,4,0.00748231799603939,0.00748231799603939,0.0009182654801889058,4,0,9.25,0.8,True
DISAGREE_05,xgboost,XGBoost,31,Fwd PSH Flags,4,0.003256865203711285,0.003256865203711285,0.0010337325163476104,4,0,13.75,0.8,True
DISAGREE_05,xgboost,XGBoost,45,SYN Flag Cnt,4,0.0011223273454697758,0.0011223273454697758,0.0004160321365695013,4,0,15.0,0.8,True
DISAGREE_05,xgboost,XGBoost,23,Fwd IAT Std,2,0.02169963167454938,0.02169963167454938,0.0017717784600236523,2,0,1.0,0.4,False
DISAGREE_05,xgboost,XGBoost,42,Pkt Len Std,2,-0.006456538795321719,0.006456538795321719,0.001233347432583567,0,2,10.5,0.4,False
DISAGREE_05,xgboost,XGBoost,40,Pkt Len Max,1,-0.007688154078346541,0.007688154078346541,,0,1,11.0,0.2,False
DISAGREE_06,lightgbm,LightGBM,66,Init Fwd Win Byts,5,-0.11394400461702292,0.11394400461702292,0.0016576557359476486,0,5,1.0,1.0,True
DISAGREE_06,lightgbm,LightGBM,51,ECE Flag Cnt,5,0.036962315758987375,0.036962315758987375,0.0013555947043093846,5,0,2.0,1.0,True
DISAGREE_06,lightgbm,LightGBM,19,Flow IAT Max,5,-0.03258188298906001,0.03258188298906001,0.0023126484185724615,0,5,3.8,1.0,True
DISAGREE_06,lightgbm,LightGBM,46,RST Flag Cnt,5,0.03176663302051723,0.03176663302051723,0.002686482708760928,5,0,3.8,1.0,True
DISAGREE_06,lightgbm,LightGBM,0,Dst Port,5,-0.030281814749750863,0.030281814749750863,0.001794162552032052,0,5,4.8,1.0,True
DISAGREE_06,lightgbm,LightGBM,69,Fwd Seg Size Min,5,0.02732532798440838,0.02732532798440838,0.0011705709348243261,5,0,5.6,1.0,True
DISAGREE_06,lightgbm,LightGBM,37,Fwd Pkts/s,5,0.02087714393844537,0.02087714393844537,0.0025092589235262805,5,0,7.4,1.0,True
DISAGREE_06,lightgbm,LightGBM,13,Bwd Pkt Len Mean,5,0.019080023330997203,0.019080023330997203,0.0032328290319066704,5,0,8.0,1.0,True
DISAGREE_06,lightgbm,LightGBM,7,Fwd Pkt Len Max,5,-0.014798720589652486,0.014798720589652486,0.00276607044750825,0,5,8.8,1.0,True
DISAGREE_06,lightgbm,LightGBM,55,Bwd Seg Size Avg,5,0.012402346449205546,0.012402346449205546,0.001206039388630225,5,0,9.8,1.0,True
DISAGREE_06,lightgbm,LightGBM,53,Pkt Size Avg,5,0.0072842094188657015,0.0072842094188657015,0.002712267311401616,5,0,12.8,1.0,True
DISAGREE_06,lightgbm,LightGBM,47,PSH Flag Cnt,5,0.006112995962441021,0.006112995962441021,0.0016607193680248996,5,0,13.4,1.0,True
DISAGREE_06,lightgbm,LightGBM,40,Pkt Len Max,4,-0.0060699656389686255,0.0060699656389686255,0.0007506889226150392,0,4,13.0,0.8,True
DISAGREE_06,lightgbm,LightGBM,11,Bwd Pkt Len Max,3,-0.006313235997514636,0.006313235997514636,0.000504736186779776,0,3,12.333333333333334,0.6,False
DISAGREE_06,lightgbm,LightGBM,2,Flow Duration,2,-0.009852077768666024,0.009852077768666024,0.0004999143984803413,0,2,11.0,0.4,False
DISAGREE_06,lightgbm,LightGBM,10,Fwd Pkt Len Std,2,-0.00677758531007264,0.00677758531007264,0.0009291274696633389,0,2,13.5,0.4,False
DISAGREE_06,lightgbm,LightGBM,42,Pkt Len Std,2,0.005721345781599943,0.005721345781599943,0.000403767492533918,2,0,14.0,0.4,False
DISAGREE_06,lightgbm,LightGBM,48,ACK Flag Cnt,1,-0.006160562472255627,0.006160562472255627,,0,1,15.0,0.2,False
DISAGREE_06,lightgbm,LightGBM,41,Pkt Len Mean,1,0.005627663573670109,0.005627663573670109,,1,0,13.0,0.2,False
DISAGREE_06,xgboost,XGBoost,66,Init Fwd Win Byts,5,-0.06311608914141413,0.06311608914141413,0.0017606475846177673,0,5,1.0,1.0,True
DISAGREE_06,xgboost,XGBoost,0,Dst Port,5,-0.04204508795435721,0.04204508795435721,0.002643052415115389,0,5,2.0,1.0,True
DISAGREE_06,xgboost,XGBoost,18,Flow IAT Std,5,-0.029526330843158734,0.029526330843158734,0.0015275510532795041,0,5,3.0,1.0,True
DISAGREE_06,xgboost,XGBoost,23,Fwd IAT Std,5,0.022636930686807437,0.022636930686807437,0.002822548533454211,5,0,4.8,1.0,True
DISAGREE_06,xgboost,XGBoost,11,Bwd Pkt Len Max,5,-0.02121475991526213,0.02121475991526213,0.002494017667233856,0,5,5.6,1.0,True
DISAGREE_06,xgboost,XGBoost,53,Pkt Size Avg,5,0.020801366644525334,0.020801366644525334,0.0012051412831864871,5,0,6.2,1.0,True
DISAGREE_06,xgboost,XGBoost,69,Fwd Seg Size Min,5,0.020418666872459808,0.020418666872459808,0.0023455258710789397,5,0,6.4,1.0,True
DISAGREE_06,xgboost,XGBoost,29,Bwd IAT Max,5,0.01664688168536556,0.01664688168536556,0.0016351286783889876,5,0,8.0,1.0,True
DISAGREE_06,xgboost,XGBoost,13,Bwd Pkt Len Mean,5,-0.01244255921068264,0.01244255921068264,0.0011554011740325242,0,5,9.8,1.0,True
DISAGREE_06,xgboost,XGBoost,7,Fwd Pkt Len Max,5,-0.011157242580867813,0.011157242580867813,0.0028436058122896864,0,5,10.4,1.0,True
DISAGREE_06,xgboost,XGBoost,42,Pkt Len Std,5,-0.00625854668684033,0.00625854668684033,0.0009341147587702406,0,5,13.6,1.0,True
DISAGREE_06,xgboost,XGBoost,41,Pkt Len Mean,4,0.006627413008515732,0.006627413008515732,0.0004585703918503303,4,0,12.5,0.8,True
DISAGREE_06,xgboost,XGBoost,48,ACK Flag Cnt,4,-0.005814623510846054,0.005814623510846054,0.0005516668578738347,0,4,13.5,0.8,True
DISAGREE_06,xgboost,XGBoost,67,Init Bwd Win Byts,3,0.007731486665375092,0.007731486665375092,0.000902038058806241,3,0,12.333333333333334,0.6,False
DISAGREE_06,xgboost,XGBoost,19,Flow IAT Max,2,-0.012103160021899005,0.012103160021899005,0.0021303828859447083,0,2,10.5,0.4,False
DISAGREE_06,xgboost,XGBoost,30,Bwd IAT Min,1,0.03151564156907263,0.03151564156907263,,1,0,4.0,0.2,False
DISAGREE_06,xgboost,XGBoost,25,Fwd IAT Min,1,-0.017762786369337688,0.017762786369337688,,0,1,9.0,0.2,False
DISAGREE_06,xgboost,XGBoost,2,Flow Duration,1,-0.009493091449410011,0.009493091449410011,,0,1,12.0,0.2,False
DISAGREE_06,xgboost,XGBoost,14,Bwd Pkt Len Std,1,-0.005013591418107178,0.005013591418107178,,0,1,15.0,0.2,False
DISAGREE_06,xgboost,XGBoost,9,Fwd Pkt Len Mean,1,0.004814823200030875,0.004814823200030875,,1,0,14.0,0.2,False
DISAGREE_06,xgboost,XGBoost,52,Down/Up Ratio,1,-0.003549919335512677,0.003549919335512677,,0,1,15.0,0.2,False
DISAGREE_06,xgboost,XGBoost,47,PSH Flag Cnt,1,-0.003498145083693422,0.003498145083693422,,0,1,15.0,0.2,False
DISAGREE_07,lightgbm,LightGBM,66,Init Fwd Win Byts,5,-0.09699076618753166,0.09699076618753166,0.0014303715245345108,0,5,1.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,51,ECE Flag Cnt,5,0.04615352646590968,0.04615352646590968,0.002499111007626771,5,0,2.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,46,RST Flag Cnt,5,0.03903178066037496,0.03903178066037496,0.0008809380404796152,5,0,3.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,0,Dst Port,5,0.0329964187350972,0.0329964187350972,0.00242824688085124,5,0,4.6,1.0,True
DISAGREE_07,lightgbm,LightGBM,19,Flow IAT Max,5,-0.032410353208369436,0.032410353208369436,0.0017318742512650188,0,5,4.4,1.0,True
DISAGREE_07,lightgbm,LightGBM,7,Fwd Pkt Len Max,5,-0.024600360490943277,0.024600360490943277,0.0026372114746779215,0,5,6.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,37,Fwd Pkts/s,5,0.021921133814798825,0.021921133814798825,0.000903465878400243,5,0,7.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,53,Pkt Size Avg,5,0.0172307326280181,0.0172307326280181,0.0020210047985244014,5,0,8.4,1.0,True
DISAGREE_07,lightgbm,LightGBM,55,Bwd Seg Size Avg,5,0.0137343665150581,0.0137343665150581,0.001786984545672198,5,0,10.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,13,Bwd Pkt Len Mean,5,0.011281650488490417,0.011281650488490417,0.003174703111295975,5,0,11.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,39,Pkt Len Min,5,0.007243909393474572,0.007243909393474572,0.002585345129889207,5,0,13.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,48,ACK Flag Cnt,5,-0.007167176042836026,0.007167176042836026,0.0022053419021891793,0,5,13.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,69,Fwd Seg Size Min,5,0.00447440752188751,0.00447440752188751,0.0010873134595878599,5,0,14.0,1.0,True
DISAGREE_07,lightgbm,LightGBM,2,Flow Duration,4,-0.014941034159627177,0.014941034159627177,0.0022986928919519673,0,4,9.25,0.8,True
DISAGREE_07,lightgbm,LightGBM,12,Bwd Pkt Len Min,4,-0.004384689716586199,0.004384689716586199,0.0013743018704867284,0,4,14.25,0.8,True
DISAGREE_07,lightgbm,LightGBM,25,Fwd IAT Min,1,-0.020197290551986387,0.020197290551986387,,0,1,8.0,0.2,False
DISAGREE_07,lightgbm,LightGBM,42,Pkt Len Std,1,0.015299459426408627,0.015299459426408627,,1,0,11.0,0.2,False
DISAGREE_07,xgboost,XGBoost,66,Init Fwd Win Byts,5,-0.05267986350764751,0.05267986350764751,0.002460709734712274,0,5,1.0,1.0,True
DISAGREE_07,xgboost,XGBoost,53,Pkt Size Avg,5,0.04194214749211506,0.04194214749211506,0.002581859878223174,5,0,2.0,1.0,True
DISAGREE_07,xgboost,XGBoost,0,Dst Port,5,0.03457533953388341,0.03457533953388341,0.002125324389176746,5,0,3.2,1.0,True
DISAGREE_07,xgboost,XGBoost,11,Bwd Pkt Len Max,5,-0.030225699152891077,0.030225699152891077,0.0018255899911308832,0,5,4.0,1.0,True
DISAGREE_07,xgboost,XGBoost,18,Flow IAT Std,5,-0.025381237080866027,0.025381237080866027,0.0008240598866484303,0,5,5.2,1.0,True
DISAGREE_07,xgboost,XGBoost,23,Fwd IAT Std,5,0.01909712953887876,0.01909712953887876,0.004849174796117359,5,0,7.0,1.0,True
DISAGREE_07,xgboost,XGBoost,8,Fwd Pkt Len Min,5,0.015206325185070538,0.015206325185070538,0.0012318557875621308,5,0,7.8,1.0,True
DISAGREE_07,xgboost,XGBoost,69,Fwd Seg Size Min,5,0.010864295301160926,0.010864295301160926,0.001079073478448966,5,0,9.6,1.0,True
DISAGREE_07,xgboost,XGBoost,19,Flow IAT Max,5,-0.010642063026325563,0.010642063026325563,0.000721222636279696,0,5,10.6,1.0,True
DISAGREE_07,xgboost,XGBoost,7,Fwd Pkt Len Max,5,-0.00918698162520378,0.00918698162520378,0.0015313746681861879,0,5,11.8,1.0,True
DISAGREE_07,xgboost,XGBoost,29,Bwd IAT Max,4,0.01785245534539115,0.01785245534539115,0.002676522080480618,4,0,7.25,0.8,True
DISAGREE_07,xgboost,XGBoost,39,Pkt Len Min,4,0.006520041817785512,0.006520041817785512,0.0017678629311981924,4,0,13.25,0.8,True
DISAGREE_07,xgboost,XGBoost,14,Bwd Pkt Len Std,3,-0.006064498026312485,0.006064498026312485,0.001659249311224619,0,3,14.0,0.6,False
DISAGREE_07,xgboost,XGBoost,12,Bwd Pkt Len Min,3,0.004793412701771611,0.004793412701771611,0.0015963797843801069,3,0,14.0,0.6,False
DISAGREE_07,xgboost,XGBoost,9,Fwd Pkt Len Mean,2,0.011968108200042077,0.011968108200042077,0.0016059621141728245,2,0,10.0,0.4,False
DISAGREE_07,xgboost,XGBoost,2,Flow Duration,2,-0.009301954356083584,0.009301954356083584,0.0012804377480327507,0,2,12.0,0.4,False
DISAGREE_07,xgboost,XGBoost,30,Bwd IAT Min,1,0.03167268643295934,0.03167268643295934,,1,0,4.0,0.2,False
DISAGREE_07,xgboost,XGBoost,25,Fwd IAT Min,1,-0.01761215144177216,0.01761215144177216,,0,1,6.0,0.2,False
DISAGREE_07,xgboost,XGBoost,38,Bwd Pkts/s,1,-0.010581978201283168,0.010581978201283168,,0,1,11.0,0.2,False
DISAGREE_07,xgboost,XGBoost,46,RST Flag Cnt,1,0.005585785040607511,0.005585785040607511,,1,0,15.0,0.2,False
DISAGREE_07,xgboost,XGBoost,52,Down/Up Ratio,1,0.004806307513931165,0.004806307513931165,,1,0,13.0,0.2,False
DISAGREE_07,xgboost,XGBoost,13,Bwd Pkt Len Mean,1,0.0041514801343145455,0.0041514801343145455,,1,0,15.0,0.2,False
DISAGREE_07,xgboost,XGBoost,1,Protocol,1,-0.0005546348134201738,0.0005546348134201738,,0,1,15.0,0.2,False
DISAGREE_08,lightgbm,LightGBM,7,Fwd Pkt Len Max,5,-0.12186789800876656,0.12186789800876656,0.002840402768762452,0,5,1.0,1.0,True
DISAGREE_08,lightgbm,LightGBM,66,Init Fwd Win Byts,5,-0.10027623057161236,0.10027623057161236,0.0018647722294420307,0,5,2.0,1.0,True
DISAGREE_08,lightgbm,LightGBM,51,ECE Flag Cnt,5,0.03553771774521297,0.03553771774521297,0.0016050571966518615,5,0,3.0,1.0,True
DISAGREE_08,lightgbm,LightGBM,46,RST Flag Cnt,5,0.023988493204453315,0.023988493204453315,0.0009202221168808149,5,0,4.0,1.0,True
DISAGREE_08,lightgbm,LightGBM,69,Fwd Seg Size Min,5,0.021197731248615754,0.021197731248615754,0.0011072684731036576,5,0,5.0,1.0,True
DISAGREE_08,lightgbm,LightGBM,19,Flow IAT Max,5,-0.017048155674308833,0.017048155674308833,0.0018049844128583167,0,5,7.0,1.0,True
DISAGREE_08,lightgbm,LightGBM,10,Fwd Pkt Len Std,5,-0.016550415998558665,0.016550415998558665,0.0007419538547801104,0,5,6.8,1.0,True
DISAGREE_08,lightgbm,LightGBM,0,Dst Port,5,0.015441449871598924,0.015441449871598924,0.0028710540819549806,5,0,7.8,1.0,True
DISAGREE_08,lightgbm,LightGBM,37,Fwd Pkts/s,5,0.014663617095628625,0.014663617095628625,0.0016631543031991776,5,0,8.4,1.0,True
DISAGREE_08,lightgbm,LightGBM,53,Pkt Size Avg,5,0.009574961150884898,0.009574961150884898,0.0018262266304990217,5,0,10.4,1.0,True
DISAGREE_08,lightgbm,LightGBM,40,Pkt Len Max,5,0.008201798854926824,0.008201798854926824,0.0022796507109542922,5,0,11.6,1.0,True
DISAGREE_08,lightgbm,LightGBM,42,Pkt Len Std,5,0.003827498672175123,0.003827498672175123,0.0005234093424972518,5,0,13.6,1.0,True
DISAGREE_08,lightgbm,LightGBM,43,Pkt Len Var,3,0.006712049775266467,0.006712049775266467,0.002155814208907874,3,0,12.666666666666666,0.6,False
DISAGREE_08,lightgbm,LightGBM,13,Bwd Pkt Len Mean,3,0.0061202125251482485,0.0061202125251482485,0.0016840021568184354,3,0,12.333333333333334,0.6,False
DISAGREE_08,lightgbm,LightGBM,67,Init Bwd Win Byts,3,-0.0027564242572833326,0.0027564242572833326,0.0001949884385805562,0,3,15.0,0.6,False
DISAGREE_08,lightgbm,LightGBM,11,Bwd Pkt Len Max,2,0.0006315204344530003,0.002843644740936239,0.0040215209592029556,1,1,15.0,0.4,False
DISAGREE_08,lightgbm,LightGBM,76,Idle Max,1,0.010903488239919294,0.010903488239919294,,1,0,10.0,0.2,False
DISAGREE_08,lightgbm,LightGBM,14,Bwd Pkt Len Std,1,-0.0053158960094454154,0.0053158960094454154,,0,1,12.0,0.2,False
DISAGREE_08,lightgbm,LightGBM,55,Bwd Seg Size Avg,1,-0.005233476762099872,0.005233476762099872,,0,1,12.0,0.2,False
DISAGREE_08,lightgbm,LightGBM,47,PSH Flag Cnt,1,0.00419677960015208,0.00419677960015208,,1,0,13.0,0.2,False
DISAGREE_08,xgboost,XGBoost,7,Fwd Pkt Len Max,5,-0.05878919850844897,0.05878919850844897,0.0017815420476952036,0,5,1.0,1.0,True
DISAGREE_08,xgboost,XGBoost,66,Init Fwd Win Byts,5,-0.051514597483363934,0.051514597483363934,0.0021615523357693366,0,5,2.0,1.0,True
DISAGREE_08,xgboost,XGBoost,11,Bwd Pkt Len Max,5,-0.0442107824615107,0.0442107824615107,0.0013692561966720273,0,5,3.0,1.0,True
DISAGREE_08,xgboost,XGBoost,18,Flow IAT Std,5,-0.022664739547711202,0.022664739547711202,0.001794987789941624,0,5,4.2,1.0,True
DISAGREE_08,xgboost,XGBoost,69,Fwd Seg Size Min,5,0.02109791197222457,0.02109791197222457,0.0025743293303338863,5,0,5.2,1.0,True
DISAGREE_08,xgboost,XGBoost,53,Pkt Size Avg,5,0.01917965600309405,0.01917965600309405,0.001829350616869274,5,0,6.0,1.0,True
DISAGREE_08,xgboost,XGBoost,20,Flow IAT Min,5,0.017827322065995597,0.017827322065995597,0.002038515427757316,5,0,6.6,1.0,True
DISAGREE_08,xgboost,XGBoost,10,Fwd Pkt Len Std,5,-0.009214339460780195,0.009214339460780195,0.000576698765793834,0,5,9.0,1.0,True
DISAGREE_08,xgboost,XGBoost,67,Init Bwd Win Byts,5,0.007926598158016973,0.007926598158016973,0.0011690054342589878,5,0,10.6,1.0,True
DISAGREE_08,xgboost,XGBoost,9,Fwd Pkt Len Mean,5,0.0074435617498904896,0.0074435617498904896,0.0010546591277752636,5,0,10.8,1.0,True
DISAGREE_08,xgboost,XGBoost,40,Pkt Len Max,5,-0.005670456413443424,0.005670456413443424,0.002295728444679354,0,5,12.4,1.0,True
DISAGREE_08,xgboost,XGBoost,14,Bwd Pkt Len Std,5,0.00472500061581224,0.00472500061581224,0.0010759464961272067,5,0,13.4,1.0,True
DISAGREE_08,xgboost,XGBoost,42,Pkt Len Std,5,0.0040104653533774345,0.0040104653533774345,0.001692527354523583,5,0,14.0,1.0,True
DISAGREE_08,xgboost,XGBoost,38,Bwd Pkts/s,3,0.008853679809652895,0.008853679809652895,0.0014578608575986237,3,0,10.0,0.6,False
DISAGREE_08,xgboost,XGBoost,23,Fwd IAT Std,2,0.015264867398691078,0.015264867398691078,0.0024139594050939443,2,0,8.0,0.4,False
DISAGREE_08,xgboost,XGBoost,24,Fwd IAT Max,1,-0.013699889005788932,0.013699889005788932,,0,1,8.0,0.2,False
DISAGREE_08,xgboost,XGBoost,46,RST Flag Cnt,1,0.0069761007714414834,0.0069761007714414834,,1,0,11.0,0.2,False
DISAGREE_08,xgboost,XGBoost,54,Fwd Seg Size Avg,1,0.003301896813240784,0.003301896813240784,,1,0,14.0,0.2,False
DISAGREE_08,xgboost,XGBoost,52,Down/Up Ratio,1,0.0032694121763149077,0.0032694121763149077,,1,0,15.0,0.2,False
DISAGREE_08,xgboost,XGBoost,47,PSH Flag Cnt,1,0.003263043642827949,0.003263043642827949,,1,0,15.0,0.2,False
DISAGREE_09,lightgbm,LightGBM,66,Init Fwd Win Byts,5,-0.08491917784591495,0.08491917784591495,0.0026645247352091025,0,5,1.0,1.0,True
DISAGREE_09,lightgbm,LightGBM,7,Fwd Pkt Len Max,5,-0.0667232841705942,0.0667232841705942,0.001958749347967759,0,5,2.0,1.0,True
DISAGREE_09,lightgbm,LightGBM,37,Fwd Pkts/s,5,0.03598425862647796,0.03598425862647796,0.0024171987300273916,5,0,3.0,1.0,True
DISAGREE_09,lightgbm,LightGBM,51,ECE Flag Cnt,5,0.028817678890420008,0.028817678890420008,0.0013002211850073075,5,0,4.0,1.0,True
DISAGREE_09,lightgbm,LightGBM,0,Dst Port,5,0.020682793700704506,0.020682793700704506,0.0013245370753944537,5,0,5.4,1.0,True
DISAGREE_09,lightgbm,LightGBM,24,Fwd IAT Max,5,-0.019435690897578184,0.019435690897578184,0.0012856678737561864,0,5,6.6,1.0,True
DISAGREE_09,lightgbm,LightGBM,46,RST Flag Cnt,5,0.017766734532430814,0.017766734532430814,0.0033982312572006924,5,0,6.8,1.0,True
DISAGREE_09,lightgbm,LightGBM,76,Idle Max,5,-0.017488707007622513,0.017488707007622513,0.0019694483987549626,0,5,7.2,1.0,True
DISAGREE_09,lightgbm,LightGBM,23,Fwd IAT Std,5,0.00569692455479656,0.00569692455479656,0.002072359941350645,5,0,10.8,1.0,True
DISAGREE_09,lightgbm,LightGBM,39,Pkt Len Min,4,0.001235987958071818,0.0013685828185543006,0.0012927649071198363,3,1,14.0,0.8,True
DISAGREE_09,lightgbm,LightGBM,73,Active Min,3,-0.008847192552404936,0.008847192552404936,0.002009725352515521,0,3,9.333333333333334,0.6,False
DISAGREE_09,lightgbm,LightGBM,74,Idle Mean,3,-0.008543562947707542,0.008543562947707542,0.00026663337656255887,0,3,9.666666666666666,0.6,False
DISAGREE_09,lightgbm,LightGBM,53,Pkt Size Avg,3,-0.004301859200826364,0.004301859200826364,0.0018391475163036415,0,3,11.666666666666666,0.6,False
DISAGREE_09,lightgbm,LightGBM,21,Fwd IAT Tot,3,-0.0036364042693791524,0.0036364042693791524,0.0015194381070719536,0,3,12.0,0.6,False
DISAGREE_09,lightgbm,LightGBM,54,Fwd Seg Size Avg,3,0.000702442230090126,0.0016130750873526176,0.00234536618457246,2,1,14.333333333333334,0.6,False
DISAGREE_09,lightgbm,LightGBM,19,Flow IAT Max,2,-0.0038049946647616363,0.0038049946647616363,0.0007524090269459986,0,2,12.0,0.4,False
DISAGREE_09,lightgbm,LightGBM,75,Idle Std,2,-0.0027764306250047514,0.0027764306250047514,0.0013376020506599053,0,2,13.0,0.4,False
DISAGREE_09,lightgbm,LightGBM,9,Fwd Pkt Len Mean,2,-4.8700050214765226e-05,0.001796398758122147,0.0025404914871665256,1,1,14.0,0.4,False
DISAGREE_09,lightgbm,LightGBM,8,Fwd Pkt Len Min,2,0.0004319269803881408,0.0004319269803881408,0.00026570344663571816,2,0,14.5,0.4,False
DISAGREE_09,lightgbm,LightGBM,22,Fwd IAT Mean,1,-0.008931976295344523,0.008931976295344523,,0,1,9.0,0.2,False
DISAGREE_09,lightgbm,LightGBM,70,Active Mean,1,0.008239260984902198,0.008239260984902198,,1,0,11.0,0.2,False
DISAGREE_09,lightgbm,LightGBM,41,Pkt Len Mean,1,0.002092663880427397,0.002092663880427397,,1,0,12.0,0.2,False
DISAGREE_09,xgboost,XGBoost,66,Init Fwd Win Byts,5,-0.04815432054117815,0.04815432054117815,0.0012345960930994118,0,5,1.0,1.0,True
DISAGREE_09,xgboost,XGBoost,0,Dst Port,5,0.034462745271234156,0.034462745271234156,0.0011374371440605272,5,0,2.0,1.0,True
DISAGREE_09,xgboost,XGBoost,7,Fwd Pkt Len Max,5,-0.03141345098256361,0.03141345098256361,0.0023262838257536323,0,5,3.0,1.0,True
DISAGREE_09,xgboost,XGBoost,74,Idle Mean,5,-0.028329876260527066,0.028329876260527066,0.0010419911122844742,0,5,4.0,1.0,True
DISAGREE_09,xgboost,XGBoost,22,Fwd IAT Mean,5,-0.0183707191808961,0.0183707191808961,0.002043270970562635,0,5,5.4,1.0,True
DISAGREE_09,xgboost,XGBoost,24,Fwd IAT Max,5,-0.01555933104006169,0.01555933104006169,0.0009858426553334017,0,5,6.4,1.0,True
DISAGREE_09,xgboost,XGBoost,21,Fwd IAT Tot,5,0.012289873612855214,0.012289873612855214,0.0018830089335984577,5,0,8.6,1.0,True
DISAGREE_09,xgboost,XGBoost,2,Flow Duration,5,-0.010890018851072313,0.010890018851072313,0.002229238147022939,0,5,9.0,1.0,True
DISAGREE_09,xgboost,XGBoost,75,Idle Std,5,-0.01054009036067854,0.01054009036067854,0.0017552652320665873,0,5,9.6,1.0,True
DISAGREE_09,xgboost,XGBoost,39,Pkt Len Min,5,-6.266481392008645e-05,0.0024516818645228633,0.002863618560220298,2,3,14.0,1.0,True
DISAGREE_09,xgboost,XGBoost,72,Active Max,4,-0.015475721584317198,0.015475721584317198,0.0015447185277873913,0,4,6.0,0.8,True
