case_id,selected_for_model,model_display,selected_outcome,models_disagree,explanation_seed,rank,feature_index,feature_name,raw_feature_value,weight,absolute_weight,direction
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,3,46,RST Flag Cnt,0.0,0.039479957698098485,0.039479957698098485,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,4,19,Flow IAT Max,2330.0,-0.029335823551554764,0.029335823551554764,supports_benign
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,5,0,Dst Port,53.0,0.025086625325761686,0.025086625325761686,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,6,7,Fwd Pkt Len Max,40.0,-0.022543493422752352,0.022543493422752352,supports_benign
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,7,37,Fwd Pkts/s,429.1845494,0.021205455645718654,0.021205455645718654,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,8,13,Bwd Pkt Len Mean,139.0,0.020958013548566173,0.020958013548566173,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,9,55,Bwd Seg Size Avg,139.0,0.01547706671920622,0.01547706671920622,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,10,2,Flow Duration,2330.0,-0.013662904278275123,0.013662904278275123,supports_benign
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,11,48,ACK Flag Cnt,0.0,-0.01351355668598747,0.01351355668598747,supports_benign
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,12,42,Pkt Len Std,57.15767665,0.010536532832646958,0.010536532832646958,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,13,39,Pkt Len Min,40.0,0.010227915940952645,0.010227915940952645,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,14,67,Init Bwd Win Byts,-1.0,0.009781497886543578,0.009781497886543578,supports_attack
LIGHTGBM_FN_07,lightgbm,LightGBM,FN,False,137706,15,8,Fwd Pkt Len Min,40.0,-0.0068994100077079245,0.0068994100077079245,supports_benign
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,1,66,Init Fwd Win Byts,260.0,-0.07056935911128735,0.07056935911128735,supports_benign
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,2,20,Flow IAT Min,98.0,0.03389960353968346,0.03389960353968346,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,3,55,Bwd Seg Size Avg,0.0,0.03042770970461422,0.03042770970461422,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,4,0,Dst Port,49697.0,0.030103536608808063,0.030103536608808063,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,5,19,Flow IAT Max,98.0,-0.029123526114582916,0.029123526114582916,supports_benign
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,6,51,ECE Flag Cnt,0.0,0.02750391841844877,0.02750391841844877,supports_attack
LIGHTGBM_FN_08,lightgbm,LightGBM,FN,False,137707,7,46,RST Flag Cnt,0.0,0.022606880304329606,0.022606880304329606,supports_attack
