disagreement_case_id,replicate_index,explanation_seed,model,model_display,y_true,attack_category,rank,feature_index,feature_name,weight,absolute_weight,raw_feature_value
DISAGREE_03,5,141002,xgboost,XGBoost,0,Benign,15,1,Protocol,0.005090223266468886,0.005090223266468886,17.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,1,66,Init Fwd Win Byts,-0.13781550704226594,0.13781550704226594,26883.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,2,69,Fwd Seg Size Min,0.13256039327845087,0.13256039327845087,40.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,3,0,Dst Port,-0.04533130633910784,0.04533130633910784,22.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,4,37,Fwd Pkts/s,0.03386582178556165,0.03386582178556165,0.9983729848
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,5,19,Flow IAT Max,-0.031124059419419602,0.031124059419419602,2003881.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,6,51,ECE Flag Cnt,0.016393187126883858,0.016393187126883858,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,7,7,Fwd Pkt Len Max,-0.011076026895319394,0.011076026895319394,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,8,46,RST Flag Cnt,0.010819538021949234,0.010819538021949234,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,9,76,Idle Max,0.008077111460699492,0.008077111460699492,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,10,16,Flow Pkts/s,0.007820106907733437,0.007820106907733437,0.9983729848
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,11,11,Bwd Pkt Len Max,-0.005913879176128275,0.005913879176128275,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,12,10,Fwd Pkt Len Std,-0.005589633733873597,0.005589633733873597,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,13,41,Pkt Len Mean,0.005455230952389327,0.005455230952389327,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,14,53,Pkt Size Avg,0.003998367088492021,0.003998367088492021,0.0
DISAGREE_04,1,137003,lightgbm,LightGBM,0,Benign,15,42,Pkt Len Std,0.002859753408545628,0.002859753408545628,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,1,66,Init Fwd Win Byts,-0.1397390798886197,0.1397390798886197,26883.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,2,69,Fwd Seg Size Min,0.13603815213242704,0.13603815213242704,40.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,3,0,Dst Port,-0.0414308285242438,0.0414308285242438,22.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,4,37,Fwd Pkts/s,0.02992311519165611,0.02992311519165611,0.9983729848
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,5,19,Flow IAT Max,-0.028218748466735537,0.028218748466735537,2003881.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,6,51,ECE Flag Cnt,0.020586518488899162,0.020586518488899162,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,7,46,RST Flag Cnt,0.009814937051443661,0.009814937051443661,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,8,21,Fwd IAT Tot,0.009767512320404834,0.009767512320404834,3004889.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,9,16,Flow Pkts/s,0.009426457395287073,0.009426457395287073,0.9983729848
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,10,40,Pkt Len Max,-0.006628456182449559,0.006628456182449559,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,11,41,Pkt Len Mean,0.004622903200272759,0.004622903200272759,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,12,55,Bwd Seg Size Avg,0.004425472658511935,0.004425472658511935,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,13,11,Bwd Pkt Len Max,-0.004397805858548243,0.004397805858548243,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,14,13,Bwd Pkt Len Mean,0.003273034449729603,0.003273034449729603,0.0
DISAGREE_04,2,138003,lightgbm,LightGBM,0,Benign,15,7,Fwd Pkt Len Max,-0.0029476564531803282,0.0029476564531803282,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,1,66,Init Fwd Win Byts,-0.1408172336448512,0.1408172336448512,26883.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,2,69,Fwd Seg Size Min,0.13074619564819395,0.13074619564819395,40.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,3,0,Dst Port,-0.044010188134651775,0.044010188134651775,22.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,4,19,Flow IAT Max,-0.02572500355649367,0.02572500355649367,2003881.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,5,37,Fwd Pkts/s,0.022553899201235374,0.022553899201235374,0.9983729848
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,6,51,ECE Flag Cnt,0.019982111397700394,0.019982111397700394,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,7,46,RST Flag Cnt,0.009961124353649651,0.009961124353649651,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,8,7,Fwd Pkt Len Max,-0.008088388160289686,0.008088388160289686,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,9,55,Bwd Seg Size Avg,0.006609749073437653,0.006609749073437653,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,10,42,Pkt Len Std,0.0064125019593718555,0.0064125019593718555,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,11,40,Pkt Len Max,-0.00625867675115899,0.00625867675115899,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,12,13,Bwd Pkt Len Mean,0.006155517178901093,0.006155517178901093,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,13,52,Down/Up Ratio,0.00481476169281697,0.00481476169281697,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,14,41,Pkt Len Mean,0.0036806259366075566,0.0036806259366075566,0.0
DISAGREE_04,3,139003,lightgbm,LightGBM,0,Benign,15,54,Fwd Seg Size Avg,-0.0036122333987887033,0.0036122333987887033,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,1,66,Init Fwd Win Byts,-0.1408027140583635,0.1408027140583635,26883.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,2,69,Fwd Seg Size Min,0.13049790517932597,0.13049790517932597,40.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,3,0,Dst Port,-0.04412168531490162,0.04412168531490162,22.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,4,37,Fwd Pkts/s,0.030658969595745347,0.030658969595745347,0.9983729848
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,5,19,Flow IAT Max,-0.025272665894519524,0.025272665894519524,2003881.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,6,51,ECE Flag Cnt,0.019232701602214717,0.019232701602214717,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,7,46,RST Flag Cnt,0.01571886674119866,0.01571886674119866,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,8,7,Fwd Pkt Len Max,-0.011260365574396199,0.011260365574396199,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,9,43,Pkt Len Var,0.007752464231185064,0.007752464231185064,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,10,42,Pkt Len Std,0.006908600815726273,0.006908600815726273,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,11,40,Pkt Len Max,-0.005277013165804122,0.005277013165804122,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,12,13,Bwd Pkt Len Mean,0.004820422015381838,0.004820422015381838,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,13,53,Pkt Size Avg,0.0036110541908364407,0.0036110541908364407,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,14,10,Fwd Pkt Len Std,-0.0034164886201375378,0.0034164886201375378,0.0
DISAGREE_04,4,140003,lightgbm,LightGBM,0,Benign,15,52,Down/Up Ratio,-0.0027845348236887504,0.0027845348236887504,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,1,66,Init Fwd Win Byts,-0.1379060714500904,0.1379060714500904,26883.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,2,69,Fwd Seg Size Min,0.1325782565566626,0.1325782565566626,40.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,3,0,Dst Port,-0.042447380826325036,0.042447380826325036,22.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,4,37,Fwd Pkts/s,0.03056957564219304,0.03056957564219304,0.9983729848
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,5,19,Flow IAT Max,-0.02733276591365336,0.02733276591365336,2003881.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,6,51,ECE Flag Cnt,0.019889922758299403,0.019889922758299403,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,7,46,RST Flag Cnt,0.012972956902467754,0.012972956902467754,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,8,7,Fwd Pkt Len Max,-0.011091683339843355,0.011091683339843355,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,9,40,Pkt Len Max,-0.008973344442158056,0.008973344442158056,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,10,53,Pkt Size Avg,0.005900095177225738,0.005900095177225738,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,11,55,Bwd Seg Size Avg,0.005245802505558574,0.005245802505558574,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,12,43,Pkt Len Var,0.005201470970933315,0.005201470970933315,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,13,13,Bwd Pkt Len Mean,0.004466691368114282,0.004466691368114282,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,14,42,Pkt Len Std,0.0038255234538623305,0.0038255234538623305,0.0
DISAGREE_04,5,141003,lightgbm,LightGBM,0,Benign,15,11,Bwd Pkt Len Max,-0.003261233745231988,0.003261233745231988,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,1,69,Fwd Seg Size Min,0.08181645557110852,0.08181645557110852,40.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,2,66,Init Fwd Win Byts,-0.05513297259104053,0.05513297259104053,26883.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,3,18,Flow IAT Std,-0.03451522011014063,0.03451522011014063,709138.298968897
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,4,0,Dst Port,-0.030579815730279427,0.030579815730279427,22.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,5,16,Flow Pkts/s,0.024694198274595697,0.024694198274595697,0.9983729848
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,6,21,Fwd IAT Tot,0.023541996689743556,0.023541996689743556,3004889.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,7,38,Bwd Pkts/s,0.02277385429841115,0.02277385429841115,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,8,47,PSH Flag Cnt,0.02070697697033829,0.02070697697033829,1.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,9,28,Bwd IAT Std,0.01720595211369841,0.01720595211369841,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,10,11,Bwd Pkt Len Max,-0.015055411407733168,0.015055411407733168,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,11,53,Pkt Size Avg,0.01324315750598717,0.01324315750598717,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,12,7,Fwd Pkt Len Max,-0.013097291448767808,0.013097291448767808,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,13,2,Flow Duration,-0.011387384071967712,0.011387384071967712,3004889.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,14,9,Fwd Pkt Len Mean,0.005847038161380667,0.005847038161380667,0.0
DISAGREE_04,1,137003,xgboost,XGBoost,0,Benign,15,14,Bwd Pkt Len Std,-0.005125225610672122,0.005125225610672122,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,1,69,Fwd Seg Size Min,0.07794251914545539,0.07794251914545539,40.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,2,66,Init Fwd Win Byts,-0.051884939449114306,0.051884939449114306,26883.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,3,18,Flow IAT Std,-0.03590693112519524,0.03590693112519524,709138.298968897
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,4,0,Dst Port,-0.03133377472955259,0.03133377472955259,22.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,5,16,Flow Pkts/s,0.02444115326073904,0.02444115326073904,0.9983729848
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,6,21,Fwd IAT Tot,0.022888574935269402,0.022888574935269402,3004889.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,7,47,PSH Flag Cnt,0.0207955080857218,0.0207955080857218,1.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,8,38,Bwd Pkts/s,0.01980892176701945,0.01980892176701945,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,9,11,Bwd Pkt Len Max,-0.019321057467098064,0.019321057467098064,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,10,28,Bwd IAT Std,0.015000945022879837,0.015000945022879837,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,11,7,Fwd Pkt Len Max,-0.012308699244289307,0.012308699244289307,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,12,53,Pkt Size Avg,0.011636751071541314,0.011636751071541314,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,13,77,Idle Min,0.009817846688312476,0.009817846688312476,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,14,41,Pkt Len Mean,0.0060210406149747925,0.0060210406149747925,0.0
DISAGREE_04,2,138003,xgboost,XGBoost,0,Benign,15,42,Pkt Len Std,-0.005884489842209811,0.005884489842209811,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,1,69,Fwd Seg Size Min,0.08210374435462661,0.08210374435462661,40.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,2,66,Init Fwd Win Byts,-0.05409827364386368,0.05409827364386368,26883.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,3,18,Flow IAT Std,-0.035638467549010296,0.035638467549010296,709138.298968897
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,4,0,Dst Port,-0.02963549388674083,0.02963549388674083,22.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,5,47,PSH Flag Cnt,0.02389387562539406,0.02389387562539406,1.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,6,16,Flow Pkts/s,0.022600105343425235,0.022600105343425235,0.9983729848
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,7,38,Bwd Pkts/s,0.021549237760344363,0.021549237760344363,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,8,21,Fwd IAT Tot,0.01819486216835382,0.01819486216835382,3004889.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,9,53,Pkt Size Avg,0.016847084790941328,0.016847084790941328,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,10,11,Bwd Pkt Len Max,-0.013768164316971325,0.013768164316971325,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,11,7,Fwd Pkt Len Max,-0.013212282768781105,0.013212282768781105,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,12,42,Pkt Len Std,-0.006761895554220197,0.006761895554220197,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,13,14,Bwd Pkt Len Std,-0.005422557506446591,0.005422557506446591,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,14,52,Down/Up Ratio,0.005169880671316815,0.005169880671316815,0.0
DISAGREE_04,3,139003,xgboost,XGBoost,0,Benign,15,9,Fwd Pkt Len Mean,0.004344322237306308,0.004344322237306308,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,1,69,Fwd Seg Size Min,0.07828337855580997,0.07828337855580997,40.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,2,66,Init Fwd Win Byts,-0.05594065419068459,0.05594065419068459,26883.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,3,0,Dst Port,-0.03140943581989735,0.03140943581989735,22.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,4,47,PSH Flag Cnt,0.02440171616166305,0.02440171616166305,1.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,5,16,Flow Pkts/s,0.023145966374050097,0.023145966374050097,0.9983729848
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,6,38,Bwd Pkts/s,0.019576922186720747,0.019576922186720747,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,7,53,Pkt Size Avg,0.01802017981591705,0.01802017981591705,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,8,21,Fwd IAT Tot,0.016526584035161808,0.016526584035161808,3004889.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,9,2,Flow Duration,-0.015981828304980104,0.015981828304980104,3004889.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,10,11,Bwd Pkt Len Max,-0.015200996154221052,0.015200996154221052,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,11,7,Fwd Pkt Len Max,-0.014319328670570354,0.014319328670570354,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,12,42,Pkt Len Std,-0.00825310499998346,0.00825310499998346,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,13,9,Fwd Pkt Len Mean,0.00798146039761372,0.00798146039761372,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,14,40,Pkt Len Max,-0.006385272630572007,0.006385272630572007,0.0
DISAGREE_04,4,140003,xgboost,XGBoost,0,Benign,15,14,Bwd Pkt Len Std,-0.004998492167938457,0.004998492167938457,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,1,69,Fwd Seg Size Min,0.0817078324870544,0.0817078324870544,40.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,2,66,Init Fwd Win Byts,-0.05525853568363241,0.05525853568363241,26883.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,3,18,Flow IAT Std,-0.036021716027370775,0.036021716027370775,709138.298968897
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,4,0,Dst Port,-0.026410217582435773,0.026410217582435773,22.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,5,16,Flow Pkts/s,0.024055222398523174,0.024055222398523174,0.9983729848
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,6,47,PSH Flag Cnt,0.02167518082011577,0.02167518082011577,1.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,7,38,Bwd Pkts/s,0.02146743289735865,0.02146743289735865,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,8,21,Fwd IAT Tot,0.01970904158540592,0.01970904158540592,3004889.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,9,7,Fwd Pkt Len Max,-0.016181383455655615,0.016181383455655615,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,10,28,Bwd IAT Std,0.01558877500300098,0.01558877500300098,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,11,11,Bwd Pkt Len Max,-0.014190389344743284,0.014190389344743284,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,12,53,Pkt Size Avg,0.012825084380574196,0.012825084380574196,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,13,40,Pkt Len Max,-0.005144625317709275,0.005144625317709275,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,14,14,Bwd Pkt Len Std,-0.0045028564592320425,0.0045028564592320425,0.0
DISAGREE_04,5,141003,xgboost,XGBoost,0,Benign,15,42,Pkt Len Std,-0.003977907263101648,0.003977907263101648,0.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,1,69,Fwd Seg Size Min,0.02332154319498031,0.02332154319498031,20.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,2,37,Fwd Pkts/s,0.01835358951821549,0.01835358951821549,0.938687537
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,3,66,Init Fwd Win Byts,-0.014030342948839104,0.014030342948839104,63817.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,4,38,Bwd Pkts/s,-0.008929949345249703,0.008929949345249703,0.938687537
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,5,19,Flow IAT Max,-0.00882384898268406,0.00882384898268406,1933539.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,6,16,Flow Pkts/s,0.006203055503181085,0.006203055503181085,1.877375073
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,7,43,Pkt Len Var,0.0055493805753582814,0.0055493805753582814,634.6278968
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,8,67,Init Bwd Win Byts,0.004998731270277979,0.004998731270277979,63817.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,9,10,Fwd Pkt Len Std,-0.004821409843188541,0.004821409843188541,4.819047031
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,10,51,ECE Flag Cnt,0.003761136026584095,0.003761136026584095,0.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,11,26,Bwd IAT Tot,-0.0030200953032206734,0.0030200953032206734,117000000.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,12,47,PSH Flag Cnt,-0.0027942963441454608,0.0027942963441454608,0.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,13,21,Fwd IAT Tot,0.00242465562431642,0.00242465562431642,119000000.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,14,31,Fwd PSH Flags,0.0009025742818766699,0.0009025742818766699,1.0
DISAGREE_05,1,137004,lightgbm,LightGBM,0,Benign,15,2,Flow Duration,-0.0006534540410784796,0.0006534540410784796,119315529.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,1,69,Fwd Seg Size Min,0.023541153518756783,0.023541153518756783,20.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,2,37,Fwd Pkts/s,0.018025101767917183,0.018025101767917183,0.938687537
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,3,66,Init Fwd Win Byts,-0.015452996293423667,0.015452996293423667,63817.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,4,43,Pkt Len Var,0.00844833115197998,0.00844833115197998,634.6278968
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,5,38,Bwd Pkts/s,-0.007994018764364888,0.007994018764364888,0.938687537
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,6,16,Flow Pkts/s,0.00645800644461569,0.00645800644461569,1.877375073
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,7,26,Bwd IAT Tot,-0.005341289922230206,0.005341289922230206,117000000.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,8,10,Fwd Pkt Len Std,-0.005000104873438558,0.005000104873438558,4.819047031
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,9,67,Init Bwd Win Byts,0.004576141487522056,0.004576141487522056,63817.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,10,47,PSH Flag Cnt,-0.003130684080503946,0.003130684080503946,0.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,11,40,Pkt Len Max,-0.002966030746678448,0.002966030746678448,51.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,12,36,Bwd Header Len,-0.0017577579905066374,0.0017577579905066374,2240.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,13,31,Fwd PSH Flags,0.0016466918623860107,0.0016466918623860107,1.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,14,21,Fwd IAT Tot,0.0014499350452368974,0.0014499350452368974,119000000.0
DISAGREE_05,2,138004,lightgbm,LightGBM,0,Benign,15,45,SYN Flag Cnt,-0.0006638933873703103,0.0006638933873703103,1.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,1,69,Fwd Seg Size Min,0.025841899047214276,0.025841899047214276,20.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,2,37,Fwd Pkts/s,0.016442605903434805,0.016442605903434805,0.938687537
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,3,66,Init Fwd Win Byts,-0.015798708295653857,0.015798708295653857,63817.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,4,38,Bwd Pkts/s,-0.008220600007099841,0.008220600007099841,0.938687537
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,5,16,Flow Pkts/s,0.00644960183674395,0.00644960183674395,1.877375073
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,6,43,Pkt Len Var,0.005577779150144317,0.005577779150144317,634.6278968
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,7,51,ECE Flag Cnt,0.005032300254349582,0.005032300254349582,0.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,8,67,Init Bwd Win Byts,0.0049515205753839515,0.0049515205753839515,63817.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,9,10,Fwd Pkt Len Std,-0.004270363720666256,0.004270363720666256,4.819047031
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,10,26,Bwd IAT Tot,-0.0036790090207451443,0.0036790090207451443,117000000.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,11,36,Bwd Header Len,-0.002179337504828872,0.002179337504828872,2240.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,12,21,Fwd IAT Tot,0.0018678086966806035,0.0018678086966806035,119000000.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,13,31,Fwd PSH Flags,-0.001058424184875301,0.001058424184875301,1.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,14,2,Flow Duration,-0.0006701243753067346,0.0006701243753067346,119315529.0
DISAGREE_05,3,139004,lightgbm,LightGBM,0,Benign,15,45,SYN Flag Cnt,-5.840488653422992e-05,5.840488653422992e-05,1.0
DISAGREE_05,4,140004,lightgbm,LightGBM,0,Benign,1,69,Fwd Seg Size Min,0.02639065844313327,0.02639065844313327,20.0
DISAGREE_05,4,140004,lightgbm,LightGBM,0,Benign,2,66,Init Fwd Win Byts,-0.019493863489356795,0.019493863489356795,63817.0
DISAGREE_05,4,140004,lightgbm,LightGBM,0,Benign,3,37,Fwd Pkts/s,0.017486529366594256,0.017486529366594256,0.938687537
