disagreement_case_id,model,model_display,first_replicate,second_replicate,top5_jaccard,top10_jaccard,top15_jaccard,weight_cosine_similarity,shared_feature_count,shared_sign_agreement,absolute_weight_spearman,spearman_p_value,operational_stability_class
DISAGREE_05,lightgbm,LightGBM,1,3,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9606851796991813,13,0.9230769230769231,0.8577041293598823,1.1673590194756777e-23,High
DISAGREE_05,lightgbm,LightGBM,1,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9466749147119072,12,0.9166666666666666,0.7842576506748629,2.0284277575562496e-17,Moderate
DISAGREE_05,lightgbm,LightGBM,1,5,0.6666666666666666,0.5384615384615384,0.5789473684210527,0.9442924095455815,11,1.0,0.7170118936255513,1.5418389756454396e-13,Moderate
DISAGREE_05,lightgbm,LightGBM,2,3,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9744436315248803,13,0.9230769230769231,0.8563143124415341,1.644142767926239e-23,High
DISAGREE_05,lightgbm,LightGBM,2,4,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9770771549945267,13,0.9230769230769231,0.8657757583856742,1.4828368723053309e-24,High
DISAGREE_05,lightgbm,LightGBM,2,5,1.0,0.8181818181818182,0.7647058823529411,0.9750344841713493,13,0.9230769230769231,0.8523586796739275,4.274295734153994e-23,High
DISAGREE_05,lightgbm,LightGBM,3,4,1.0,0.8181818181818182,0.875,0.9808513350907754,14,0.7857142857142857,0.9217960710944808,5.22460647601624e-33,High
DISAGREE_05,lightgbm,LightGBM,3,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9636432071216323,12,0.8333333333333334,0.7742616597621275,9.273531917371332e-17,Moderate
DISAGREE_05,lightgbm,LightGBM,4,5,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9722384077177221,13,1.0,0.8538019510891354,3.026129926827698e-23,High
DISAGREE_05,xgboost,XGBoost,1,2,0.42857142857142855,0.8181818181818182,0.7647058823529411,0.8351112747856513,13,1.0,0.845088868101029,2.305673753334994e-22,High
DISAGREE_05,xgboost,XGBoost,1,3,0.6666666666666666,1.0,0.875,0.9896908656724225,14,1.0,0.9429640518508619,4.788821966020751e-38,High
DISAGREE_05,xgboost,XGBoost,1,4,0.42857142857142855,0.6666666666666666,0.7647058823529411,0.7554588665744648,13,1.0,0.8283041560871307,8.281620671699293e-21,Moderate
DISAGREE_05,xgboost,XGBoost,1,5,0.6666666666666666,0.5384615384615384,0.7647058823529411,0.832952216458404,13,1.0,0.8392088734464785,8.469649342566834e-22,Moderate
DISAGREE_05,xgboost,XGBoost,2,3,0.25,0.8181818181818182,0.7647058823529411,0.852360073924718,13,1.0,0.8430575972203661,3.6359614432610637e-22,High
DISAGREE_05,xgboost,XGBoost,2,4,0.42857142857142855,0.8181818181818182,0.7647058823529411,0.8605369676710297,13,1.0,0.8349325136977148,2.1123607895171355e-21,High
DISAGREE_05,xgboost,XGBoost,2,5,0.42857142857142855,0.6666666666666666,0.7647058823529411,0.9093477947875335,13,1.0,0.8477615929440064,1.25355660151504e-22,Moderate
DISAGREE_05,xgboost,XGBoost,3,4,0.42857142857142855,0.6666666666666666,0.7647058823529411,0.7843855872298138,13,1.0,0.8247227047975411,1.6915011810536442e-20,Moderate
DISAGREE_05,xgboost,XGBoost,3,5,0.6666666666666666,0.5384615384615384,0.7647058823529411,0.8536861559058201,13,1.0,0.839743418415074,7.541170059053764e-22,Moderate
DISAGREE_05,xgboost,XGBoost,4,5,0.6666666666666666,0.6666666666666666,0.875,0.8774087468562219,14,1.0,0.9058666310303354,4.442254432104541e-30,Moderate
DISAGREE_06,lightgbm,LightGBM,1,2,0.6666666666666666,1.0,0.7647058823529411,0.9918726845432064,13,1.0,0.8734197514365896,1.8501494268906792e-25,High
DISAGREE_06,lightgbm,LightGBM,1,3,1.0,1.0,0.7647058823529411,0.9919739408035994,13,1.0,0.8725110249899772,2.386112861883665e-25,High
DISAGREE_06,lightgbm,LightGBM,1,4,1.0,1.0,0.875,0.9957959972536914,14,1.0,0.9392222370706935,4.997382999932338e-37,High
DISAGREE_06,lightgbm,LightGBM,1,5,0.6666666666666666,1.0,0.7647058823529411,0.9915166703489477,13,1.0,0.8697313911532807,5.1341215630238535e-25,High
DISAGREE_06,lightgbm,LightGBM,2,3,0.6666666666666666,1.0,1.0,0.9954715362385772,15,1.0,0.9987705465722303,6.290369385013977e-101,High
DISAGREE_06,lightgbm,LightGBM,2,4,0.6666666666666666,1.0,0.6666666666666666,0.9907661239731145,12,1.0,0.8211412535079512,3.400019111756195e-20,High
DISAGREE_06,lightgbm,LightGBM,2,5,1.0,1.0,0.875,0.9953781312190527,14,1.0,0.9394360550581317,4.388388609897888e-37,High
DISAGREE_06,lightgbm,LightGBM,3,4,1.0,1.0,0.6666666666666666,0.988558512159785,12,1.0,0.8118936255512494,1.9237452271438778e-19,High
DISAGREE_06,lightgbm,LightGBM,3,5,0.6666666666666666,1.0,0.875,0.9958057416819357,14,1.0,0.9388480555926766,6.2663882653582975e-37,High
DISAGREE_06,lightgbm,LightGBM,4,5,0.6666666666666666,1.0,0.6666666666666666,0.9902236411153129,12,1.0,0.8157958038219965,9.369047623559726e-20,High
DISAGREE_06,xgboost,XGBoost,1,2,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.9190487186394254,12,1.0,0.7893892823733797,9.006345874974677e-18,Moderate
DISAGREE_06,xgboost,XGBoost,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9605132138189143,12,1.0,0.8020045436322331,1.1079316636007612e-18,Moderate
DISAGREE_06,xgboost,XGBoost,1,4,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9733885951955474,13,1.0,0.8714953895496459,3.1635702791465114e-25,High
DISAGREE_06,xgboost,XGBoost,1,5,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9730516513986693,13,1.0,0.8768942937324602,6.867262931900659e-26,High
DISAGREE_06,xgboost,XGBoost,2,3,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9376371936723145,13,1.0,0.8590939462782307,8.258225505677843e-24,High
DISAGREE_06,xgboost,XGBoost,2,4,0.42857142857142855,0.8181818181818182,0.7647058823529411,0.9378024336412595,13,1.0,0.8569023119069892,1.4229981208513047e-23,High
DISAGREE_06,xgboost,XGBoost,2,5,0.42857142857142855,0.8181818181818182,0.6666666666666666,0.9296333343865132,12,1.0,0.7949485500467727,3.642032980924671e-18,High
DISAGREE_06,xgboost,XGBoost,3,4,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.980443218705429,13,1.0,0.8716557530402245,3.026263606822756e-25,High
DISAGREE_06,xgboost,XGBoost,3,5,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.9720485765244565,12,1.0,0.8078310837899236,3.9978386047204715e-19,High
DISAGREE_06,xgboost,XGBoost,4,5,1.0,1.0,0.7647058823529411,0.9888627856494342,13,1.0,0.8813310169718027,1.8529851597943096e-26,High
DISAGREE_07,lightgbm,LightGBM,1,2,1.0,1.0,0.875,0.9888941286351782,14,1.0,0.9358011492716825,3.7573211583142194e-36,High
DISAGREE_07,lightgbm,LightGBM,1,3,1.0,0.8181818181818182,0.875,0.9807762925842037,14,1.0,0.9224909795536549,3.770527622056053e-33,High
DISAGREE_07,lightgbm,LightGBM,1,4,1.0,1.0,1.0,0.9985575836779568,15,1.0,0.9995189095282639,2.0897514491476867e-116,High
DISAGREE_07,lightgbm,LightGBM,1,5,1.0,0.8181818181818182,1.0,0.995690179935672,15,1.0,0.9991981825471068,5.595457010380226e-108,High
DISAGREE_07,lightgbm,LightGBM,2,3,1.0,0.8181818181818182,0.7647058823529411,0.96838380563093,13,1.0,0.8583990378190565,9.823027206199753e-24,High
DISAGREE_07,lightgbm,LightGBM,2,4,1.0,1.0,0.875,0.9896996148447619,14,1.0,0.9377789656554857,1.186915248901431e-36,High
DISAGREE_07,lightgbm,LightGBM,2,5,1.0,0.8181818181818182,0.875,0.9890924194363407,14,1.0,0.934090605372177,9.886057988009598e-36,High
DISAGREE_07,lightgbm,LightGBM,3,4,1.0,0.8181818181818182,0.875,0.978305262912194,14,1.0,0.9185353467860483,2.3209510029042912e-32,High
DISAGREE_07,lightgbm,LightGBM,3,5,1.0,0.6666666666666666,0.875,0.9780979395678123,14,1.0,0.9218495255913404,5.095701114569016e-33,Moderate
DISAGREE_07,lightgbm,LightGBM,4,5,1.0,0.8181818181818182,1.0,0.9961428802574709,15,1.0,0.9994654550314045,1.1440913711938198e-114,High
DISAGREE_07,xgboost,XGBoost,1,2,1.0,0.8181818181818182,0.7647058823529411,0.9695362957921557,13,1.0,0.870640117599893,4.004242809479029e-25,High
DISAGREE_07,xgboost,XGBoost,1,3,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.9246708528942988,12,1.0,0.7951089135373512,3.546683614874474e-18,High
DISAGREE_07,xgboost,XGBoost,1,4,1.0,0.8181818181818182,0.6666666666666666,0.9779536736474111,12,1.0,0.813497260457036,1.4342583945669207e-19,High
DISAGREE_07,xgboost,XGBoost,1,5,1.0,0.8181818181818182,0.6666666666666666,0.9616115094314119,12,1.0,0.8020579981290926,1.097788255505306e-18,High
DISAGREE_07,xgboost,XGBoost,2,3,0.6666666666666666,0.8181818181818182,0.5789473684210527,0.9041971289499109,11,1.0,0.7249231591607643,6.186189264731667e-14,High
DISAGREE_07,xgboost,XGBoost,2,4,1.0,0.8181818181818182,0.5789473684210527,0.9491380345383644,11,1.0,0.7378056929039155,1.3042108839957705e-14,High
DISAGREE_07,xgboost,XGBoost,2,5,1.0,0.6666666666666666,0.5789473684210527,0.9347502869140818,11,1.0,0.7262060670853936,5.318786082765048e-14,Moderate
DISAGREE_07,xgboost,XGBoost,3,4,0.6666666666666666,0.8181818181818182,0.875,0.9361821414244987,14,1.0,0.9225444340505145,3.676640243863574e-33,High
DISAGREE_07,xgboost,XGBoost,3,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9136674022221519,12,1.0,0.7813176533475877,3.198053702317868e-17,Moderate
DISAGREE_07,xgboost,XGBoost,4,5,1.0,0.6666666666666666,0.6666666666666666,0.9521131888658526,12,1.0,0.7956969130028063,3.2172855996198807e-18,Moderate
DISAGREE_08,lightgbm,LightGBM,1,2,1.0,1.0,0.875,0.9967826910922579,14,0.9285714285714286,0.9377255111586261,1.2250685968899065e-36,High
DISAGREE_08,lightgbm,LightGBM,1,3,1.0,0.8181818181818182,0.6666666666666666,0.9953865767576443,12,1.0,0.8192703461178671,4.866350012958592e-20,High
DISAGREE_08,lightgbm,LightGBM,1,4,1.0,1.0,0.875,0.9988171792293453,14,1.0,0.9449953227315246,1.253433797882176e-38,High
DISAGREE_08,lightgbm,LightGBM,1,5,1.0,0.8181818181818182,0.7647058823529411,0.9955552304068176,13,1.0,0.8755044768141119,1.0244622268638021e-25,High
DISAGREE_08,lightgbm,LightGBM,2,3,1.0,0.8181818181818182,0.6666666666666666,0.9965545274165205,12,1.0,0.8139248964319122,1.3256073183995285e-19,High
DISAGREE_08,lightgbm,LightGBM,2,4,1.0,1.0,0.7647058823529411,0.9968412667667248,13,1.0,0.8792997460911399,3.397112838855605e-26,High
DISAGREE_08,lightgbm,LightGBM,2,5,1.0,0.8181818181818182,0.6666666666666666,0.9941847735975846,12,1.0,0.8082052652679406,3.7400873357554493e-19,High
DISAGREE_08,lightgbm,LightGBM,3,4,1.0,0.8181818181818182,0.7647058823529411,0.9961205675982037,13,1.0,0.8741681143926232,1.498232157817958e-25,High
DISAGREE_08,lightgbm,LightGBM,3,5,1.0,0.8181818181818182,0.7647058823529411,0.994133089310947,13,1.0,0.8664172123479886,1.251405253960148e-24,High
DISAGREE_08,lightgbm,LightGBM,4,5,1.0,0.8181818181818182,0.875,0.9971008721172866,14,1.0,0.9339302418815983,1.0810159957650897e-35,High
DISAGREE_08,xgboost,XGBoost,1,2,1.0,0.6666666666666666,0.7647058823529411,0.9719281999124375,13,1.0,0.8502739542964052,6.993683193959189e-23,Moderate
DISAGREE_08,xgboost,XGBoost,1,3,1.0,0.6666666666666666,0.875,0.9734469594071136,14,1.0,0.9182680743017506,2.6154416187187986e-32,Moderate
DISAGREE_08,xgboost,XGBoost,1,4,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9807347121802097,13,1.0,0.8581317653347588,1.0498393222377622e-23,Moderate
DISAGREE_08,xgboost,XGBoost,1,5,0.6666666666666666,0.8181818181818182,0.875,0.9892758514754249,14,1.0,0.9316316985166376,3.7986000814293553e-35,High
DISAGREE_08,xgboost,XGBoost,2,3,1.0,0.8181818181818182,0.875,0.9908759009343804,14,1.0,0.9370840571963116,1.7869211374061046e-36,High
DISAGREE_08,xgboost,XGBoost,2,4,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9809737987338705,13,1.0,0.8666844848322864,1.1656789168977757e-24,Moderate
