disagreement_case_id,model,model_display,first_replicate,second_replicate,top5_jaccard,top10_jaccard,top15_jaccard,weight_cosine_similarity,shared_feature_count,shared_sign_agreement,absolute_weight_spearman,spearman_p_value,operational_stability_class
DISAGREE_08,xgboost,XGBoost,2,5,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9814999090016959,13,1.0,0.8634772150207136,2.704483428739331e-24,Moderate
DISAGREE_08,xgboost,XGBoost,3,4,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9753404845353959,13,1.0,0.8642255779767474,2.2265595776335403e-24,High
DISAGREE_08,xgboost,XGBoost,3,5,0.6666666666666666,0.6666666666666666,0.875,0.9817956607101914,14,1.0,0.9313644260323399,4.383803779445335e-35,Moderate
DISAGREE_08,xgboost,XGBoost,4,5,1.0,0.8181818181818182,0.7647058823529411,0.9902999326698056,13,1.0,0.8717626620339436,2.9379556189390655e-25,High
DISAGREE_09,lightgbm,LightGBM,1,2,1.0,0.8181818181818182,0.7647058823529411,0.9945216707326024,13,0.9230769230769231,0.8719764800213818,2.7687746464344556e-25,High
DISAGREE_09,lightgbm,LightGBM,1,3,0.6666666666666666,1.0,0.6666666666666666,0.9933390729132033,12,0.9166666666666666,0.8157958038219965,9.369047623559726e-20,High
DISAGREE_09,lightgbm,LightGBM,1,4,0.6666666666666666,0.6666666666666666,0.5,0.9886842535865155,10,1.0,0.6655352131498062,2.9822681317943835e-11,Moderate
DISAGREE_09,lightgbm,LightGBM,1,5,1.0,0.8181818181818182,0.7647058823529411,0.9942261291445758,13,1.0,0.867807029266337,8.637901935086584e-25,High
DISAGREE_09,lightgbm,LightGBM,2,3,0.6666666666666666,0.8181818181818182,0.5789473684210527,0.9869512115689247,11,0.9090909090909091,0.742242416143258,7.469498868073078e-15,High
DISAGREE_09,lightgbm,LightGBM,2,4,0.6666666666666666,0.6666666666666666,0.5789473684210527,0.9901730709001046,11,0.9090909090909091,0.7368969664573031,1.4599087399717988e-14,Moderate
DISAGREE_09,lightgbm,LightGBM,2,5,1.0,0.6666666666666666,0.6666666666666666,0.9915265768229147,12,0.9166666666666666,0.8060670853935586,5.462935828790773e-19,Moderate
DISAGREE_09,lightgbm,LightGBM,3,4,0.6666666666666666,0.6666666666666666,0.5,0.9855279109084996,10,1.0,0.6687959374582387,2.2036125927540418e-11,Moderate
DISAGREE_09,lightgbm,LightGBM,3,5,0.6666666666666666,0.8181818181818182,0.5789473684210527,0.9912472094289311,11,0.9090909090909091,0.7390886008285447,1.1113684302686515e-14,High
DISAGREE_09,lightgbm,LightGBM,4,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9921404995544966,12,1.0,0.794681277562475,3.8064801544784806e-18,Moderate
DISAGREE_09,xgboost,XGBoost,1,2,1.0,0.8181818181818182,0.875,0.9823944329390686,14,1.0,0.9267673393024188,4.726278350852129e-34,High
DISAGREE_09,xgboost,XGBoost,1,3,1.0,0.6666666666666666,0.7647058823529411,0.9685701666667879,13,0.9230769230769231,0.8594681277562475,7.518689881902368e-24,Moderate
DISAGREE_09,xgboost,XGBoost,1,4,1.0,0.8181818181818182,0.7647058823529411,0.9870556012336918,13,0.9230769230769231,0.8845917412802351,6.840469674082291e-27,High
DISAGREE_09,xgboost,XGBoost,1,5,0.6666666666666666,0.8181818181818182,0.875,0.9879950016456287,14,0.9285714285714286,0.9338767873847387,1.1136450503985438e-35,High
DISAGREE_09,xgboost,XGBoost,2,3,1.0,0.6666666666666666,0.6666666666666666,0.9543661297007187,12,0.9166666666666666,0.7884805559267672,1.0415960711618803e-17,Moderate
DISAGREE_09,xgboost,XGBoost,2,4,1.0,0.8181818181818182,0.6666666666666666,0.9774230247958144,12,0.9166666666666666,0.813604169450755,1.406314644858925e-19,High
DISAGREE_09,xgboost,XGBoost,2,5,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9771794389914534,13,0.9230769230769231,0.8627288520646799,3.2812254293598865e-24,Moderate
DISAGREE_09,xgboost,XGBoost,3,4,1.0,0.8181818181818182,0.6666666666666666,0.9741523065714575,12,1.0,0.8057463584124014,5.780053747075345e-19,High
DISAGREE_09,xgboost,XGBoost,3,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9608504339412319,12,0.9166666666666666,0.7917412802351996,6.1609696235486186e-18,Moderate
DISAGREE_09,xgboost,XGBoost,4,5,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9877714068564295,13,0.9230769230769231,0.8774288387010557,5.880464059186211e-26,High
DISAGREE_10,lightgbm,LightGBM,1,2,1.0,0.6666666666666666,0.5789473684210527,0.9955368111679063,11,1.0,0.7242817051984498,6.669461077774201e-14,Moderate
DISAGREE_10,lightgbm,LightGBM,1,3,1.0,0.5384615384615384,0.6666666666666666,0.9969543205270855,12,1.0,0.8020045436322331,1.1079316636007612e-18,Moderate
DISAGREE_10,lightgbm,LightGBM,1,4,1.0,0.6666666666666666,0.5789473684210527,0.9959360579237955,11,1.0,0.7388747828411065,1.1414787487235344e-14,Moderate
DISAGREE_10,lightgbm,LightGBM,1,5,1.0,0.6666666666666666,0.5789473684210527,0.9948686889475665,11,1.0,0.7260991580916745,5.3863451132595e-14,Moderate
DISAGREE_10,lightgbm,LightGBM,2,3,1.0,0.5384615384615384,0.6666666666666666,0.9954869819007831,12,1.0,0.794200187090739,4.1207454326943915e-18,Moderate
DISAGREE_10,lightgbm,LightGBM,2,4,1.0,0.8181818181818182,0.6666666666666666,0.9962607296374204,12,1.0,0.8017372711479354,1.1600233251727843e-18,High
DISAGREE_10,lightgbm,LightGBM,2,5,1.0,0.5384615384615384,0.6666666666666666,0.9936175707842504,12,1.0,0.7760791126553521,7.075506982856439e-17,Moderate
DISAGREE_10,lightgbm,LightGBM,3,4,1.0,0.5384615384615384,0.6666666666666666,0.9968069611719502,12,1.0,0.7946278230656153,3.84022006242794e-18,Moderate
DISAGREE_10,lightgbm,LightGBM,3,5,1.0,0.8181818181818182,0.6666666666666666,0.9973018103297233,12,1.0,0.8055325404249631,6.001278813589052e-19,High
DISAGREE_10,lightgbm,LightGBM,4,5,1.0,0.5384615384615384,0.6666666666666666,0.996259103717862,12,1.0,0.7978885473740478,2.2308953231507904e-18,Moderate
DISAGREE_10,xgboost,XGBoost,1,2,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.981624047163802,13,1.0,0.868395028731792,7.37475928054865e-25,High
DISAGREE_10,xgboost,XGBoost,1,3,0.6666666666666666,1.0,0.875,0.9963963291064094,14,1.0,0.9379393291460644,1.0792557763237138e-36,High
DISAGREE_10,xgboost,XGBoost,1,4,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.9836330139156048,12,1.0,0.8137645329413336,1.3653841950737064e-19,High
DISAGREE_10,xgboost,XGBoost,1,5,1.0,0.8181818181818182,0.875,0.9931545761098088,14,1.0,0.9379927836429238,1.0455258889665434e-36,High
DISAGREE_10,xgboost,XGBoost,2,3,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.982406777541589,13,1.0,0.8681812107443538,7.8118411896750045e-25,High
DISAGREE_10,xgboost,XGBoost,2,4,1.0,0.8181818181818182,0.6666666666666666,0.9851740579915275,12,1.0,0.8195376186021649,4.624528145170898e-20,High
DISAGREE_10,xgboost,XGBoost,2,5,0.6666666666666666,1.0,0.875,0.9884702899690108,14,1.0,0.9356942402779633,3.9946120001487414e-36,High
DISAGREE_10,xgboost,XGBoost,3,4,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9852043144739636,13,1.0,0.871709207537084,2.981792593327627e-25,High
DISAGREE_10,xgboost,XGBoost,3,5,0.6666666666666666,0.8181818181818182,0.875,0.9938486166036711,14,1.0,0.9378858746492048,1.1140423933348658e-36,High
DISAGREE_10,xgboost,XGBoost,4,5,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.9809799211976262,12,1.0,0.8172925297340639,7.077576789908296e-20,High
DISAGREE_11,lightgbm,LightGBM,1,2,1.0,0.6666666666666666,0.6666666666666666,0.994325843353698,12,1.0,0.7975678203928904,2.3543475651514553e-18,Moderate
DISAGREE_11,lightgbm,LightGBM,1,3,1.0,0.6666666666666666,0.7647058823529411,0.9931900907963468,13,0.9230769230769231,0.8439128691701189,3.0037884058235783e-22,Moderate
DISAGREE_11,lightgbm,LightGBM,1,4,0.6666666666666666,0.5384615384615384,0.5789473684210527,0.9901360852424601,11,0.9090909090909091,0.7137511693171187,2.226510511769174e-13,Moderate
DISAGREE_11,lightgbm,LightGBM,1,5,0.6666666666666666,0.6666666666666666,0.875,0.9944350366439911,14,0.9285714285714286,0.9105171722571161,7.071640858862568e-31,Moderate
DISAGREE_11,lightgbm,LightGBM,2,3,1.0,0.5384615384615384,0.5,0.9918792468876831,10,1.0,0.6455966858211947,1.7533586856789716e-10,Moderate
DISAGREE_11,lightgbm,LightGBM,2,4,0.6666666666666666,0.42857142857142855,0.5,0.9888448536659703,10,1.0,0.6520112254443403,1.0059733503457824e-10,Low
DISAGREE_11,lightgbm,LightGBM,2,5,0.6666666666666666,0.5384615384615384,0.5789473684210527,0.9891649282627799,11,1.0,0.6997460911399171,1.0202380160801588e-12,Moderate
DISAGREE_11,lightgbm,LightGBM,3,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9927762021537798,12,1.0,0.7862889215555258,1.474824651325064e-17,Moderate
DISAGREE_11,lightgbm,LightGBM,3,5,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9922917924833782,13,1.0,0.8364826941066417,1.5212851916487714e-21,Moderate
DISAGREE_11,lightgbm,LightGBM,4,5,0.6666666666666666,0.5384615384615384,0.5789473684210527,0.9902297272590248,11,1.0,0.7147133502605906,1.9987763308849052e-13,Moderate
DISAGREE_11,xgboost,XGBoost,1,2,1.0,0.5384615384615384,0.5789473684210527,0.9641688685938374,11,0.9090909090909091,0.7064279032473606,4.990173499307591e-13,Moderate
DISAGREE_11,xgboost,XGBoost,1,3,1.0,0.6666666666666666,0.7647058823529411,0.9729189662395167,13,1.0,0.841774689295737,4.831933436046977e-22,Moderate
DISAGREE_11,xgboost,XGBoost,1,4,1.0,0.6666666666666666,0.6666666666666666,0.9620246217259686,12,1.0,0.7813176533475877,3.198053702317868e-17,Moderate
DISAGREE_11,xgboost,XGBoost,1,5,0.6666666666666666,0.5384615384615384,0.6666666666666666,0.9474797184968928,12,0.9166666666666666,0.7709474809568355,1.509058635649397e-16,Moderate
DISAGREE_11,xgboost,XGBoost,2,3,1.0,0.5384615384615384,0.6666666666666666,0.9760440554538338,12,0.9166666666666666,0.7859681945743686,1.5512996316403517e-17,Moderate
DISAGREE_11,xgboost,XGBoost,2,4,1.0,0.5384615384615384,0.6666666666666666,0.9654078685562889,12,0.9166666666666666,0.7874114659895763,1.2348087723574425e-17,Moderate
DISAGREE_11,xgboost,XGBoost,2,5,0.6666666666666666,0.5384615384615384,0.5789473684210527,0.9350805627715918,11,1.0,0.703541360416945,6.813060822465862e-13,Moderate
DISAGREE_11,xgboost,XGBoost,3,4,1.0,0.8181818181818182,0.7647058823529411,0.9783922007111638,13,1.0,0.8616063076306293,4.375636276523048e-24,High
DISAGREE_11,xgboost,XGBoost,3,5,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9504568105834069,13,0.9230769230769231,0.8528397701456635,3.811096858429149e-23,Moderate
DISAGREE_11,xgboost,XGBoost,4,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9533290275622955,12,1.0,0.7894427368702391,8.929439823305041e-18,Moderate
DISAGREE_12,lightgbm,LightGBM,1,2,1.0,0.6666666666666666,0.7647058823529411,0.9941229320487279,13,0.9230769230769231,0.8433783242015235,3.385097148243031e-22,Moderate
DISAGREE_12,lightgbm,LightGBM,1,3,1.0,0.6666666666666666,0.5789473684210527,0.9972334714592738,11,1.0,0.7264733395696912,5.1534389916455535e-14,Moderate
DISAGREE_12,lightgbm,LightGBM,1,4,1.0,0.42857142857142855,0.6666666666666666,0.9947372715036016,12,0.9166666666666666,0.7653882132834424,3.354218419858825e-16,Low
DISAGREE_12,lightgbm,LightGBM,1,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.984826031525967,12,0.9166666666666666,0.7479620473072297,3.579851008000168e-15,Moderate
DISAGREE_12,lightgbm,LightGBM,2,3,1.0,0.5384615384615384,0.5789473684210527,0.9925730507967431,11,0.9090909090909091,0.713376987839102,2.321649486329136e-13,Moderate
DISAGREE_12,lightgbm,LightGBM,2,4,1.0,0.42857142857142855,0.5789473684210527,0.9922260468675163,11,0.9090909090909091,0.6961646398503274,1.4848976842848592e-12,Low
DISAGREE_12,lightgbm,LightGBM,2,5,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9906574505246258,13,0.9230769230769231,0.8511826807430174,5.647990870979262e-23,Moderate
DISAGREE_12,lightgbm,LightGBM,3,4,1.0,0.42857142857142855,0.42857142857142855,0.9940872579168019,9,1.0,0.5615127622611252,8.881264876068647e-08,Low
DISAGREE_12,lightgbm,LightGBM,3,5,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.9835775803295954,9,1.0,0.5519978618201257,1.617205952526639e-07,Low
DISAGREE_12,lightgbm,LightGBM,4,5,0.6666666666666666,0.3333333333333333,0.5789473684210527,0.9848866052597551,11,1.0,0.6799679273018843,7.588427266285136e-12,Low
DISAGREE_12,xgboost,XGBoost,1,2,0.6666666666666666,0.8181818181818182,0.5789473684210527,0.992197268526187,11,1.0,0.7388747828411065,1.1414787487235344e-14,High
DISAGREE_12,xgboost,XGBoost,1,3,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.994919814328838,13,1.0,0.8588266737939328,8.829138854438841e-24,High
DISAGREE_12,xgboost,XGBoost,1,4,1.0,0.6666666666666666,0.6666666666666666,0.9908502229975804,12,1.0,0.7912067352666042,6.719107331738981e-18,Moderate
DISAGREE_12,xgboost,XGBoost,1,5,1.0,0.8181818181818182,0.5789473684210527,0.9913202235558806,11,0.9090909090909091,0.7445944140050781,5.533015836576151e-15,High
DISAGREE_12,xgboost,XGBoost,2,3,1.0,0.8181818181818182,0.6666666666666666,0.9927772115678636,12,1.0,0.8060136308966991,5.514594174778983e-19,High
DISAGREE_12,xgboost,XGBoost,2,4,0.6666666666666666,0.8181818181818182,0.7647058823529411,0.9951317218207738,13,1.0,0.8737939329146065,1.6651976423707714e-25,High
DISAGREE_12,xgboost,XGBoost,2,5,0.6666666666666666,1.0,0.875,0.9956155123444188,14,0.9285714285714286,0.9410931444607777,1.5769587557024914e-37,High
DISAGREE_12,xgboost,XGBoost,3,4,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.9918209742766314,13,1.0,0.8582386743284779,1.0223013109247793e-23,Moderate
DISAGREE_12,xgboost,XGBoost,3,5,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.9915436160340214,12,0.9166666666666666,0.8060136308966991,5.514594174778983e-19,High
DISAGREE_12,xgboost,XGBoost,4,5,1.0,0.8181818181818182,0.7647058823529411,0.9937922391618215,13,0.9230769230769231,0.8714953895496459,3.1635702791465114e-25,High
