run_id,candidate_id,seed,epoch,training_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate,improved_best_checkpoint,epochs_without_improvement,epoch_seconds
FT_COMPACT_seed_997,FT_COMPACT,997,1,0.5460108095900935,0.42331986442273273,0.9290752098607203,0.8951558968086609,0.001,True,0,7.704913756999304
FT_COMPACT_seed_997,FT_COMPACT,997,2,0.4232280488041533,0.39056588425982247,0.9365522227064185,0.9079397385948831,0.001,True,0,7.397337564998452
FT_COMPACT_seed_997,FT_COMPACT,997,3,0.38946401250388135,0.38268722698980584,0.9414159201079914,0.9144080060129803,0.001,True,0,7.562904540998716
FT_COMPACT_seed_997,FT_COMPACT,997,4,0.3734645386304179,0.3689648126372734,0.9394390838291865,0.9121657295762108,0.001,False,1,7.3603044010014855
FT_COMPACT_seed_997,FT_COMPACT,997,5,0.3694189253354919,0.3691678742302509,0.9429307921731791,0.9157691669741467,0.001,True,0,7.395794410000235
FT_COMPACT_seed_997,FT_COMPACT,997,6,0.36380317243849947,0.3618870629011222,0.9433590156464275,0.9165360472667666,0.001,True,0,7.502474756001902
FT_COMPACT_seed_997,FT_COMPACT,997,7,0.359870113491266,0.3600663504481426,0.9443960334424215,0.9171980323203943,0.001,True,0,7.384799379000469
FT_COMPACT_seed_997,FT_COMPACT,997,8,0.35736150800678557,0.35858948981177463,0.9441097419510107,0.9168595366452746,0.001,False,1,7.38374049399863
FT_COMPACT_seed_997,FT_COMPACT,997,9,0.35372166786241566,0.3548929891695635,0.9461561616153348,0.9191753076675924,0.001,True,0,7.537309087001631
FT_COMPACT_seed_997,FT_COMPACT,997,10,0.3517974901795518,0.3612475180320291,0.9439849990708203,0.9166301684025926,0.001,False,1,7.3847456319999765
FT_COMPACT_seed_997,FT_COMPACT,997,11,0.3529999735418787,0.35400156003095773,0.945574211373251,0.9190374768770777,0.001,False,2,7.504210496001178
FT_COMPACT_seed_997,FT_COMPACT,997,12,0.3503752042657581,0.36063098159084644,0.9452799171378139,0.918212339732802,0.0005,False,3,7.370531639997353
