run_id,candidate_id,seed,epoch,training_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate,improved_best_checkpoint,epochs_without_improvement,epoch_seconds
FT_BALANCED_seed_313,FT_BALANCED,313,1,0.5420202804110676,0.4294889439092817,0.931759202714575,0.9011125086198506,0.0005,True,0,19.27134893999755
FT_BALANCED_seed_313,FT_BALANCED,313,2,0.4040932812312714,0.38309281167729425,0.9379232762440833,0.9100606453811844,0.0005,True,0,19.09607073799998
FT_BALANCED_seed_313,FT_BALANCED,313,3,0.3744140782750436,0.3754431758379706,0.9398310270476002,0.9127722400476711,0.0005,True,0,19.09673831299733
FT_BALANCED_seed_313,FT_BALANCED,313,4,0.36482130428804926,0.36319847687226203,0.9415310838155688,0.9143702358426176,0.0005,True,0,19.07376842600206
FT_BALANCED_seed_313,FT_BALANCED,313,5,0.3599689481882406,0.3731546474571223,0.9418590378163544,0.9144905617537286,0.0005,True,0,19.077320935997705
FT_BALANCED_seed_313,FT_BALANCED,313,6,0.35577834865504765,0.36237162082611496,0.9412113237976875,0.9140822343446335,0.0005,False,1,19.165228571000625
FT_BALANCED_seed_313,FT_BALANCED,313,7,0.35676514532719494,0.35898662898111044,0.9420261289092828,0.9148099840093601,0.0005,True,0,19.087185755000974
FT_BALANCED_seed_313,FT_BALANCED,313,8,0.3530044785272532,0.36094466562124294,0.9431947414504817,0.9159459630259638,0.0005,True,0,19.107910984999762
FT_BALANCED_seed_313,FT_BALANCED,313,9,0.3515803820901033,0.3577233435842341,0.9433540813388084,0.9160759901567491,0.0005,True,0,19.224332723999396
FT_BALANCED_seed_313,FT_BALANCED,313,10,0.35014540257216004,0.3561215892302182,0.9423181076037143,0.9153226732792842,0.0005,False,1,19.073571593999077
FT_BALANCED_seed_313,FT_BALANCED,313,11,0.3484626992289069,0.35665448673007444,0.9444690177787927,0.9173305233904734,0.0005,True,0,19.130350437000743
FT_BALANCED_seed_313,FT_BALANCED,313,12,0.34704971204737367,0.3511568421595664,0.9451673222335395,0.9175438750882168,0.0005,True,0,19.13326832799794
FT_BALANCED_seed_313,FT_BALANCED,313,13,0.3461644250384227,0.35187113009057464,0.9452608087558987,0.9182099180434441,0.0005,True,0,19.08163737799987
FT_BALANCED_seed_313,FT_BALANCED,313,14,0.3462441872333862,0.3510828859624577,0.9445717078875003,0.9174497100028937,0.0005,False,1,19.063697162000608
FT_BALANCED_seed_313,FT_BALANCED,313,15,0.3445029105127175,0.3518868034820474,0.9460402295065007,0.9192959294862654,0.0005,True,0,19.100789475000056
FT_BALANCED_seed_313,FT_BALANCED,313,16,0.3436773082246305,0.34871210591298707,0.9449586237631651,0.918051516993317,0.0005,False,1,19.135737896998762
FT_BALANCED_seed_313,FT_BALANCED,313,17,0.34284756342741074,0.34841718664096216,0.9451673032819388,0.9180457412939336,0.0005,False,2,19.114354969999113
FT_BALANCED_seed_313,FT_BALANCED,313,18,0.3427658695020753,0.3492513817061171,0.9459876215864049,0.9191185408252833,0.00025,False,3,19.0694924620002
FT_BALANCED_seed_313,FT_BALANCED,313,19,0.33983943828100804,0.347283526095182,0.9477568792621374,0.9211476934486075,0.00025,True,0,19.082338467997033
FT_BALANCED_seed_313,FT_BALANCED,313,20,0.3382711979965954,0.345297061361976,0.947948483388867,0.9219498298806231,0.00025,True,0,19.094507262998377
FT_BALANCED_seed_313,FT_BALANCED,313,21,0.3375928811210208,0.34581019442163685,0.9477243031837628,0.9211134732825426,0.00025,False,1,19.074340176000987
FT_BALANCED_seed_313,FT_BALANCED,313,22,0.3367171815754011,0.34348654482266033,0.9486269282891698,0.9224638462084516,0.00025,True,0,19.227535915997578
FT_BALANCED_seed_313,FT_BALANCED,313,23,0.3359674073844077,0.3444657082355714,0.9480374938877641,0.9214116308399891,0.00025,False,1,19.110760051000398
FT_BALANCED_seed_313,FT_BALANCED,313,24,0.3364781004023907,0.3418500963008213,0.9488704839214691,0.9226422947373901,0.00025,True,0,19.081201319000684
FT_BALANCED_seed_313,FT_BALANCED,313,25,0.33470510641764634,0.34198294514328637,0.9489687755359896,0.9229271023083632,0.00025,True,0,19.08361002899983
FT_BALANCED_seed_313,FT_BALANCED,313,26,0.3342222744596601,0.3474783004448753,0.9486569545158419,0.9226965957057855,0.00025,False,1,19.060746956998628
FT_BALANCED_seed_313,FT_BALANCED,313,27,0.3363836458667132,0.3433501770249978,0.9488833468895855,0.9225347412593641,0.00025,False,2,19.12136603199906
FT_BALANCED_seed_313,FT_BALANCED,313,28,0.33350250146586696,0.34043556338054776,0.9494794763745834,0.9237441951107972,0.00025,True,0,19.11113042299985
FT_BALANCED_seed_313,FT_BALANCED,313,29,0.3329957579466838,0.3399072077388695,0.9495478158459609,0.9237824250235493,0.00025,True,0,19.07058272499853
FT_BALANCED_seed_313,FT_BALANCED,313,30,0.3331942291091486,0.3400244716476603,0.949364726156471,0.9235049401230917,0.00025,False,1,19.060422472000937
FT_BALANCED_seed_313,FT_BALANCED,313,31,0.33241739870813175,0.33979447383506933,0.9493644315452271,0.9237357645829473,0.000125,False,2,19.05141474300035
FT_BALANCED_seed_313,FT_BALANCED,313,32,0.3308328162437697,0.3435394022184964,0.9490283352477207,0.9227067489366103,0.000125,False,3,19.11029701100051
FT_BALANCED_seed_313,FT_BALANCED,313,33,0.3303409727446354,0.33864320897671635,0.9499965122163603,0.9241732577220014,0.000125,True,0,19.08732238399898
FT_BALANCED_seed_313,FT_BALANCED,313,34,0.32945417746682454,0.339554582785722,0.9495699427009731,0.9237323554024404,0.000125,False,1,19.140963131998433
FT_BALANCED_seed_313,FT_BALANCED,313,35,0.3292758800793062,0.33996132085735137,0.949464042880291,0.9237260539035392,0.000125,False,2,19.075825571999303
FT_BALANCED_seed_313,FT_BALANCED,313,36,0.32921164694251076,0.3402296544940906,0.9495967023608691,0.9238790560531669,6.25e-05,False,3,19.04181909199906
FT_BALANCED_seed_313,FT_BALANCED,313,37,0.3288330991390106,0.33922280158788,0.94975508777768,0.9239781660537462,6.25e-05,False,4,19.112993139002356
FT_BALANCED_seed_313,FT_BALANCED,313,38,0.3283463597884136,0.33930922499480615,0.9497602253842865,0.9240093163614924,6.25e-05,False,5,19.050698358001682
FT_BALANCED_seed_313,FT_BALANCED,313,39,0.3280093374962307,0.33939787453951004,0.9497323940975261,0.9239989061039251,3.125e-05,False,6,19.111630915002024
