split,family,subset,feature,consensus_normalized_importance_share,consensus_rank
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Tot Fwd Pkts,0.005443320685784746,38
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Tot Bwd Pkts,0.009372902042403184,30
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,TotLen Fwd Pkts,0.07057704928471537,3
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,TotLen Bwd Pkts,0.020242768626574422,17
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Pkt Len Max,0.1169871855574838,1
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Pkt Len Min,0.001051410870341012,49
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Pkt Len Mean,0.06937890831564136,4
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Pkt Len Std,0.03190145377092499,9
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd Pkt Len Max,0.016760904520220655,19
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd Pkt Len Min,0.0023346025180187363,46
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd Pkt Len Mean,0.012243379722244888,29
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd Pkt Len Std,0.07254451549755186,2
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Flow Byts/s,0.006971673003173391,35
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Flow Pkts/s,0.006261163792423462,36
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Flow IAT Mean,0.023406565872903063,13
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Flow IAT Std,0.006231761947219567,37
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Flow IAT Max,0.015431923590331194,21
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Flow IAT Min,0.042323278991214394,6
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd IAT Tot,0.06356800733477319,5
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd IAT Mean,0.013152534028251343,26
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd IAT Std,0.019277730777287155,18
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd IAT Max,0.026566811617766736,12
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd IAT Min,0.020567916636161192,15
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd IAT Tot,0.004647101249127336,40
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd IAT Mean,0.0029179880890392263,43
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd IAT Std,0.003371683118532886,42
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd IAT Max,0.00724091955980953,34
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd IAT Min,0.020371198108713077,16
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd PSH Flags,0.0014961604173621271,47
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd URG Flags,3.72774460360231e-05,55
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Pkts/s,0.008979954054551516,31
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd Pkts/s,0.01552817575311673,20
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Pkt Len Min,0.0024102532395086688,45
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Pkt Len Max,0.03656933462137803,7
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Pkt Len Mean,0.013894726794359987,24
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Pkt Len Std,0.027315191998357958,10
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Pkt Len Var,0.01307665814487839,27
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,FIN Flag Cnt,0.00010897835983209508,54
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,SYN Flag Cnt,0.0,57
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,RST Flag Cnt,0.013421479972293707,25
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,PSH Flag Cnt,0.008602774942139797,33
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,ACK Flag Cnt,0.03559808171965528,8
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,URG Flag Cnt,0.003464521572887155,41
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,CWE Flag Count,0.0,58
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,ECE Flag Cnt,0.012355932246374532,28
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Down/Up Ratio,0.002577062707289396,44
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Pkt Size Avg,0.004958031350950546,39
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Seg Size Avg,3.867501052650668e-06,56
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Bwd Seg Size Avg,0.0,59
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Subflow Fwd Pkts,0.0,60
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Subflow Fwd Byts,0.0,61
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Subflow Bwd Pkts,0.0,62
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Subflow Bwd Byts,0.0,63
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Fwd Act Data Pkts,0.020643570722674823,14
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Active Mean,0.00024910339660497795,51
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Active Std,0.00021351911902867492,53
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Active Max,0.0006373344798790309,50
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Active Min,0.0012154602770617217,48
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Idle Mean,0.008872442713055503,32
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Idle Std,0.00021497066935376226,52
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Idle Max,0.014378985871744165,23
RANDOM_NATURAL,PRIMARY,BEHAVIOR_ONLY,Idle Min,0.014888898446548317,22
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Dst Port,0.1898072096776282,1
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Protocol,0.0005019232060042164,53
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,TotLen Fwd Pkts,0.07535890064782491,3
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,TotLen Bwd Pkts,0.00526725772889421,29
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Pkt Len Max,0.06153982541773144,5
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Pkt Len Min,0.0007322461983586292,52
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Pkt Len Mean,0.02768422077122304,9
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Pkt Len Std,0.008636181415879966,23
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Pkt Len Max,0.006114240231874691,27
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Pkt Len Min,0.0016655207255445964,47
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Pkt Len Mean,0.006220562554088203,26
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Pkt Len Std,0.014179725815860137,14
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Flow Byts/s,0.0030000540519492785,40
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Flow Pkts/s,0.004896907382085312,30
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Flow IAT Mean,0.006703238094903079,25
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Flow IAT Std,0.0073731551122867755,24
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Flow IAT Max,0.014828323018236335,13
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Flow IAT Min,0.021620893871402078,10
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd IAT Tot,0.04129783705578209,7
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd IAT Mean,0.004353544317372778,36
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd IAT Std,0.012391195570840109,15
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd IAT Max,0.01035895181320116,18
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd IAT Min,0.009329628493469966,20
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd IAT Tot,0.004240425256362014,37
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd IAT Mean,0.0024043960029369593,44
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd IAT Std,0.0013559352698558815,48
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd IAT Max,0.0035243754086511578,39
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd IAT Min,0.004648715379700545,33
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd PSH Flags,0.0003598053481698991,57
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd URG Flags,3.815667050240197e-05,61
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Header Len,0.042285422260619154,6
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Header Len,0.0026268015317430383,43
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Pkts/s,0.011552231898472994,16
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Pkts/s,0.004585385273460304,34
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Pkt Len Min,0.0012373190721707357,49
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Pkt Len Max,0.010595635379520806,17
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Pkt Len Mean,0.004799699174827667,32
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Pkt Len Std,0.030634085503997717,8
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Pkt Len Var,0.01591300897910855,12
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,FIN Flag Cnt,0.0004351474307095345,55
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,SYN Flag Cnt,0.0,64
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,RST Flag Cnt,0.009072183480850092,21
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,PSH Flag Cnt,0.0026968320659973063,42
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,ACK Flag Cnt,0.005321664576205786,28
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,URG Flag Cnt,0.0019949198600347964,46
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,CWE Flag Count,0.0,65
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,ECE Flag Cnt,0.02112584817731545,11
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Down/Up Ratio,0.0010152297806416328,51
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Pkt Size Avg,0.004506268742306743,35
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Seg Size Avg,4.222848875309093e-06,62
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Bwd Seg Size Avg,1.1244466628646928e-06,63
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Subflow Fwd Pkts,0.001105798241413095,50
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Subflow Fwd Byts,0.0,66
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Subflow Bwd Pkts,0.00236402655896703,45
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Subflow Bwd Byts,0.0,67
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Init Fwd Win Byts,0.1815454412676548,2
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Init Bwd Win Byts,0.00864707290939003,22
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Act Data Pkts,0.0028917586475521073,41
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Fwd Seg Size Min,0.06253578209729653,4
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Active Mean,0.0002595089570207777,58
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Active Std,0.00014485156867632322,60
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Active Max,0.00017450154298860506,59
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Active Min,0.0003737772618359772,56
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Idle Mean,0.004799977272981674,31
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Idle Std,0.00044731525857914984,54
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Idle Max,0.010004467698961591,19
RANDOM_NATURAL,PLACEBO,PLACEBO_COUNTS,Idle Min,0.0038693377245416455,38
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Dst Port,0.19311641988498818,1
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Protocol,0.0005831393397032203,53
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow Duration,0.00600059716252767,28
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Tot Fwd Pkts,0.003130406924232688,41
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Tot Bwd Pkts,0.0016744054716583204,49
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Pkt Len Max,0.06254472375448447,4
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Pkt Len Min,0.0008221938346040686,52
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Pkt Len Mean,0.02703039482780401,9
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Pkt Len Std,0.008230744967137757,23
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Pkt Len Max,0.008017610186846772,24
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Pkt Len Min,0.0017583868431326904,48
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Pkt Len Mean,0.006363557864566842,27
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Pkt Len Std,0.012984244743373199,13
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow Byts/s,0.0027134405441084017,43
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow Pkts/s,0.004960172156995041,32
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow IAT Mean,0.006685862705953545,26
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow IAT Std,0.007521484468744064,25
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow IAT Max,0.012556723680325396,14
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Flow IAT Min,0.02290991586065376,10
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd IAT Tot,0.041037136010766834,6
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd IAT Mean,0.005078324165792028,31
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd IAT Std,0.01214902020642871,15
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd IAT Max,0.011009427912277242,17
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd IAT Min,0.010064529246407168,20
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd IAT Tot,0.0031567664786161208,40
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd IAT Mean,0.0020985502539406396,46
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd IAT Std,0.001642416004431131,50
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd IAT Max,0.00388933263993051,38
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd IAT Min,0.0049507624292626316,33
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd PSH Flags,0.00046282536851451343,54
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd URG Flags,2.914556226440439e-05,61
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Header Len,0.04099473270488904,7
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Header Len,0.002690476302957599,44
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Pkts/s,0.011126208142440563,16
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Pkts/s,0.004589087586077239,36
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Pkt Len Min,0.0011601280927812838,51
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Pkt Len Max,0.010300609330564814,19
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Pkt Len Mean,0.004727333677326215,35
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Pkt Len Std,0.029116729185556946,8
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Pkt Len Var,0.01328867991292581,12
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,FIN Flag Cnt,0.000457065053405711,55
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,SYN Flag Cnt,0.0,63
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,RST Flag Cnt,0.009117606855381703,21
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,PSH Flag Cnt,0.002518632306986065,45
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,ACK Flag Cnt,0.005545761353884083,29
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,URG Flag Cnt,0.0019517959324195817,47
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,CWE Flag Count,0.0,64
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,ECE Flag Cnt,0.020282791424003146,11
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Pkt Size Avg,0.004555790425614735,37
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Seg Size Avg,5.149911669456015e-06,62
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Bwd Seg Size Avg,0.0,65
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Subflow Fwd Pkts,0.0,66
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Subflow Fwd Byts,0.07268720881646099,3
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Subflow Bwd Pkts,0.0,67
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Subflow Bwd Byts,0.005155407793561227,30
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Init Fwd Win Byts,0.1827140237509484,2
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Init Bwd Win Byts,0.009107768519623803,22
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Act Data Pkts,0.002715514942439259,42
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Fwd Seg Size Min,0.060276386549498795,5
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Active Mean,0.00025839472811362804,58
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Active Std,0.0001801890348298711,60
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Active Max,0.0002349406945002204,59
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Active Min,0.0003534493603094777,56
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Idle Mean,0.00477520417392276,34
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Idle Std,0.0003423782038767878,57
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Idle Max,0.010356501584220659,18
RANDOM_NATURAL,PLACEBO,PLACEBO_VOLUME_DIRECTION,Idle Min,0.0032413921483380897,39
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Dst Port,0.18962558431240362,1
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Protocol,0.0006765394666048655,50
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Flow Duration,0.005891045751991226,28
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Tot Fwd Pkts,0.004759156917338107,35
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Tot Bwd Pkts,0.0016830937765174266,45
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,TotLen Fwd Pkts,0.07011830381172574,3
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,TotLen Bwd Pkts,0.0060790049074342725,27
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Pkt Len Max,0.06283232293496635,4
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Pkt Len Min,0.0005458561940012987,52
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Pkt Len Mean,0.027016283488829115,9
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Pkt Len Std,0.0078290581277472,23
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Pkt Len Max,0.007309074803673089,25
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Pkt Len Min,0.0014610783238385985,47
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Pkt Len Mean,0.007806393927454379,24
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Pkt Len Std,0.011835659678798086,15
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Flow Byts/s,0.00373385918819852,37
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Flow Pkts/s,0.00886436657752302,21
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Flow IAT Min,0.024762123365235596,10
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd IAT Tot,0.03999469716501415,7
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd IAT Mean,0.004775929415031821,34
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd IAT Std,0.013856231007195,13
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd IAT Max,0.013194788413445183,14
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd IAT Min,0.01006506516738673,19
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd IAT Tot,0.0034137718575884667,38
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd IAT Mean,0.0024953396931584122,42
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd IAT Std,0.0016036060635908956,46
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd IAT Max,0.005470742962056206,29
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd IAT Min,0.005335958296285,31
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd PSH Flags,0.00036930343141508944,54
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd URG Flags,3.220969478155979e-05,60
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Header Len,0.041546895448215646,6
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Header Len,0.002737104873938247,41
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Pkts/s,0.01122142070215533,16
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Pkts/s,0.005331424595552107,32
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Pkt Len Min,0.0011338282944589576,48
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Pkt Len Max,0.010213059292729806,18
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Pkt Len Mean,0.00616534830301356,26
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Pkt Len Std,0.03538528042914074,8
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Pkt Len Var,0.021563690683677274,12
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,FIN Flag Cnt,0.00041685698403275183,53
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,SYN Flag Cnt,0.0,61
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,RST Flag Cnt,0.008210705831363185,22
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,PSH Flag Cnt,0.0023101095974631895,43
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,ACK Flag Cnt,0.0054622594963319605,30
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,URG Flag Cnt,0.001958800589144983,44
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,CWE Flag Count,0.0,62
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,ECE Flag Cnt,0.02164255336953557,11
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Down/Up Ratio,0.0009423716838786935,49
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Pkt Size Avg,0.005280194395563365,33
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Seg Size Avg,0.0002809534517745497,56
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Bwd Seg Size Avg,0.0,63
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Subflow Fwd Pkts,0.0,64
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Subflow Fwd Byts,0.0,65
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Subflow Bwd Pkts,0.0,66
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Subflow Bwd Byts,0.0,67
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Init Fwd Win Byts,0.18231422456314045,2
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Init Bwd Win Byts,0.01063925109158768,17
RANDOM_NATURAL,PLACEBO,PLACEBO_IAT,Fwd Act Data Pkts,0.002819254950007605,40
