family,learner,metric,analysis_status,metric_role,frozen_seed_count,defined_seed_count,random_gt_chrono_seed_count,random_lt_chrono_seed_count,random_eq_chrono_seed_count,undefined_seed_count,note
DDOS,XGBOOST,SECURITY_FN,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,SECURITY_FP,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,SECURITY_FPR,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,SECURITY_PRECISION,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,0,5,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,SECURITY_RECALL,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,0,5,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,SECURITY_TN,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,SECURITY_TP,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,0,5,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_F1,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_FN,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,0,5,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_FP,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_FPR,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_PRECISION,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,0,5,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_RECALL,INFERENTIAL_SUPPORT_ELIGIBLE,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_TN,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
DDOS,XGBOOST,STANDARD_TP,INFERENTIAL_SUPPORT_ELIGIBLE,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_F1,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,0,0,5,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_FN,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,CONFUSION_COUNT_CONTEXT,5,5,0,0,5,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_FP,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,CONFUSION_COUNT_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_FPR,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_PRECISION,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,0,0,5,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_RECALL,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,0,0,5,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_TN,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,CONFUSION_COUNT_CONTEXT,5,5,0,5,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,BALANCED_TP,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,CONFUSION_COUNT_CONTEXT,5,5,0,0,5,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,PR_AUC,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,PR_CHANCE_ANCHOR,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,BASE_RATE_CONTEXT,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,PR_EXCESS,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,PR_LIFT,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
INFILTRATION,LIGHTGBM,ROC_AUC,DESCRIPTIVE_ONLY_SUPPORT_36_LT_50,PERFORMANCE_METRIC,5,5,5,0,0,0,Numeric sign count only; no post-result qualitative cutoff or causal attribution.
