seed,layer,head_a,head_b,cosine_similarity,spearman,top10_jaccard
313,3,1,8,0.9612069011522361,0.4738168139270405,0.3333333333333333
313,3,2,3,0.904013452489546,0.41432945499081447,0.42857142857142855
313,3,2,4,0.85840476547139,0.5078295862129297,0.17647058823529413
313,3,2,5,0.7872712683697702,-0.11857230338553057,0.05263157894736842
313,3,2,6,0.8045042759717865,0.08396465751027905,0.0
313,3,2,7,0.827276116249077,-0.028991339340390165,0.0
313,3,2,8,0.9128883301406996,0.3421747878575802,0.3333333333333333
313,3,3,4,0.8571543015086637,0.14922578951972706,0.1111111111111111
313,3,3,5,0.851814065111909,-0.03742454728370222,0.17647058823529413
313,3,3,6,0.8480534853369001,-0.00796080832823025,0.05263157894736842
313,3,3,7,0.8712143617952148,-0.20755839384130872,0.0
313,3,3,8,0.9422245458696615,0.3116962645437844,0.3333333333333333
313,3,4,5,0.8223102605911967,-0.003201819613332167,0.05263157894736842
313,3,4,6,0.8638347413429127,0.07140232700551133,0.1111111111111111
313,3,4,7,0.8739016514649989,-0.12417111363835186,0.1111111111111111
313,3,4,8,0.8596472107119217,0.005301373458140145,0.1111111111111111
313,3,5,6,0.8460801835115388,-0.03431020908057038,0.17647058823529413
313,3,5,7,0.9216144947807644,0.29503980404164115,0.3333333333333333
313,3,5,8,0.8370666089892673,-0.14359198670282564,0.0
313,3,6,7,0.9484352474629619,0.5454815851631528,0.42857142857142855
313,3,6,8,0.8662015385632443,0.21707637127110488,0.0
313,3,7,8,0.9045222022085317,0.2195258507567142,0.0
997,1,1,2,0.2025190511614758,-0.1835534948823375,0.05263157894736842
997,1,1,3,0.7989159849621461,0.09334266468375468,0.0
997,1,1,4,0.6589944933103027,-0.2734843845682792,0.1111111111111111
997,1,1,5,0.3756074262522212,-0.03745953984778235,0.17647058823529413
997,1,1,6,0.42113920400566646,-0.08847869827661621,0.05263157894736842
997,1,1,7,0.4625984126618053,0.05782521214241973,0.05263157894736842
997,1,1,8,0.1504173383773812,-0.3149505730032368,0.05263157894736842
997,1,2,3,0.16126246318548595,0.1260257195345989,0.17647058823529413
997,1,2,4,0.16911140008623118,-0.045262881637652,0.05263157894736842
997,1,2,5,0.1061125055939101,0.028046540110226576,0.1111111111111111
997,1,2,6,0.13063322170706415,0.21683142332254393,0.1111111111111111
997,1,2,7,0.10676994143500976,0.057335316245297877,0.05263157894736842
997,1,2,8,0.14049288552054462,0.05086169189047327,0.1111111111111111
997,1,3,4,0.6250149296384544,0.15132534336453504,0.1111111111111111
997,1,3,5,0.22419885296076217,-0.18190884437057123,0.0
997,1,3,6,0.44955289261712106,0.15888373720584373,0.1111111111111111
997,1,3,7,0.44104162677345377,0.116052838771761,0.05263157894736842
997,1,3,8,0.20783866826840833,-0.11626279415624179,0.1111111111111111
997,1,4,5,0.3724853651776604,0.11045402851893973,0.1111111111111111
997,1,4,6,0.6132005438144897,0.2469250284314583,0.1111111111111111
997,1,4,7,0.47481626253933024,0.17435045052926254,0.17647058823529413
997,1,4,8,0.4263607663664142,0.10069110314058262,0.17647058823529413
997,1,5,6,0.43412147385040284,0.1983903420523139,0.1111111111111111
997,1,5,7,0.16704075161212567,0.04631265856005599,0.17647058823529413
997,1,5,8,0.08081241946922889,0.21105765024932205,0.25
997,1,6,7,0.1861495525747124,0.029411250109351764,0.0
997,1,6,8,0.3853402101718149,0.027731607033505384,0.1111111111111111
997,1,7,8,0.11722855105185992,0.007470912431108389,0.1111111111111111
997,2,1,2,0.6576694254831271,0.5042603446767562,0.17647058823529413
997,2,1,3,0.7919236715794942,-0.37902195783396025,0.05263157894736842
997,2,1,4,0.8006661075797927,0.35358236374770363,0.1111111111111111
997,2,1,5,0.7122283317862831,-0.2106377394803604,0.1111111111111111
997,2,1,6,0.7912031020228407,-0.2932551832735543,0.0
997,2,1,7,0.7602054869630729,-0.04151867728107777,0.1111111111111111
997,2,1,8,0.69068580775983,0.10940425159653575,0.17647058823529413
997,2,2,3,0.6258951060599003,-0.22620943049601958,0.05263157894736842
997,2,2,4,0.5589234768653805,0.2809727932814277,0.05263157894736842
997,2,2,5,0.46181312714757394,-0.1801592161665646,0.05263157894736842
997,2,2,6,0.5602567640319136,-0.32124923453766074,0.0
997,2,2,7,0.5585339070353387,-0.2117924940950048,0.0
997,2,2,8,0.3639788479502731,0.14464176362522965,0.05263157894736842
997,2,3,4,0.7878260822718444,-0.20832823025107164,0.05263157894736842
997,2,3,5,0.8067141177306254,0.4807453416149068,0.1111111111111111
997,2,3,6,0.9289139462981673,0.37562767911818734,0.17647058823529413
997,2,3,7,0.8347979971912983,0.05425597060624617,0.17647058823529413
997,2,3,8,0.6034723639266308,0.2622867640626367,0.17647058823529413
997,2,4,5,0.6369446204801328,-0.1748403464263844,0.1111111111111111
997,2,4,6,0.7888604415745356,-0.16385268130522265,0.0
997,2,4,7,0.7314612143670324,0.1469162802904383,0.0
997,2,4,8,0.5662698604634818,0.030391041903595484,0.17647058823529413
997,2,5,6,0.7712826855666672,0.3326568104277841,0.0
997,2,5,7,0.7600014293890978,0.059574840346426385,0.17647058823529413
997,2,5,8,0.6436833319531949,0.27722858892485347,0.25
997,2,6,7,0.8096027835590464,-0.03434520164465051,0.0
997,2,6,8,0.5776836300606678,0.17777972180911558,0.05263157894736842
997,2,7,8,0.6372991281428594,0.15524451054150992,0.1111111111111111
997,3,1,2,0.8936732477773903,0.3762225527075496,0.1111111111111111
997,3,1,3,0.9670385448132921,0.596850669232788,0.3333333333333333
997,3,1,4,0.8640135628189286,0.10597498031668269,0.05263157894736842
997,3,1,5,0.8056202671172478,0.23891173125710785,0.17647058823529413
997,3,1,6,0.9827669908374862,0.6779634327705362,0.3333333333333333
997,3,1,7,0.8951765774259781,-0.03777447292450354,0.05263157894736842
997,3,1,8,0.9639894585829941,0.32933251684017145,0.17647058823529413
997,3,2,3,0.8882009556298509,0.4145394103752952,0.1111111111111111
997,3,2,4,0.8605296316095811,0.3858105152655061,0.17647058823529413
997,3,2,5,0.7505992554728277,0.3052926253171201,0.25
997,3,2,6,0.8944036844627192,0.4205581313970781,0.17647058823529413
997,3,2,7,0.83046928090003,-0.08183011110139095,0.17647058823529413
997,3,2,8,0.8805738774006736,0.11699763800192459,0.0
997,3,3,4,0.8402321259015776,0.2968944099378882,0.0
