group,case_count,rank,feature_index,feature,five_seed_consensus_rollout,seed_standard_deviation
TN,16,40,69,Idle Min,0.012761093912878121,0.0031221871347661225
TN,16,41,44,RST Flag Cnt,0.012733690597347087,0.0014214896348749046
TN,16,42,17,Flow IAT Mean,0.012702692163391318,0.0017185999336468184
TN,16,43,34,Bwd Header Len,0.012645579832334955,0.0018471282971628915
TN,16,44,15,Flow Byts/s,0.012645096279382186,0.0023846642797787465
TN,16,45,54,Subflow Fwd Pkts,0.012637633379671394,0.0019763169900234093
TN,16,46,4,Tot Bwd Pkts,0.012561643401214092,0.0017658554038908567
TN,16,47,68,Idle Max,0.012519521142019763,0.0012009815786409833
TN,16,48,31,Fwd PSH Flags,0.012433707263185786,0.0014835845697187583
TN,16,49,60,Fwd Act Data Pkts,0.012389765506036552,0.004098770984231335
TN,16,50,25,Fwd IAT Min,0.012350770485711978,0.0006909831855584262
TN,16,51,57,Subflow Bwd Byts,0.012292662465551135,0.0013580655675322433
TN,16,52,5,TotLen Fwd Pkts,0.012247020918255582,0.0012446541150119919
TN,16,53,63,Active Std,0.012117459117799198,0.002369972063163435
TN,16,54,30,Bwd IAT Min,0.012082368406267007,0.0016592947030858044
TN,16,55,28,Bwd IAT Std,0.012038569742418598,0.0025070529407496506
TN,16,56,66,Idle Mean,0.011995138936065812,0.001383541656393331
TN,16,57,27,Bwd IAT Mean,0.011919264639677796,0.000900491212875468
TN,16,58,33,Fwd Header Len,0.011833863755656454,0.001747950724517345
TN,16,59,8,Fwd Pkt Len Min,0.011623921429888254,0.0010975473497057565
TN,16,60,56,Subflow Bwd Pkts,0.011532679778346192,0.0025089000797359033
TN,16,61,32,Fwd URG Flags,0.011527627366081372,0.0017466021503769092
TN,16,62,21,Fwd IAT Tot,0.011519541525202518,0.00126493467047648
TN,16,63,6,TotLen Bwd Pkts,0.011424991062038587,0.0015014608600130508
TN,16,64,42,FIN Flag Cnt,0.01128516215671308,0.0010616658460802213
TN,16,65,62,Active Mean,0.011253350148921183,0.0016239591808416905
TN,16,66,65,Active Min,0.011103181939380062,0.0013420427086059449
TN,16,67,55,Subflow Fwd Byts,0.011098703187253181,0.000868992119002382
TN,16,68,41,Pkt Len Var,0.010921046839898647,0.0004646194580010091
TN,16,69,48,CWE Flag Count,0.010909054431531331,0.0008872710752287474
TN,16,70,3,Tot Fwd Pkts,0.010751411309623376,0.0013559369765443435
FP,16,1,61,Fwd Seg Size Min,0.04715817684040865,0.007060654105110705
FP,16,2,58,Init Fwd Win Byts,0.024146344997313572,0.009415415500730022
FP,16,3,50,Down/Up Ratio,0.0211236410060305,0.0055747706920106594
FP,16,4,0,Dst Port,0.020471994973595562,0.0031144173712638642
FP,16,5,52,Fwd Seg Size Avg,0.020331672267385942,0.005039538964560241
FP,16,6,35,Fwd Pkts/s,0.018732663223575204,0.009297000051537553
FP,16,7,9,Fwd Pkt Len Mean,0.018458788375785296,0.0019013697614017884
FP,16,8,46,ACK Flag Cnt,0.017606533725657673,0.0036747956883824867
FP,16,9,18,Flow IAT Std,0.01664252635474129,0.004312804671024171
FP,16,10,13,Bwd Pkt Len Mean,0.016403528374101063,0.007869734681506858
FP,16,11,36,Bwd Pkts/s,0.016307018454350796,0.0032781569257425403
FP,16,12,64,Active Max,0.016042038565651815,0.0043434245953231304
FP,16,13,14,Bwd Pkt Len Std,0.015919564348532988,0.005284009232936822
FP,16,14,51,Pkt Size Avg,0.01582899559168021,0.004352924348983364
FP,16,15,45,PSH Flag Cnt,0.01566633042999224,0.004288462737471316
FP,16,16,59,Init Bwd Win Byts,0.01562185194359878,0.0017018145391284243
FP,16,17,16,Flow Pkts/s,0.015563836599786862,0.004194850240668149
FP,16,18,47,URG Flag Cnt,0.01516555271939295,0.005107920190669216
FP,16,19,49,ECE Flag Cnt,0.01504197709705577,0.003882169069302313
FP,16,20,48,CWE Flag Count,0.014854563266445995,0.0021908404745954293
FP,16,21,19,Flow IAT Max,0.014847030248286434,0.00467786402812125
FP,16,22,10,Fwd Pkt Len Std,0.014743816016426025,0.0038953490258667
FP,16,23,65,Active Min,0.014525249882512253,0.005537654202103607
FP,16,24,53,Bwd Seg Size Avg,0.01404264307398658,0.0023336993998866224
FP,16,25,1,Protocol,0.014038793708067215,0.0030695583519748993
FP,16,26,44,RST Flag Cnt,0.013953637937739141,0.0017566424286763844
FP,16,27,26,Bwd IAT Tot,0.013729147829258973,0.0034765721820863836
FP,16,28,2,Flow Duration,0.013658133229915149,0.0015073062327077083
FP,16,29,43,SYN Flag Cnt,0.013497122680638523,0.003011796638437063
FP,16,30,60,Fwd Act Data Pkts,0.01344743645893982,0.007043908626813279
FP,16,31,34,Bwd Header Len,0.013292282751785452,0.0018073348328061863
FP,16,32,31,Fwd PSH Flags,0.013285732736061664,0.0018302791931096181
FP,16,33,5,TotLen Fwd Pkts,0.013271552243989243,0.002341514866391213
FP,16,34,4,Tot Bwd Pkts,0.013003427315823962,0.001707570892828289
FP,16,35,8,Fwd Pkt Len Min,0.013002027282460383,0.003471277544993765
FP,16,36,7,Fwd Pkt Len Max,0.012985685398646099,0.0018013985468255146
FP,16,37,56,Subflow Bwd Pkts,0.012843594455371499,0.004074142243024948
FP,16,38,38,Pkt Len Max,0.012833812228609867,0.0017561607200822626
FP,16,39,69,Idle Min,0.012745462240113553,0.0032940894106726465
FP,16,40,29,Bwd IAT Max,0.012711280840037392,0.0013515187145832339
FP,16,41,27,Bwd IAT Mean,0.01268595194080362,0.0023168020626852513
FP,16,42,66,Idle Mean,0.012675729672117386,0.003911458153536287
FP,16,43,11,Bwd Pkt Len Max,0.012639184692711298,0.001444524125126294
FP,16,44,32,Fwd URG Flags,0.012405209721138172,0.0011009846490182438
FP,16,45,30,Bwd IAT Min,0.012377141416080149,0.0020707124761791176
FP,16,46,37,Pkt Len Min,0.01236109843097175,0.002800327465804466
FP,16,47,12,Bwd Pkt Len Min,0.0123594263105259,0.0013726334501665241
FP,16,48,28,Bwd IAT Std,0.012253563652471048,0.0017762252128495498
FP,16,49,67,Idle Std,0.01222903330395248,0.001610158269985284
FP,16,50,23,Fwd IAT Std,0.012145618023979248,0.0017043382348203046
FP,16,51,40,Pkt Len Std,0.01205640711188679,0.0005689898629771422
FP,16,52,39,Pkt Len Mean,0.011913121852962049,0.0020373578522431992
FP,16,53,17,Flow IAT Mean,0.011843819316400559,0.0018525050979379036
FP,16,54,62,Active Mean,0.011807617010482553,0.001564516864251891
FP,16,55,15,Flow Byts/s,0.011783502659456803,0.0015733465634634287
FP,16,56,42,FIN Flag Cnt,0.011739334406983614,0.0021568607876575117
FP,16,57,41,Pkt Len Var,0.011726432182781295,0.0015167567697383904
FP,16,58,55,Subflow Fwd Byts,0.01171325931793921,0.0006318256706399089
FP,16,59,54,Subflow Fwd Pkts,0.011654468602856013,0.0008960206620019909
FP,16,60,33,Fwd Header Len,0.011406133383010603,0.0018270732724273858
FP,16,61,68,Idle Max,0.011331321025803335,0.0006139520441407103
FP,16,62,6,TotLen Bwd Pkts,0.011295975762176263,0.0018137226622636975
FP,16,63,22,Fwd IAT Mean,0.011251831591237868,0.0012760196823590592
FP,16,64,24,Fwd IAT Max,0.011168323527742646,0.0013515935536806095
FP,16,65,20,Flow IAT Min,0.011087783706289635,0.002117045916274004
FP,16,66,25,Fwd IAT Min,0.011075738194666524,0.0009763859213995119
FP,16,67,63,Active Std,0.010932547238248515,0.001844196480852035
FP,16,68,3,Tot Fwd Pkts,0.010878962039187376,0.0017848043330113315
FP,16,69,21,Fwd IAT Tot,0.010829765490225582,0.0007474195139508617
FP,16,70,57,Subflow Bwd Byts,0.010826230701159317,0.0013470262047477323
FN,16,1,58,Init Fwd Win Byts,0.025479994148592734,0.010559590972174506
FN,16,2,61,Fwd Seg Size Min,0.022838942968709426,0.005982891815285414
FN,16,3,7,Fwd Pkt Len Max,0.02228539029574452,0.00664086037280315
FN,16,4,0,Dst Port,0.022119566281913534,0.004464709273261867
FN,16,5,59,Init Bwd Win Byts,0.020286115263559012,0.0036412766870618746
FN,16,6,46,ACK Flag Cnt,0.019038773112496216,0.002150791092526861
FN,16,7,9,Fwd Pkt Len Mean,0.018178455643509304,0.004420087178335282
FN,16,8,35,Fwd Pkts/s,0.018108905099716806,0.006994658658371119
FN,16,9,2,Flow Duration,0.017902791899659442,0.002966887417652041
FN,16,10,12,Bwd Pkt Len Min,0.017839075513932205,0.004720001426847551
FN,16,11,14,Bwd Pkt Len Std,0.01769186017794238,0.002088110347793751
FN,16,12,50,Down/Up Ratio,0.016817196556303968,0.0019073660683238418
FN,16,13,10,Fwd Pkt Len Std,0.016604990260718596,0.0029589116025225213
FN,16,14,52,Fwd Seg Size Avg,0.01622234159655587,0.0008311825143917262
FN,16,15,38,Pkt Len Max,0.01599248474700298,0.0033857181747214945
FN,16,16,53,Bwd Seg Size Avg,0.0156962914892626,0.004392035030810118
FN,16,17,13,Bwd Pkt Len Mean,0.015606799381943901,0.003700522834042806
FN,16,18,40,Pkt Len Std,0.015522818307987943,0.005264872586606833
FN,16,19,49,ECE Flag Cnt,0.01545458275943536,0.003591986708292368
FN,16,20,44,RST Flag Cnt,0.015420539658139526,0.0021611831121034885
FN,16,21,1,Protocol,0.01475191920080846,0.0024589434672681147
FN,16,22,37,Pkt Len Min,0.014714443705713403,0.0021832421482782705
FN,16,23,69,Idle Min,0.01463969030893475,0.004046260251311255
FN,16,24,19,Flow IAT Max,0.01457864955697379,0.0019462893578135122
FN,16,25,45,PSH Flag Cnt,0.01445085126092728,0.002221983495622637
FN,16,26,39,Pkt Len Mean,0.014302148534002117,0.0026135541210633843
FN,16,27,36,Bwd Pkts/s,0.014171260844054684,0.0013760599445327
FN,16,28,26,Bwd IAT Tot,0.01412026420410531,0.0026194420048214493
FN,16,29,11,Bwd Pkt Len Max,0.01399519982838661,0.001971667959692429
FN,16,30,51,Pkt Size Avg,0.013833438877344662,0.0018688114298205513
FN,16,31,20,Flow IAT Min,0.013821101180989614,0.002383090371947583
FN,16,32,16,Flow Pkts/s,0.013712247675085961,0.0017902561645430628
FN,16,33,30,Bwd IAT Min,0.013700483605239445,0.004339365316429272
