cell_id,family,direction,bridge,variant,operating_point,threshold,tpr,actual_fpr,projection_prevalence,ppv_target,required_max_fpr,required_fpr_status,actual_fpr_meets_requirement,verification_ppv
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.1,0.5,3.5694908478254665e-06,FINITE,False,0.5
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.1,0.75,1.1898302826084887e-06,FINITE,False,0.75
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.1,0.9,3.966100942028295e-07,FINITE,False,0.9
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.03,0.1,8.94212655692359e-06,FINITE,False,0.10000000000000002
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.03,0.25,2.9807088523078635e-06,FINITE,False,0.25
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.03,0.5,9.935696174359544e-07,FINITE,False,0.5
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.03,0.75,3.3118987247865144e-07,FINITE,False,0.75
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.03,0.9,1.1039662415955048e-07,FINITE,False,0.9
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.01,0.1,2.9204925118571997e-06,FINITE,False,0.1
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.01,0.25,9.734975039524e-07,FINITE,False,0.25
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.01,0.5,3.244991679841333e-07,FINITE,False,0.5
STAGE22_CHRONOLOGICAL,STAGE22_CHRONOLOGICAL,IDS2018_FORWARD_TEMPORAL_VALIDATION,FULL_70_FEATURE,CHRONOLOGICAL_NATURAL,STANDARD,0.5,3.2125417630429196e-05,5.8322860303579896e-05,0.01,0.75,1.0816638932804445e-07,FINITE,False,0.7499999999999999
