cell_id,family,direction,bridge,variant,operating_point,threshold,tpr,fpr,ppv_target,required_prevalence,status,verification_ppv
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0014975805419886966,0.25,0.5642526799504617,FINITE,0.24999999999999994
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0014975805419886966,0.5,0.7952801396422976,FINITE,0.5000000000000001
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0014975805419886966,0.75,0.9209746779510425,FINITE,0.7499999999999999
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0014975805419886966,0.9,0.972193268720697,FINITE,0.8999999999999999
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.17000000178813934,0.0006103829349781547,0.0020055538414069734,0.1,0.26744282876188136,FINITE,0.1
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.17000000178813934,0.0006103829349781547,0.0020055538414069734,0.25,0.5227285057702891,FINITE,0.25
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.17000000178813934,0.0006103829349781547,0.0020055538414069734,0.5,0.7666675508031117,FINITE,0.5
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.17000000178813934,0.0006103829349781547,0.0020055538414069734,0.75,0.907895150132745,FINITE,0.7499999999999999
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.17000000178813934,0.0006103829349781547,0.0020055538414069734,0.9,0.9672898760044131,FINITE,0.8999999999999998
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0013492675404780262,0.0030290259706052783,0.1,0.1996400843506293,FINITE,0.09999999999999999
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0013492675404780262,0.0030290259706052783,0.25,0.42802025387651677,FINITE,0.25
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0013492675404780262,0.0030290259706052783,0.5,0.6918279834226596,FINITE,0.5000000000000001
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0013492675404780262,0.0030290259706052783,0.75,0.870714557442954,FINITE,0.75
STAGE24_2017_TO_2018_BRIDGE62,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge62,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0013492675404780262,0.0030290259706052783,0.9,0.9528401293124712,FINITE,0.9
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0013395444043918995,0.1,0.27854428619603167,FINITE,0.10000000000000002
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0013395444043918995,0.25,0.5366636640999564,FINITE,0.24999999999999994
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0013395444043918995,0.5,0.7765252357415664,FINITE,0.5000000000000001
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0013395444043918995,0.75,0.9124675494062554,FINITE,0.7499999999999999
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,STANDARD,0.5,0.00038550501156515033,0.0013395444043918995,0.9,0.9690143498763778,FINITE,0.8999999999999999
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.18000000715255737,0.0006103829349781547,0.001962282041826898,0.1,0.26319118959890014,FINITE,0.09999999999999999
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.18000000715255737,0.0006103829349781547,0.001962282041826898,0.25,0.5172842529875546,FINITE,0.25000000000000006
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.18000000715255737,0.0006103829349781547,0.001962282041826898,0.5,0.7627429375836653,FINITE,0.5
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.18000000715255737,0.0006103829349781547,0.001962282041826898,0.75,0.9060548844286787,FINITE,0.7500000000000001
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,BALANCED,0.18000000715255737,0.0006103829349781547,0.001962282041826898,0.9,0.9665926570108626,FINITE,0.8999999999999998
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0008191981495759444,0.002502238845282621,0.1,0.2533907060426686,FINITE,0.09999999999999999
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0008191981495759444,0.002502238845282621,0.25,0.504500594466421,FINITE,0.25000000000000006
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0008191981495759444,0.002502238845282621,0.5,0.7533603224014105,FINITE,0.4999999999999999
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0008191981495759444,0.002502238845282621,0.75,0.901608630339425,FINITE,0.75
STAGE24_2017_TO_2018_BRIDGE70,STAGE24_2017_TO_2018,CICIDS2017_TO_IDS2018,bridge70,FLAG_CORRECTED_SOURCE_SEMANTICS,SECURITY,0.05000000074505806,0.0008191981495759444,0.002502238845282621,0.9,0.9649005551440035,FINITE,0.9000000000000002
