contrast,comparison_scope,minuend_cell,subtrahend_cell,delta_pr_auc,delta_roc_auc,delta_balanced_f1,delta_balanced_recall,delta_balanced_fpr,delta_balanced_threshold
RANDOM_REBALANCED_MINUS_RANDOM_NATURAL,SAME_RANDOM_VALIDATION_MEMBERSHIP; TRAINING_PREVALENCE CONTRAST,RANDOM_REBALANCED,RANDOM_NATURAL,-0.00028496593007876214,-0.00010371409023790523,1.4314326733710914e-05,0.0005653298179789656,8.802176508960334e-05,0.23999999999999994
CHRONOLOGICAL_REBALANCED_MINUS_CHRONOLOGICAL_NATURAL,SAME_FEB28_VALIDATION_MEMBERSHIP; TRAINING_PREVALENCE CONTRAST,CHRONOLOGICAL_REBALANCED,CHRONOLOGICAL_NATURAL,-0.0024759748281423105,-0.01554823054845611,0.000248617304335172,0.00012850167052171676,0.0019735703373695264,0.0
CHRONOLOGICAL_NATURAL_MINUS_RANDOM_NATURAL,DESCRIPTIVE_DEVELOPMENT_SPLIT CONTRAST ONLY; VALIDATION MEMBERSHIPS DIFFER,CHRONOLOGICAL_NATURAL,RANDOM_NATURAL,-0.8893748867653096,-0.48370613837983023,-0.9837220935068733,-0.9685603597814829,0.0006155293956368945,-0.39
CHRONOLOGICAL_REBALANCED_MINUS_RANDOM_REBALANCED,DESCRIPTIVE_DEVELOPMENT_SPLIT CONTRAST ONLY; VALIDATION MEMBERSHIPS DIFFER,CHRONOLOGICAL_REBALANCED,RANDOM_REBALANCED,-0.8915658956633732,-0.49915065483804844,-0.9834877905292718,-0.9689971879289402,0.0025010779679168174,-0.6299999999999999
