cell_id,source_stage,family,direction,bridge,variant,identity_duplicate_of,operating_point,threshold,tpr,fpr,observed_prevalence,projection_prevalence,benign_flows_per_day,attack_flows_per_day,tp_per_day,fn_per_day,fp_per_day,C_FP,C_FN,model_relative_cost,ignore_relative_cost,model_minus_ignore,model_to_ignore_cost_ratio,relative_savings_vs_ignore,preferred_under_frozen_cost_model
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,STANDARD,0.5,0.21292361103639226,0.004106291988419324,0.19699633629757277,0.001,1000000.0,1001.001001001001,213.13674778417644,787.8642532168245,4106.291988419323,1,100,82892.71731010178,100100.1001001001,-17207.382789998315,0.8280982459279168,0.17190175407208316,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,STANDARD,0.5,0.21292361103639226,0.004106291988419324,0.19699633629757277,0.0001,1000000.0,100.0100010001,21.294490552694494,78.7155104474055,4106.291988419323,1,100,11977.843033159874,10001.00010001,1976.8429331498737,1.197664524885656,-0.1976645248856559,IGNORE_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,BALANCED,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.1,1000000.0,111111.11111111111,49040.47051753661,62070.6405935745,12905.300565703972,1,100,6219969.359923153,11111111.11111111,-4891141.751187957,0.5597972423930838,0.4402027576069162,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,BALANCED,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.03,1000000.0,30927.835051546394,13650.440247149369,17277.394804397027,12905.300565703972,1,100,1740644.7810054068,3092783.5051546395,-1352138.7241492327,0.5628084791917481,0.43719152080825185,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,BALANCED,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.01,1000000.0,10101.0101010101,4458.2245925033285,5642.785508506773,12905.300565703972,1,100,577183.8514163813,1010101.0101010101,-432917.1586846288,0.5714120129022175,0.4285879870977825,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,BALANCED,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.003,1000000.0,3009.027081243731,1328.076934777822,1680.9501464659093,12905.300565703972,1,100,181000.3152122949,300902.7081243731,-119902.39291207821,0.6015243808888601,0.39847561911113993,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,BALANCED,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.001,1000000.0,1001.001001001001,441.8060406985281,559.194960302473,12905.300565703972,1,100,68824.79659595127,100100.1001001001,-31275.303504148833,0.6875597179935532,0.31244028200644686,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,BALANCED,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.0001,1000000.0,100.0100010001,44.140837549537906,55.869163450562105,12905.300565703972,1,100,18492.216910760184,10001.00010001,8491.216810750184,1.849036768906911,-0.8490367689069109,IGNORE_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,SECURITY,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.1,1000000.0,111111.11111111111,49040.47051753661,62070.6405935745,12905.300565703972,1,100,6219969.359923153,11111111.11111111,-4891141.751187957,0.5597972423930838,0.4402027576069162,MODEL_LOWER_RELATIVE_COST
STAGE24_2018_TO_2017_BRIDGE62_PUBLISHED,Stage24-2A,STAGE24_2018_TO_2017,IDS2018_TO_CICIDS2017,bridge62,PUBLISHED,,SECURITY,0.05000000074505806,0.44136423465782954,0.012905300565703971,0.19699633629757277,0.03,1000000.0,30927.835051546394,13650.440247149369,17277.394804397027,12905.300565703972,1,100,1740644.7810054068,3092783.5051546395,-1352138.7241492327,0.5628084791917481,0.43719152080825185,MODEL_LOWER_RELATIVE_COST
