aggregate_rank,candidate_id,parameter_count,seed_count,seed_win_count,mean_best_epoch,maximum_best_epoch,best_checkpoint_ceiling_hits,mean_threshold,median_threshold,threshold_std,minimum_threshold,maximum_threshold,mean_accuracy,accuracy_std,mean_precision,precision_std,mean_recall,recall_std,minimum_recall,mean_f1,f1_std,minimum_f1,maximum_f1,mean_f2,f2_std,mean_fpr,fpr_std,mean_fnr,fnr_std,mean_roc_auc,roc_auc_std,mean_pr_auc,pr_auc_std,minimum_pr_auc,mean_peak_gpu_memory_mb,total_runtime_seconds
1,FT_BALANCED,159169,5,4,38.8,50,0,0.6749999999999997,0.6749999999999997,0.04138236339311712,0.6199999999999998,0.7299999999999998,0.9321527686005023,0.00041748563496583484,0.9817487691800345,0.0042060445500143664,0.77433595211373,0.004495860550131572,0.7676767676767676,0.8657764121097257,0.0013195381641824143,0.8635455023671751,0.8667884163840333,0.8084891280338395,0.003379877401420393,0.0056810227314592595,0.0013587624566263566,0.22566404788627006,0.004495860550131567,0.9519262992517813,0.002242260752248953,0.9261649995539398,0.002338231166425373,0.9235681828846768,1129.01513671875,4133.310248615998
2,FT_COMPACT,30017,5,1,40.4,55,0,0.6559999999999997,0.6599999999999997,0.024849547279578332,0.6149999999999998,0.6799999999999997,0.9313492797674112,0.0007184055934914915,0.9856765780729042,0.0013965667432970115,0.7682379349046016,0.0031363229773863285,0.7652450430228208,0.8634745420596428,0.001692458178583815,0.8619436397155649,0.8662927826405997,0.8036944947101651,0.0026320958974281063,0.0043989242161883,0.0004456196327364719,0.23176206509539837,0.0031363229773863103,0.9473320746576179,0.0010569187411027402,0.9208459651107621,0.0012761089842811956,0.9199483412719506,402.94267578125,1691.1514641279973
3,FT_DEEP_REGULARIZED,209153,5,0,37.0,48,0,0.6979999999999997,0.6999999999999997,0.02280350850198278,0.6699999999999997,0.7199999999999998,0.9310955464516983,0.0001723061293828456,0.9876758870391698,0.0018392627195755844,0.7657313879536102,0.001225536350938983,0.7644968200523756,0.8626549399267569,0.00032276889494590164,0.8621524852569503,0.862969776609724,0.8017639333807753,0.0008595306886803022,0.0037652433408244595,0.0005751351594271926,0.2342686120463898,0.0012255363509390245,0.9463477478241874,0.0007438674688106174,0.9196221988053084,0.0008401972406802496,0.918140355836446,1464.38916015625,5253.369872454001
