run_id,candidate_id,seed,parameter_count,best_epoch,final_epoch_executed,epoch_ceiling_reached,best_checkpoint_at_epoch_ceiling,threshold,accuracy,precision,recall,f1,f2,fpr,fnr,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,peak_gpu_memory_mb,runtime_seconds
FT_BALANCED_seed_7,FT_BALANCED,7,159169,40,40,True,True,0.6499999999999997,0.9307255186996167,0.9830041891083183,0.7681444070332959,0.8623930277734025,0.8032588071905012,0.005231551412887301,0.23185559296670408,0.9530266543303463,0.9268671770151775,27001,142,2479,8213,1127.9248046875,768.7504046159993
FT_COMPACT_seed_7,FT_COMPACT,7,30017,37,40,True,False,0.6799999999999997,0.9309898242368178,0.987570894171594,0.7654320987654321,0.8624268928816059,0.8014885907354813,0.003794716869911211,0.2345679012345679,0.9467657226164636,0.9202821166978417,27040,103,2508,8184,402.65087890625,300.17112344199995
FT_DEEP_REGULARIZED_seed_7,FT_DEEP_REGULARIZED,7,209153,39,40,True,False,0.6999999999999997,0.9311748381128585,0.9886418559690672,0.7652450430228208,0.8627161535217207,0.8014654023979312,0.0034631396676859595,0.23475495697717919,0.9465595550461917,0.9198185838380832,27049,94,2510,8182,1466.1455078125,1017.3323919249997
FT_BALANCED_seed_29,FT_BALANCED,29,159169,39,40,True,False,0.6549999999999997,0.9323113519228228,0.9779005524861878,0.7780583613916947,0.8666076358143654,0.8112140419307655,0.006926279335371919,0.22194163860830526,0.9532529226572504,0.9276318068669107,26955,188,2373,8319,1129.4013671875,766.3639151699999
FT_COMPACT_seed_29,FT_COMPACT,29,30017,32,38,False,False,0.6149999999999998,0.9311484075591384,0.9841935097593103,0.7687055742611298,0.8632043270493095,0.8039085271621119,0.004863132299303688,0.23129442573887019,0.9468898521539473,0.9202643802826352,27011,132,2473,8219,403.015625,284.33162207700025
FT_DEEP_REGULARIZED_seed_29,FT_DEEP_REGULARIZED,29,209153,28,34,False,False,0.6799999999999997,0.9312541297740188,0.9887640449438202,0.7654320987654321,0.8628815435710896,0.801645606817514,0.0034262977563275982,0.2345679012345679,0.9465456962576129,0.9199331068922202,27050,93,2508,8184,1468.56396484375,861.77358155
FT_BALANCED_seed_101,FT_BALANCED,101,159169,38,40,True,False,0.7299999999999998,0.9314391436500594,0.9867756672276989,0.7676767676767676,0.8635455023671751,0.8033512116822612,0.00405261024941974,0.23232323232323232,0.9523249851050756,0.9262880610645033,27033,110,2484,8208,1131.24267578125,765.6078427199991
FT_COMPACT_seed_101,FT_COMPACT,101,30017,38,40,True,False,0.6599999999999997,0.931306990881459,0.9846688226134866,0.7688926300037411,0.8635050680111339,0.8041356104622728,0.0047157646538702426,0.2311073699962589,0.946546747210004,0.9199483412719506,27015,128,2471,8221,403.38037109375,300.19465206400037
FT_DEEP_REGULARIZED_seed_101,FT_DEEP_REGULARIZED,101,209153,37,40,True,False,0.6699999999999997,0.9310955464516981,0.9851194047761911,0.7677702955480733,0.862969776609724,0.8032132443592102,0.004568397008436797,0.23222970445192667,0.9467320731883521,0.920015233598449,27019,124,2483,8209,1459.89208984375,1019.6171720010007
