threshold,seed_count,mean_accuracy,accuracy_std,minimum_accuracy,mean_precision,precision_std,minimum_precision,mean_recall,recall_std,minimum_recall,mean_f1,f1_std,minimum_f1,maximum_f1,mean_f2,f2_std,minimum_f2,mean_fpr,fpr_std,maximum_fpr,mean_fnr,fnr_std,maximum_fnr,distance_to_seed_optimum_mean,distance_to_seed_optimum_median
0.31,5,0.8848737941059867,0.005638306816224563,0.8756971058543677,0.7690714707706964,0.015711164519512606,0.7458740454881353,0.8475682753460532,0.0063895350350883185,0.836887392442948,0.8063048327270605,0.007073236511272326,0.7943684141489222,0.8128633720930233,0.830536430826918,0.003784160823574692,0.8266147378382805,0.10043105036289283,0.00938333901262407,0.11402571565412814,0.1524317246539469,0.0063895350350882995,0.163112607557052,0.36500000000000005,0.36500000000000005
0.315,5,0.8900753270781022,0.004454156084671005,0.8856878551605656,0.7846229799900775,0.01577237809787723,0.7702645592088581,0.8428918817807706,0.008248341695582266,0.8323045267489712,0.8125731425596449,0.004907106657193116,0.8071348940914159,0.8199198415257751,0.8304597756703757,0.003298618749596444,0.827213023772084,0.09133846663964926,0.009244802122254939,0.10013631507202593,0.15710811821922935,0.00824834169558226,0.16769547325102882,0.36000000000000004,0.36000000000000004
0.32,5,0.8924593630236555,0.0060597023346154865,0.8864807717721687,0.7920964462553275,0.021519229325258103,0.7734461827819099,0.8410587355031799,0.009636684511720247,0.8267863823419379,0.8156097698121398,0.007148055485720662,0.8081647237482692,0.8275216475544114,0.8306314706290078,0.003706037039157453,0.8270803315806217,0.0872932247725012,0.011906083704124402,0.09763106509965737,0.15894126449682006,0.00963668451172025,0.1732136176580621,0.35500000000000004,0.35500000000000004
0.325,5,0.8932417074137703,0.006176623048576311,0.8869829522928505,0.7946858076923222,0.0222533095965108,0.7749400068563592,0.8401982790871679,0.009931717563828827,0.8253834642723532,0.8165582977417651,0.007258889569960691,0.8087656529516994,0.8285218044406892,0.830516666811046,0.003733437076597797,0.8266359429738287,0.08586375861179678,0.012226952869265598,0.0967468592270567,0.159801720912832,0.009931717563828858,0.17461653572764685,0.35000000000000003,0.35000000000000003
0.33,5,0.8938337518171007,0.0063954676648824,0.8874587022598124,0.7966419853859777,0.023232492293095357,0.7763270915650232,0.8396184062850729,0.010248324767090254,0.8242611298166854,0.8172956206691419,0.007556851455666026,0.8093489746574729,0.82984934086629,0.830476680835776,0.0038442535709945964,0.8264873583914774,0.08481007994694764,0.012648558440135717,0.09593633717717275,0.16038159371492705,0.010248324767090288,0.17573887018331463,0.34500000000000003,0.34500000000000003
0.335,5,0.894452226774151,0.006564537637490216,0.8881987577639752,0.7987001339715657,0.02413962929727007,0.778342522398346,0.8390011223344557,0.010512757398949073,0.823045267489712,0.8180652426747687,0.007773375930273788,0.8103139013452916,0.8311688311688311,0.8304272580445347,0.0038622188462950147,0.8262755629002274,0.08370482260619681,0.013016670129000152,0.09479423792506356,0.16099887766554433,0.01051275739894907,0.17695473251028807,0.34,0.34
0.34,5,0.8949966961807849,0.006608177591324138,0.8890181049292982,0.8004845847489437,0.02475247346905294,0.78057211995506,0.8385147774036662,0.010925480614659516,0.8217358772914328,0.8187518023973338,0.007793697019621394,0.8113910973363878,0.832046971921019,0.8304201576879002,0.0040458299522910055,0.8258294952533133,0.08275430129315109,0.013255369509403113,0.09354161293887926,0.16148522259633372,0.0109254806146595,0.17826412270856715,0.335,0.335
0.345,5,0.895535879476675,0.006560040005721327,0.8898374520946214,0.8023000866837092,0.02504646784908972,0.7828160221952488,0.8379349046015714,0.011263101425760686,0.8205200149644594,0.8194128875532272,0.007685050975854343,0.8124718797804373,0.8326294310254828,0.8303481963774868,0.004219231374786364,0.8253212666277823,0.08177430645101867,0.013342637848757492,0.09228898795269498,0.16206509539842875,0.011263101425760657,0.17947998503554058,0.33000000000000007,0.33000000000000007
0.35,5,0.8959323377824766,0.006584513519002522,0.8904453548301837,0.8039008225527304,0.02554033903221936,0.7847759895606785,0.8370931537598205,0.011680391759873671,0.819023569023569,0.8198288265846034,0.007700535334297299,0.8131788885383332,0.8331668331668333,0.8300193691204857,0.004510596928347731,0.8246228600485903,0.08089010057841801,0.013518059900505303,0.0911468887005858,0.1629068462401796,0.011680391759873654,0.18097643097643099,0.32500000000000007,0.32500000000000007
0.355,5,0.8964133738601824,0.006676380889142306,0.8911854103343465,0.8055841788423912,0.026164497567944877,0.7868923989876953,0.8365319865319865,0.011867798726040423,0.8180882903105126,0.8204190390099597,0.007804799402706845,0.8141393165094127,0.8340405244338498,0.8299266677835387,0.004509188768499068,0.8243953931122882,0.07999852632354568,0.013755202794749696,0.08996794753711823,0.16346801346801348,0.011867798726040425,0.18191170968948747,0.32000000000000006,0.32000000000000006
0.36,5,0.896862693273424,0.006631525476742244,0.8919783269459495,0.8071648591713707,0.026377014178261268,0.7890084886671918,0.8359708193041527,0.01206263007087394,0.8170594837261503,0.8209603771775482,0.0077148437283308825,0.8152267281522672,0.8345035105315948,0.8298150363322486,0.004600191055843406,0.8239488427366871,0.07915116236230336,0.013794814039212339,0.08882584828500903,0.16402918069584738,0.012062630070873914,0.1829405162738496,0.31500000000000006,0.31500000000000006
0.365,5,0.8976450376635391,0.0065585756141856594,0.8929826879873133,0.8096951294597632,0.026528584621106372,0.7919486683660015,0.8353722409277966,0.012337421707743747,0.8162177328843996,0.8219713778081523,0.00760257673297498,0.8165299741719153,0.8352794793261867,0.8298723030402388,0.004818179491327795,0.8237370686400363,0.07782485355340235,0.013796142293776487,0.08720480418524112,0.1646277590722035,0.012337421707743762,0.18378226711560045,0.31000000000000005,0.31000000000000005
0.37,5,0.8982635126205893,0.006457861085503535,0.8938548962600766,0.8116914977401635,0.02658082345848205,0.7944081848650556,0.8349233071455293,0.012551914231989056,0.8153759820426487,0.8227766450118794,0.00742903318545912,0.8177031320926009,0.8357779695139488,0.8299335289472178,0.004959562966324818,0.8234160716309645,0.07678591165309656,0.013763632188198377,0.08587849537634012,0.16507669285447063,0.012551914231989064,0.18462401795735128,0.30500000000000005,0.30500000000000005
