seed,winning_candidate_id,winning_f1,winning_pr_auc,winning_recall,winning_threshold
7,FT_BALANCED,0.866284523189161,0.9291636892316072,0.7774036662925552,0.6949999999999997
29,FT_BALANCED,0.8666076358143654,0.9276318068669108,0.7780583613916947,0.6549999999999997
101,FT_BALANCED,0.8635455023671751,0.9262880610645032,0.7676767676767676,0.7299999999999998
313,FT_BALANCED,0.8667884163840333,0.9241732577220014,0.7768424990647212,0.6199999999999998
997,FT_COMPACT,0.8662927826405997,0.9230850487710472,0.7729143284698841,0.6699999999999997
