seed,winning_candidate_id,winning_f1,winning_pr_auc,winning_recall,winning_threshold
313,FT_BALANCED,0.8667884163840333,0.9241732577220014,0.7768424990647212,0.6199999999999998
997,FT_COMPACT,0.8662927826405997,0.9230850487710471,0.7729143284698841,0.6699999999999997
