candidate_id,original_best_epoch,extended_best_epoch,original_threshold,extended_threshold,original_f1,extended_f1,f1_change,original_f2,extended_f2,f2_change,original_pr_auc,extended_pr_auc,pr_auc_change,original_recall,extended_recall,recall_change,original_fnr,extended_fnr,fnr_change
FT_COMPACT,15,23,0.7199999999999998,0.6899999999999997,0.8609747082739321,0.8617380299514871,0.0007633216775549956,0.7990787023424483,0.8004506269592477,0.0013719246167994692,0.9185686342779836,0.9196744830490972,0.0011058487711135268,0.762532734754957,0.7642162364384587,0.0016835016835017313,0.237467265245043,0.23578376356154135,-0.001683501683501648
FT_BALANCED,15,28,0.7349999999999997,0.6599999999999997,0.8615869679453495,0.8626812355536877,0.0010942676083381953,0.8020584667162368,0.8032360306777273,0.001177563961490491,0.9179547103497576,0.9272883071218994,0.009333596772141739,0.7667414889637112,0.7679573512906847,0.0012158623269734603,0.2332585110362888,0.23204264870931537,-0.0012158623269734326
FT_DEEP_REGULARIZED,15,30,0.6049999999999998,0.6899999999999997,0.861640169998426,0.8625092328796032,0.0008690628811772738,0.8028747433264887,0.8009014305310601,-0.001973312795428561,0.917372820746131,0.9195819657397941,0.0022091449936630925,0.7679573512906847,0.7644968200523756,-0.003460531238309028,0.2320426487093153,0.2355031799476244,0.0034605312383091114
