aggregate_rank,candidate_id,parameter_count,seed_count,seed_win_count,mean_best_epoch,maximum_best_epoch,best_checkpoint_ceiling_hits,mean_threshold,threshold_std,mean_accuracy,accuracy_std,mean_precision,precision_std,mean_recall,recall_std,mean_f1,f1_std,minimum_f1,maximum_f1,mean_f2,f2_std,mean_fpr,fpr_std,mean_fnr,fnr_std,mean_roc_auc,roc_auc_std,mean_pr_auc,pr_auc_std,mean_peak_gpu_memory_mb,total_runtime_seconds
1,FT_BALANCED,159169,3,3,42.333333333333336,50,0,0.693333333333333,0.03752776749732571,0.9319765649090348,0.00047008754052966817,0.9809295722573393,0.005063975703658267,0.7743795984536725,0.005814044352778609,0.8654792204569005,0.0016824237516274293,0.8635455023671751,0.8666076358143654,0.8084129981646409,0.004391952083188445,0.005943828365815598,0.001638257244534745,0.22562040154632745,0.005814044352778581,0.9534313697789104,0.0012055544708639188,0.9276945190543403,0.0014388394464635637,1129.3714192708333,2613.3817139249977
2,FT_COMPACT,30017,3,0,35.666666666666664,38,0,0.6516666666666664,0.033291640592396934,0.9311484075591383,0.00015858332232060457,0.9854777421814638,0.0018282353562045172,0.7676767676767676,0.0019461889306663903,0.8630454293140164,0.0005563737684274256,0.8624268928816059,0.8635050680111339,0.8031775761199554,0.0014671044366466133,0.004457871274361667,0.0005790160868548352,0.2323232323232323,0.0019461889306663816,0.9467341073268049,0.00017372361826970136,0.9201649460841425,0.0001877947778949186,403.015625,884.6973975830006
3,FT_DEEP_REGULARIZED,209153,3,0,34.666666666666664,39,0,0.683333333333333,0.01527525231651948,0.9311748381128585,7.929166116038555e-05,0.9875084352296929,0.0020698628981665793,0.7661491457787754,0.0014070687238304889,0.8628558245675114,0.00012875273997421132,0.8627161535217207,0.862969776609724,0.802108084524885,0.0009613283012391406,0.0038192781441500332,0.000649017439080603,0.23385085422122454,0.001407068723830512,0.9466124414973853,0.00010383555565339424,0.9199223081095841,9.876863035796496e-05,1464.8671875,2898.7231454760004
