run_id,candidate_id,seed,parameter_count,best_epoch,final_epoch_executed,epoch_ceiling_reached,best_checkpoint_at_epoch_ceiling,threshold,accuracy,precision,recall,f1,f2,fpr,fnr,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,peak_gpu_memory_mb,runtime_seconds
FT_BALANCED_seed_313,FT_BALANCED,313,159169,33,39,False,False,0.6199999999999998,0.9325227963525836,0.9802903340021244,0.7768424990647212,0.8667884163840333,0.8104837922757168,0.0061525991968463326,0.22315750093527872,0.9499965122163603,0.9241732577220014,26976,167,2386,8306,1127.56005859375,750.1335759879985
FT_COMPACT_seed_313,FT_COMPACT,313,30017,40,46,False,False,0.6549999999999997,0.9307255186996167,0.9866152176534426,0.7652450430228208,0.8619436397155649,0.8011985664205558,0.004089452160778101,0.23475495697717919,0.9472999906317071,0.9206499385303357,27032,111,2510,8182,402.65087890625,347.41659296999933
FT_DEEP_REGULARIZED_seed_313,FT_DEEP_REGULARIZED,313,209153,33,39,False,False,0.7199999999999998,0.9308048103607771,0.9863855421686747,0.7657126823793491,0.8621524852569503,0.8015782877731652,0.004163135983494824,0.23428731762065094,0.94503793104261,0.9181403558364459,27030,113,2505,8187,1462.462890625,987.8567865650002
FT_BALANCED_seed_997,FT_BALANCED,997,159169,34,40,False,False,0.6749999999999997,0.9323113519228228,0.9856647951260303,0.7716984661429106,0.865655982793894,0.8067228533995581,0.004421029363003353,0.2283015338570894,0.9493408747058143,0.9235681828846767,27023,120,2441,8251,1129.4013671875,769.7949587030016
FT_COMPACT_seed_997,FT_COMPACT,997,30017,55,61,False,False,0.6699999999999997,0.9325756574600238,0.9853344461666865,0.7729143284698841,0.8662927826405997,0.8077411787704037,0.004531555097078436,0.22708567153011597,0.9491580606759679,0.9230850487710471,27020,123,2428,8264,403.015625,459.0374735749974
FT_DEEP_REGULARIZED_seed_997,FT_DEEP_REGULARIZED,997,209153,48,54,False,False,0.7199999999999998,0.9311484075591384,0.9894685873380946,0.7644968200523756,0.8625547406742996,0.8009171255560564,0.003205246288177431,0.2355031799476244,0.9468634835861705,0.9202037138613438,27056,87,2518,8174,1464.88134765625,1366.7899404130003
