candidate_id,seed,original_best_epoch,extended_best_epoch,original_final_epoch,extended_final_epoch,original_threshold,extended_threshold,original_f1,extended_f1,f1_change,original_f2,extended_f2,f2_change,original_recall,extended_recall,recall_change,original_pr_auc,extended_pr_auc,pr_auc_change
FT_BALANCED,7,40,50,40,56,0.6499999999999997,0.6949999999999997,0.8623930277734025,0.866284523189161,0.0038914954157585058,0.8032588071905012,0.8106737408808957,0.007414933690394476,0.7681444070332959,0.7774036662925552,0.0092592592592593,0.9268671770151775,0.9291636892316072,0.0022965122164296803
