condition_id,execution_index,target_id,comparison_group,hardware_mode,physical_gpu_index,batch_size,iteration_index,elapsed_ns,batch_latency_ms,flows_per_second
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,148,746541,0.746541,1339.5111587977083
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,149,805756,0.805756,1241.0704977685552
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,150,771604,0.771604,1296.0015759379164
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,151,776785,0.776785,1287.3575056160971
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,152,811864,0.811864,1231.7333937703852
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,153,747361,0.747361,1338.041455200365
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,154,712534,0.712534,1403.441800671968
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,155,744212,0.744212,1343.70313835305
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,156,767352,0.767352,1303.1828939000616
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,157,825348,0.825348,1211.6101329378637
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,158,853488,0.853488,1171.6626361471983
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,159,800500,0.8005,1249.2192379762648
GPUCOND_021,1,STAGE20_MASKED_CNN_V1,GROUP_B_PACKET_IMAGE,GPU_SINGLE_T4,1,1,160,810376,0.810376,1233.9950837635863
