comparison,family,random_pr_auc_removal_penalty,random_pr_auc_ci_low,random_pr_auc_ci_high,chronological_pr_auc_removal_penalty,chronological_pr_auc_ci_low,chronological_pr_auc_ci_high,pr_auc_interaction,pr_auc_interaction_ci_low,pr_auc_interaction_ci_high,random_roc_auc_removal_penalty,random_roc_auc_ci_low,random_roc_auc_ci_high,chronological_roc_auc_removal_penalty,chronological_roc_auc_ci_low,chronological_roc_auc_ci_high,roc_auc_interaction,roc_auc_interaction_ci_low,roc_auc_interaction_ci_high,pr_auc_interaction_ci_excludes_zero,roc_auc_interaction_ci_excludes_zero
PLACEBO_COUNTS,PLACEBO,3.525562945361216e-06,-6.221487853516894e-05,9.306296626872267e-05,-0.00035135068279314174,-0.0005326375221844277,0.000211414861873943,0.00035487624573850296,-0.0001924894692649639,0.000571249406087932,7.145327649893396e-06,-1.3151186901519396e-05,7.641704426199214e-05,-0.0018669410389258179,-0.0022791328623527453,0.0015201658726529392,0.0018740863665757113,-0.0015045810504098478,0.0023173767162522805,False,False
PLACEBO_VOLUME_DIRECTION,PLACEBO,8.889789239741042e-06,-8.593888651586556e-05,6.411794831150952e-05,0.000455778645810645,0.0001572071047957851,0.0007903790760631949,-0.00044688885657090394,-0.0008029240210030011,-0.00016677853841592672,7.6162873373641915e-06,-2.359674367829745e-05,4.672242028259665e-05,0.0010673401562556473,0.00036527709897742067,0.0034157811884673087,-0.001059723868918283,-0.003417464355822769,-0.00034597310439506986,True,True
PLACEBO_IAT,PLACEBO,9.598227291185424e-06,-4.7037628933296885e-05,0.00010541591842526399,0.0009173719466153973,0.000834998731891853,0.001883947248631963,-0.0009077737193242119,-0.0018540846072779144,-0.0008261270535512137,6.511822135291112e-06,-1.0684095863716656e-06,7.670633904829083e-05,0.0024242786008898953,0.0027117436426396272,0.006698729139139717,-0.0024177667787546042,-0.006673876448393251,-0.0026836557358009133,True,True
PLACEBO_PACKET_SIZE,PLACEBO,0.003888283056364017,0.0024628749496304254,0.004365007708904592,0.00019790280297961316,-5.652205229009569e-05,0.0006014616285098198,0.003690380253384404,0.0021383081363080298,0.0041602942421931745,0.0018221458956579895,0.001205078175189514,0.0021392984130193414,-0.0008012489811932699,-0.0018258067434213099,0.0008366828745349569,0.0026233948768512594,0.0006710463151678337,0.0036695768170522556,True,True
PLACEBO_ACTIVITY,PLACEBO,6.019856801375845e-06,-7.349637240033346e-05,0.00011708002745871302,-0.00033936113633246945,-0.000560152912040051,0.0002493596037328909,0.0003453809931338453,-0.00022491172034197344,0.0006005405414335411,7.580835817311282e-06,-4.812563122560952e-06,0.00010232480202752303,-0.0016005855437528638,-0.0022541188435997008,0.0016297617302965055,0.001608166379570175,-0.0015803759837757253,0.0023125463317466787,False,False
