target_id,group,cpu_mode,batch_size,status,n_timed_observations,p50_latency_ms,p50_ci95_low_ms,p50_ci95_high_ms,p95_latency_ms,p95_ci95_low_ms,p95_ci95_high_ms,p99_latency_ms,p99_ci95_low_ms,p99_ci95_high_ms,median_throughput_samples_per_s,throughput_ci95_low_samples_per_s,throughput_ci95_high_samples_per_s,resource_limit_outcome
ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,64,PASS,150,7.42029,6.6248249999999995,8.363,14.94818095,12.60965,16.297401999999995,17.04106609999999,15.556190509999992,22.37828,8625.200823473344,7653.399439923443,9661.130154685216,NONE
ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,256,PASS,100,15.763,15.5153945,16.293593625,22.4649535,21.103511401249996,24.3985785,25.024126510000016,22.443691790000013,28.19188,16240.646042212335,15711.696951543547,16499.741813865454,NONE
ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,1024,PASS,50,38.918859,38.732999,39.317579,42.89060495,40.323179,45.024592,,,,26311.15184444711,26044.329942085194,26437.405772842045,NONE
ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,8192,PASS,20,249.294107,244.076252,253.964921,281.26176499999997,256.0645255,287.202856,,,,32860.78648034978,32256.5294866491,33564.22135092746,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,PASS,200,1.722885,1.70868,1.742435,2.28030105,2.077389049999999,2.4796114999999994,3.040946999999998,2.4603816,3.442939,580.4252995555269,573.9098786913238,585.2470913219562,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,64,PASS,150,73.4281795,72.803285625,74.0728345,80.11562099999999,78.500309,82.3698285,83.73032999999998,81.31933916499999,88.512899,871.6000071674872,864.0151259097199,879.0812248530433,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,256,PASS,100,344.18710599999997,341.309176,347.704926,358.81534905,356.268122,364.4012585,367.56306069,358.775503,370.362255,743.781772022851,736.2564659207617,750.0530838350505,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1024,PASS,50,1569.031618,1557.719874,1582.164373,1612.94147645,1598.555538,1617.1464855,,,,652.6319095847382,647.2146956189745,657.3710935677707,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,8192,PASS,20,13796.077025,13606.988392,14334.7984055,15094.64789695,14534.5839037,15232.628404,,,,593.8117595342778,571.4912015994692,602.048091258945,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,1,PASS,200,1.68274,1.64107,1.712415,2.0750304999999996,1.98195,2.50608,2.618249599999996,2.4904835625,3.140661,594.2689986925175,583.9706022388971,609.3585282772825,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,64,PASS,150,40.114219500000004,39.3622,41.2195995,51.16376449999999,49.161530949999985,52.78784855,53.66909881,52.03510268999999,55.665789,1595.4453027581606,1552.6793557988594,1625.9272525507372,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,256,PASS,100,192.807077,191.114477,193.93397299999998,207.787326,205.045838,212.21681354999998,213.77269749,207.79381909000003,214.058757,1327.7520941286139,1320.0370058191488,1339.5112919676933,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,1024,PASS,50,833.545548,827.703029,844.13076,864.03292,852.8497805,872.951011,,,,1228.4882778319493,1213.0825727107112,1237.1637604300959,NONE
FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,8192,PASS,20,7624.7970225,7569.153067,7714.2541555,7958.5981043,7763.90857465,8446.284619,,,,1074.3892976429515,1061.9336390397566,1082.2875330286936,NONE
