Model,Decision agreement,Mean local R2,Median local R2,Mean fidelity gap,Seed top-10 Jaccard,Seed weight cosine,Seed sign agreement,SHAP–LIME top-10 Jaccard,SHAP–LIME absolute cosine,SHAP–LIME signed cosine,SHAP–LIME Spearman
LightGBM,0.9166666666666666,0.3381328872737954,0.350365379901827,0.1796854395118093,0.7447607947607948,0.9895803725714418,0.9698142135642136,0.3603479853479853,0.6026531003036569,0.0116335814827593,0.5007156405611691
XGBoost,0.8333333333333334,0.2028362345218498,0.2123699689590726,0.1547246250287754,0.7528554778554778,0.9617470251566947,0.9794061494061492,0.3040382819794584,0.6225246895026096,0.2141245110789972,0.4400805194162877
