run_id,candidate_id,seed,threshold,accuracy,precision,recall,f1,f2,fpr,fnr,true_negative,false_positive,false_negative,true_positive
FT_COMPACT_seed_7,FT_COMPACT,7,0.05,0.5849081538258226,0.4048658291266558,0.9976618032173588,0.5759874726639488,0.7716848730376907,0.5776811700991047,0.0023381967826412273,11463,15680,25,10667
FT_COMPACT_seed_7,FT_COMPACT,7,0.055,0.5859125148671864,0.40542903851271717,0.9973812196034418,0.5765103392350318,0.7719592882685932,0.576170651733412,0.002618780396558174,11504,15639,28,10664
FT_COMPACT_seed_7,FT_COMPACT,7,0.06,0.5875247786441126,0.4063643292682927,0.9972876917321362,0.5774396187588,0.772591583584512,0.5738864532291935,0.002712308267863823,11566,15577,29,10663
FT_COMPACT_seed_7,FT_COMPACT,7,0.065,0.5882912647019956,0.40679971000114473,0.9971006359895249,0.5778476381473753,0.772816237767307,0.5727443539770843,0.0028993640104751214,11597,15546,31,10661
FT_COMPACT_seed_7,FT_COMPACT,7,0.06999999999999999,0.5890841813135985,0.4072446601199801,0.9968200523756079,0.5782491929577083,0.7730022193533413,0.5715285709022584,0.0031799476243920687,11630,15513,34,10658
FT_COMPACT_seed_7,FT_COMPACT,7,0.07499999999999998,0.592361569974891,0.40917642541754656,0.9967265245043023,0.5801780221574979,0.7743449638876376,0.5669233319824633,0.0032734754956977178,11755,15388,35,10657
FT_COMPACT_seed_7,FT_COMPACT,7,0.07999999999999999,0.5931016254790538,0.4096028908622612,0.996539468761691,0.580574853562185,0.7745598348381094,0.5658180746417124,0.003460531238309016,11785,15358,37,10655
FT_COMPACT_seed_7,FT_COMPACT,7,0.08499999999999999,0.5934980837848552,0.4098392184014155,0.996539468761691,0.5808122104115563,0.7747287903906,0.565265445971337,0.003460531238309016,11800,15343,37,10655
FT_COMPACT_seed_7,FT_COMPACT,7,0.08999999999999998,0.5937359587683362,0.40996728882047334,0.9963524130190797,0.5809090165498814,0.7747298299710558,0.564860184946395,0.003647586980920314,11811,15332,39,10653
FT_COMPACT_seed_7,FT_COMPACT,7,0.09499999999999997,0.5940531254129774,0.4101428626439216,0.9961653572764684,0.5810534355309457,0.7747646827763793,0.5643443981873779,0.0038346427235316123,11825,15318,41,10651
FT_COMPACT_seed_7,FT_COMPACT,7,0.09999999999999998,0.5942645698427382,0.4102623367618167,0.9960718294051627,0.5811574036179095,0.7748046619232617,0.5640128209851527,0.003928170594837262,11834,15309,42,10650
FT_COMPACT_seed_7,FT_COMPACT,7,0.10499999999999998,0.5947138892559799,0.4105242868157286,0.9959783015338571,0.5814042367329112,0.7749461489200676,0.5633496665807022,0.0040216984661429105,11852,15291,43,10649
FT_COMPACT_seed_7,FT_COMPACT,7,0.10999999999999997,0.5953217919915422,0.4108886059343288,0.9959783015338571,0.5817695102297249,0.7752056489772148,0.5625023026194599,0.0040216984661429105,11875,15268,43,10649
FT_COMPACT_seed_7,FT_COMPACT,7,0.11499999999999998,0.5959825558345447,0.41128533910088055,0.9959783015338571,0.5821670675705226,0.7754879114477133,0.5615812548355009,0.0040216984661429105,11900,15243,43,10649
FT_COMPACT_seed_7,FT_COMPACT,7,0.11999999999999997,0.5963790141403462,0.411523746956757,0.9959783015338571,0.5824058628893325,0.7756573676159954,0.5610286261651255,0.0040216984661429105,11915,15228,43,10649
FT_COMPACT_seed_7,FT_COMPACT,7,0.12499999999999996,0.6053125412977401,0.41689202429943173,0.9948559670781894,0.5875659402877897,0.778890792730255,0.548133957189699,0.0051440329218107,12265,14878,55,10637
FT_COMPACT_seed_7,FT_COMPACT,7,0.12999999999999995,0.6109686797938417,0.4203236911875272,0.9934530490086045,0.5907182381892501,0.7805817251870252,0.5396971594886343,0.0065469509913954355,12494,14649,70,10622
FT_COMPACT_seed_7,FT_COMPACT,7,0.13499999999999995,0.6188978459098718,0.42527767753318096,0.9919566030677142,0.5953242962588757,0.7832277312537845,0.5280551154993921,0.008043396932285821,12810,14333,86,10606
FT_COMPACT_seed_7,FT_COMPACT,7,0.13999999999999996,0.6191092903396326,0.4254081591720486,0.9918630751964085,0.5954352769433762,0.78326956881398,0.5277235382971669,0.00813692480359147,12819,14324,87,10605
FT_COMPACT_seed_7,FT_COMPACT,7,0.14499999999999996,0.619743623628915,0.42581810881349125,0.9918630751964085,0.5958367278141417,0.78354735271083,0.5268393324245662,0.00813692480359147,12843,14300,87,10605
