run_id,candidate_id,seed,epoch,training_loss,validation_loss,validation_roc_auc,validation_pr_auc,learning_rate,improved_best_checkpoint,epochs_without_improvement,epoch_seconds
FT_COMPACT_seed_7,FT_COMPACT,7,1,0.5348119215384167,0.4223303716910851,0.9319536857617068,0.8996748133433893,0.001,True,0,7.996448502000021
FT_COMPACT_seed_7,FT_COMPACT,7,2,0.41038464029721733,0.3832954017169507,0.9387363429770517,0.9102456434371266,0.001,True,0,7.3453101699997205
FT_COMPACT_seed_7,FT_COMPACT,7,3,0.3834033798934395,0.3736196499260285,0.9403510727481097,0.9128598868245424,0.001,True,0,7.312822633999531
FT_COMPACT_seed_7,FT_COMPACT,7,4,0.36775008180900914,0.36415367816246624,0.94225664411757,0.9151413575576288,0.001,True,0,7.331790428000204
FT_COMPACT_seed_7,FT_COMPACT,7,5,0.36290377052361766,0.362633583505355,0.9430158779679014,0.9157421662874536,0.001,True,0,7.355518710999604
FT_COMPACT_seed_7,FT_COMPACT,7,6,0.35934344098940435,0.3611349932927192,0.94257921241807,0.9148940345671227,0.001,False,1,7.31858643600026
FT_COMPACT_seed_7,FT_COMPACT,7,7,0.3562141470092349,0.35744063740947435,0.9439889513409595,0.9164125812100807,0.001,True,0,7.752914892999797
FT_COMPACT_seed_7,FT_COMPACT,7,8,0.35488290177071563,0.35665349688100834,0.9435203850788798,0.9162302640442577,0.001,False,1,7.302514150999741
FT_COMPACT_seed_7,FT_COMPACT,7,9,0.3529035728490052,0.3601201997457698,0.9441263314929331,0.915709926498489,0.001,False,2,7.3058910850004395
FT_COMPACT_seed_7,FT_COMPACT,7,10,0.3509258491771033,0.35346485357217117,0.944611587223556,0.9168628266874634,0.001,True,0,7.326208202000089
FT_COMPACT_seed_7,FT_COMPACT,7,11,0.3493789841619259,0.3536134196978761,0.9445685240186175,0.9174633194658037,0.001,True,0,7.3169425410005715
FT_COMPACT_seed_7,FT_COMPACT,7,12,0.34884288568811317,0.35360990576185136,0.944889569299587,0.9180454446537311,0.001,True,0,7.558350338000309
FT_COMPACT_seed_7,FT_COMPACT,7,13,0.3479821619811563,0.35387170109673854,0.9445345231244604,0.9177738055494926,0.001,False,1,7.2849174849998235
FT_COMPACT_seed_7,FT_COMPACT,7,14,0.3470008716336119,0.3551677004316138,0.9447479560492125,0.9176094349096389,0.001,False,2,7.289906217999487
FT_COMPACT_seed_7,FT_COMPACT,7,15,0.34658386560423227,0.35194332839019454,0.945394872377786,0.9183709165440448,0.001,True,0,7.332847519000097
FT_COMPACT_seed_7,FT_COMPACT,7,16,0.34568203877587667,0.35108760702762826,0.9452542566707463,0.9180562011864205,0.001,False,1,7.3367677960004585
FT_COMPACT_seed_7,FT_COMPACT,7,17,0.34448798838454964,0.3508560906687548,0.9446146349854898,0.917673322315743,0.001,False,2,7.448672240000633
FT_COMPACT_seed_7,FT_COMPACT,7,18,0.3445205540819374,0.3513053557604012,0.9450623734386274,0.9181108701075643,0.0005,False,3,7.4560244450003665
FT_COMPACT_seed_7,FT_COMPACT,7,19,0.34228199314132757,0.3492292550575218,0.9456368050639339,0.9188290263191744,0.0005,True,0,7.364908844999263
FT_COMPACT_seed_7,FT_COMPACT,7,20,0.3416483381837589,0.35079874803718397,0.9449506537537213,0.9181326528343068,0.0005,False,1,7.317487246000383
FT_COMPACT_seed_7,FT_COMPACT,7,21,0.3411577236627251,0.3484911860106753,0.9461921300301976,0.9195530332601484,0.0005,True,0,7.386187064999831
FT_COMPACT_seed_7,FT_COMPACT,7,22,0.3414957852229986,0.3476713598806382,0.9460266791121483,0.9190922414259127,0.0005,False,1,7.535436678999758
FT_COMPACT_seed_7,FT_COMPACT,7,23,0.3411648552292339,0.3482780321824026,0.9460724730704303,0.9192848629051242,0.0005,False,2,7.493799765999938
FT_COMPACT_seed_7,FT_COMPACT,7,24,0.34106390149130683,0.3485345968721848,0.9453555271322898,0.9186962841494446,0.00025,False,3,7.306589750999592
FT_COMPACT_seed_7,FT_COMPACT,7,25,0.3393983979324758,0.3479184437344754,0.9460891539246098,0.9195641210584059,0.00025,True,0,7.343834113000412
FT_COMPACT_seed_7,FT_COMPACT,7,26,0.3387917846889404,0.34896600195859623,0.9463405537966404,0.9197859140801117,0.00025,True,0,7.313998218000052
FT_COMPACT_seed_7,FT_COMPACT,7,27,0.3388651718042444,0.3472364112189318,0.9460030361290969,0.9194547894209071,0.00025,False,1,7.454041083999982
FT_COMPACT_seed_7,FT_COMPACT,7,28,0.33904502606669495,0.3473016714835491,0.9466243557368954,0.9200122720723103,0.00025,True,0,7.3491317789994355
FT_COMPACT_seed_7,FT_COMPACT,7,29,0.3384437419874576,0.34677141761786084,0.9462693388506059,0.9196829591750438,0.00025,False,1,7.4420700820001
FT_COMPACT_seed_7,FT_COMPACT,7,30,0.3390589973800558,0.3492262846769454,0.9458016478078946,0.9190549495824405,0.00025,False,2,7.331470729999637
FT_COMPACT_seed_7,FT_COMPACT,7,31,0.33848958324443074,0.34730004629481337,0.9466711558528764,0.9200863065265381,0.000125,True,0,7.338677697000094
FT_COMPACT_seed_7,FT_COMPACT,7,32,0.33787396364373995,0.34623712971501297,0.9464577194823791,0.9199918939500694,0.000125,False,1,7.3299497200005135
FT_COMPACT_seed_7,FT_COMPACT,7,33,0.3379405271259763,0.3463331576893127,0.9462883197399361,0.9197637248103547,0.000125,False,2,7.482131947000198
FT_COMPACT_seed_7,FT_COMPACT,7,34,0.3378949505888263,0.34631119123597875,0.9466018429583827,0.92009913268699,6.25e-05,True,0,7.435078728000008
FT_COMPACT_seed_7,FT_COMPACT,7,35,0.33673903310534586,0.3457280624183777,0.9466230653051892,0.9201117211894937,6.25e-05,True,0,7.297176271999888
FT_COMPACT_seed_7,FT_COMPACT,7,36,0.33652502805483564,0.345938792147724,0.9467556696538386,0.9202530334801242,6.25e-05,True,0,7.3244780610002636
FT_COMPACT_seed_7,FT_COMPACT,7,37,0.33615431478801794,0.3455228678825999,0.9467657226164636,0.9202821166978417,6.25e-05,True,0,7.3418045380003605
FT_COMPACT_seed_7,FT_COMPACT,7,38,0.3366555642760611,0.3459075410504377,0.9464938291728092,0.9199705758227176,6.25e-05,False,1,7.435679692999656
FT_COMPACT_seed_7,FT_COMPACT,7,39,0.3363308915151814,0.34562608981535803,0.9467290840040925,0.9202315876938799,3.125e-05,False,2,7.418959902000097
FT_COMPACT_seed_7,FT_COMPACT,7,40,0.3362026627405875,0.34560374159218693,0.9466225863465586,0.9201035889590241,3.125e-05,False,3,7.3044872139998915
