model,model_display,selected_outcome,feature_index,feature_name,case_count,mean_attribution,mean_absolute_attribution,median_absolute_attribution,maximum_absolute_attribution,top10_case_count,top10_case_rate,positive_case_fraction,mean_reference_sign_consistency,outcome_absolute_rank
mlp,MLP,FN,48,ACK Flag Cnt,8,-0.03660364003176582,0.08122159407900924,0.054631836043179026,0.23234303023466404,0,0.0,0.375,0.73828125,35
mlp,MLP,FN,55,Bwd Seg Size Avg,8,-0.023722739807297017,0.06324925024823337,0.02803001850096442,0.23785823321091412,0,0.0,0.625,0.609375,36
mlp,MLP,FN,25,Fwd IAT Min,8,0.057619561450025066,0.057619561450025066,0.06094117518031003,0.09367884687554583,0,0.0,1.0,0.671875,37
mlp,MLP,FN,29,Bwd IAT Max,8,-0.0515827962622164,0.055542501837147734,0.05093291013093517,0.11551664253696714,0,0.0,0.25,0.609375,38
mlp,MLP,FN,76,Idle Max,8,-0.03406343526822743,0.03977429788850782,0.023813410608376606,0.16301204672981842,0,0.0,0.125,0.75,39
mlp,MLP,FN,8,Fwd Pkt Len Min,8,-0.021895247805097086,0.032353789264399524,0.012904537795992405,0.10985101260623414,0,0.0,0.625,0.8515625,40
mlp,MLP,FN,22,Fwd IAT Mean,8,0.02535526381828518,0.03119021262662636,0.02371965332110902,0.06438577989568532,0,0.0,0.875,0.76171875,41
mlp,MLP,FN,39,Pkt Len Min,8,0.01992658747876094,0.028947973848723666,0.004392726652921715,0.12362484538473877,0,0.0,0.625,0.79296875,42
mlp,MLP,FN,28,Bwd IAT Std,8,0.007029173571072505,0.02622004852693596,0.015590029230005183,0.0687835675951914,0,0.0,0.75,0.56640625,43
mlp,MLP,FN,16,Flow Pkts/s,8,-0.009401058771957358,0.01733605867534578,0.0028466161411254735,0.09691503868122811,0,0.0,0.625,0.6484375,44
mlp,MLP,FN,15,Flow Byts/s,8,0.01504492527853432,0.01504492527853432,0.015592914376778944,0.024925585052712734,0,0.0,1.0,0.6484375,45
mlp,MLP,FN,37,Fwd Pkts/s,8,-0.004427745948269422,0.01466856324722133,0.006630016133384514,0.06657194154024453,0,0.0,0.625,0.6796875,46
mlp,MLP,FN,38,Bwd Pkts/s,8,-0.00689982067767482,0.008802200978995261,0.008606179427499954,0.01243100286211849,0,0.0,0.125,0.69921875,47
mlp,MLP,FN,72,Active Max,8,-0.007846338588969114,0.008070290893673797,0.006656281602851837,0.022500810444587023,0,0.0,0.125,0.875,48
mlp,MLP,FN,71,Active Std,8,0.00751863652108013,0.00751863652108013,0.007631853828879846,0.009922742621662916,0,0.0,1.0,0.828125,49
mlp,MLP,FN,45,SYN Flag Cnt,8,0.005558024404415376,0.006538579522772468,0.005109311147854904,0.021755664650450108,0,0.0,0.75,0.96875,50
mlp,MLP,FN,4,Tot Bwd Pkts,8,0.0025979014324079962,0.006199495037541473,0.006467024335511606,0.01297633835550602,0,0.0,0.75,0.62109375,51
mlp,MLP,FN,31,Fwd PSH Flags,8,-0.004727482967316495,0.00608675380970603,0.0055570485514964876,0.017836618973002823,0,0.0,0.125,0.96875,52
mlp,MLP,FN,30,Bwd IAT Min,8,0.003744761460233331,0.003760606715011572,0.0017575276140827,0.018769082071000184,0,0.0,0.875,0.55859375,53
mlp,MLP,FN,36,Bwd Header Len,8,0.001888935865219001,0.0034624027155604796,0.0030012006282266477,0.007319361643278144,0,0.0,0.625,0.59765625,54
mlp,MLP,FN,64,Subflow Bwd Pkts,8,-0.0006281871077824563,0.001485174404461382,0.0009101138505887057,0.006420266186862949,0,0.0,0.625,0.59375,55
mlp,MLP,FN,6,TotLen Bwd Pkts,8,-0.0011094065003491127,0.0011137601618901832,0.000782554544904068,0.004426263364298489,0,0.0,0.125,0.54296875,56
mlp,MLP,FN,70,Active Mean,8,0.0008660516959640986,0.0008938142193766162,0.0008125960181761475,0.0016089460521455522,0,0.0,0.875,0.8515625,57
mlp,MLP,FN,65,Subflow Bwd Byts,8,-0.00054607965097161,0.0006657511459975417,0.000382242175706679,0.0015384928974469466,0,0.0,0.25,0.625,58
mlp,MLP,FN,75,Idle Std,8,-0.0003507299130898205,0.0006061256705275152,0.0004798248028992159,0.0012280243056608281,0,0.0,0.375,0.84765625,59
mlp,MLP,FN,5,TotLen Fwd Pkts,8,-0.0003576600380376053,0.0005428836759587414,0.0005874360291707411,0.0008191564298172932,0,0.0,0.125,0.63671875,60
mlp,MLP,FN,63,Subflow Fwd Byts,8,0.000293719238688422,0.0005131104555337355,0.0006570835289256478,0.0008038481485421156,0,0.0,0.75,0.67578125,61
mlp,MLP,FN,62,Subflow Fwd Pkts,8,0.0001613361843834716,0.0002635265484345379,0.0002399826970681025,0.0006472610900370272,0,0.0,0.75,0.69140625,62
mlp,MLP,FN,35,Fwd Header Len,8,0.00011905558179724289,0.0002588827288509473,0.0002624134126701286,0.00041404732033836197,0,0.0,0.75,0.66015625,63
mlp,MLP,FN,73,Active Min,8,-0.00019122014077098499,0.00019122014077098499,0.00016443269604862239,0.00040987125361384365,0,0.0,0.0,0.8515625,64
mlp,MLP,FN,3,Tot Fwd Pkts,8,-7.129682321208882e-05,0.0001223633600921017,0.00013355507782843265,0.0002747933259385273,0,0.0,0.25,0.65234375,65
mlp,MLP,FN,68,Fwd Act Data Pkts,8,2.5779930049606375e-05,4.0846820363383854e-05,3.5218100568337594e-05,7.858214489126446e-05,0,0.0,0.625,0.5859375,66
mlp,MLP,FN,32,Bwd PSH Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,67
mlp,MLP,FN,33,Fwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,68
mlp,MLP,FN,34,Bwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,69
mlp,MLP,FN,44,FIN Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,70
mlp,MLP,FN,49,URG Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,71
mlp,MLP,FN,50,CWE Flag Count,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,72
mlp,MLP,FN,56,Fwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,73
mlp,MLP,FN,57,Fwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,74
mlp,MLP,FN,58,Fwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,75
mlp,MLP,FN,59,Bwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,76
mlp,MLP,FN,60,Bwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,77
mlp,MLP,FN,61,Bwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,78
mlp,MLP,FP,69,Fwd Seg Size Min,8,1.8763081031321782,1.8763081031321782,1.0528320536617453,7.739997854930512,7,0.875,1.0,0.8828125,1
mlp,MLP,FP,7,Fwd Pkt Len Max,8,1.7169510675556385,1.7169510675556385,2.2167222405199585,2.974674289787125,8,1.0,1.0,0.75,2
mlp,MLP,FP,14,Bwd Pkt Len Std,8,-1.1426738980990363,1.1426738980990363,0.9575121631246347,2.524055705302246,8,1.0,0.0,0.61328125,3
mlp,MLP,FP,66,Init Fwd Win Byts,8,1.064744647692938,1.076845582137154,1.2225939052749748,2.2730552978214016,7,0.875,0.875,0.625,4
mlp,MLP,FP,54,Fwd Seg Size Avg,8,-0.9493092347796142,0.9493092347796142,0.920999010977355,2.2469916032872135,5,0.625,0.0,0.68359375,5
mlp,MLP,FP,10,Fwd Pkt Len Std,8,-0.7994967525701251,0.7994967525701251,0.7338738872130088,2.1207768633632056,4,0.5,0.0,0.6015625,6
mlp,MLP,FP,40,Pkt Len Max,8,0.7816084396763517,0.7816084396763517,0.819614689300291,1.4957464259956867,5,0.625,1.0,0.71875,7
mlp,MLP,FP,33,Fwd URG Flags,8,0.7811632612109793,0.7811632612109793,0.0,3.1768823221213043,2,0.25,0.25,1.0,8
mlp,MLP,FP,0,Dst Port,8,0.4611229650172042,0.7625810661454913,0.4325948462237046,2.4654874650041254,3,0.375,0.625,0.5859375,9
mlp,MLP,FP,11,Bwd Pkt Len Max,8,0.7620660216087909,0.7620660216087909,0.7229996443673614,1.5544091543657328,4,0.5,1.0,0.7265625,10
mlp,MLP,FP,51,ECE Flag Cnt,8,-0.3995146251382441,0.688194720604515,0.5830394751088381,1.4681742973150276,4,0.5,0.125,0.625,11
mlp,MLP,FP,41,Pkt Len Mean,8,0.6535258383263737,0.6535258383263737,0.66302318634395,1.6012625249177572,2,0.25,1.0,0.71875,12
mlp,MLP,FP,67,Init Bwd Win Byts,8,0.6033124776887473,0.6033124776887473,0.4829172246009999,1.7367401848349011,2,0.25,1.0,0.54296875,13
mlp,MLP,FP,50,CWE Flag Count,8,0.5747503057045822,0.5747503057045822,0.0,2.311055784888728,2,0.25,0.25,0.9921875,14
mlp,MLP,FP,47,PSH Flag Cnt,8,-0.1769573393318751,0.5695244008923784,0.1471340370237133,1.747412483378629,3,0.375,0.25,0.61328125,15
mlp,MLP,FP,48,ACK Flag Cnt,8,0.4462838101307303,0.4813634653981752,0.2239425054097673,2.4562618841958224,1,0.125,0.625,0.77734375,16
mlp,MLP,FP,52,Down/Up Ratio,8,0.417159697228441,0.46581155975149524,0.156131073391446,1.756521385506369,2,0.25,0.875,0.7109375,17
mlp,MLP,FP,42,Pkt Len Std,8,0.4274808098691206,0.4274808098691206,0.2667733854092933,1.4590018125887922,0,0.0,1.0,0.6171875,18
mlp,MLP,FP,46,RST Flag Cnt,8,-0.2212356314585199,0.42520792294180426,0.381741135345886,0.94438157250279,2,0.25,0.125,0.6171875,19
mlp,MLP,FP,43,Pkt Len Var,8,-0.33789684715724944,0.33789684715724944,0.33393845449947956,0.5739516449896769,0,0.0,0.0,0.77734375,20
mlp,MLP,FP,53,Pkt Size Avg,8,0.2673549246400314,0.2699562097218494,0.21851750341464932,1.0538877059165497,0,0.0,0.875,0.546875,21
mlp,MLP,FP,24,Fwd IAT Max,8,0.2637626139735639,0.2637626139735639,0.22180765036879402,0.6938318714061505,0,0.0,1.0,0.72265625,22
mlp,MLP,FP,20,Flow IAT Min,8,0.24059753214434493,0.24059753214434493,0.21213745969834208,0.5638990642531103,0,0.0,1.0,0.66015625,23
mlp,MLP,FP,9,Fwd Pkt Len Mean,8,0.16001879863936433,0.23057257321890248,0.11638724459077664,0.8895503837543862,0,0.0,0.375,0.65625,24
mlp,MLP,FP,74,Idle Mean,8,-0.2146327611580958,0.2146327611580958,0.08038373728449788,0.5448531988874867,0,0.0,0.0,0.73828125,25
mlp,MLP,FP,28,Bwd IAT Std,8,-0.029712579871101617,0.21079761576124842,0.09521622100223356,0.5957626010096528,0,0.0,0.375,0.57421875,26
mlp,MLP,FP,27,Bwd IAT Mean,8,0.08698467206357,0.18972879675773316,0.0962880955371521,0.5687518353714459,1,0.125,0.375,0.77734375,27
mlp,MLP,FP,17,Flow IAT Mean,8,0.16193888328772696,0.16193888328772696,0.19784172604067873,0.2762285075758775,2,0.25,1.0,0.765625,28
mlp,MLP,FP,19,Flow IAT Max,8,0.14662725268143,0.14662725268143,0.060592178646912014,0.37597721361790903,0,0.0,1.0,0.71875,29
mlp,MLP,FP,18,Flow IAT Std,8,-0.026192774943006432,0.14550186686236313,0.08964090664808261,0.3341764400711329,0,0.0,0.625,0.6953125,30
mlp,MLP,FP,2,Flow Duration,8,0.12643349444145857,0.1398492342847801,0.07327937692727626,0.5464762710250018,0,0.0,0.875,0.66796875,31
mlp,MLP,FP,13,Bwd Pkt Len Mean,8,0.06419432246609308,0.13937368446386078,0.08875381411538663,0.5123606046015801,0,0.0,0.625,0.578125,32
mlp,MLP,FP,55,Bwd Seg Size Avg,8,-0.10006305158308634,0.12931082461079074,0.11441778622656054,0.3424897148007312,0,0.0,0.125,0.60546875,33
mlp,MLP,FP,12,Bwd Pkt Len Min,8,-0.10583182524202603,0.10831267682624444,0.047833875822574576,0.2846769968280902,0,0.0,0.375,0.875,34
mlp,MLP,FP,77,Idle Min,8,-0.10267794460393488,0.10267794460393488,0.07358727457844015,0.2664571105251894,0,0.0,0.0,0.74609375,35
mlp,MLP,FP,23,Fwd IAT Std,8,-0.012247746263941914,0.10119513972840921,0.0967277252862643,0.24775915790168646,0,0.0,0.375,0.65625,36
mlp,MLP,FP,75,Idle Std,8,0.09037966022796283,0.09443501704485367,0.004340140774723316,0.7346311105839874,1,0.125,0.25,0.84375,37
mlp,MLP,FP,26,Bwd IAT Tot,8,0.04656688161602801,0.08627962923264984,0.018338934916144835,0.3385556861281614,0,0.0,0.375,0.60546875,38
mlp,MLP,FP,22,Fwd IAT Mean,8,-0.00580007949483273,0.0807055200584631,0.045154153755122266,0.3460223982131833,0,0.0,0.875,0.70703125,39
mlp,MLP,FP,76,Idle Max,8,0.008385568758954246,0.07237748834103044,0.09360768060839432,0.127862854681367,0,0.0,0.375,0.75390625,40
mlp,MLP,FP,29,Bwd IAT Max,8,-0.023051487594001094,0.06780935627924761,0.06572126495252252,0.13590763490982066,0,0.0,0.375,0.65234375,41
mlp,MLP,FP,45,SYN Flag Cnt,8,0.06440446808656741,0.06440446808656741,0.05190189438288708,0.1925557776811071,2,0.25,1.0,0.875,42
mlp,MLP,FP,31,Fwd PSH Flags,8,0.02162102840077508,0.059815805501300494,0.047988842368182495,0.12431101029651245,2,0.25,0.625,0.8828125,43
mlp,MLP,FP,21,Fwd IAT Tot,8,-0.037248285580209275,0.05916821642414863,0.03705120898675988,0.23511354547581317,0,0.0,0.5,0.71484375,44
mlp,MLP,FP,8,Fwd Pkt Len Min,8,-0.030278019987088563,0.05906744601692198,0.025555577345841924,0.2045042754046968,0,0.0,0.625,0.875,45
mlp,MLP,FP,70,Active Mean,8,0.05742315804699885,0.05742315804699885,0.0009651034313417617,0.22874961729712986,0,0.0,1.0,0.8359375,46
mlp,MLP,FP,25,Fwd IAT Min,8,0.0060893749638388645,0.057300430132310454,0.052238767852989684,0.15671067049105544,0,0.0,0.625,0.7109375,47
mlp,MLP,FP,16,Flow Pkts/s,8,-0.049161881150384466,0.05680991984142283,0.005667487379546454,0.411943838536556,0,0.0,0.375,0.70703125,48
mlp,MLP,FP,1,Protocol,8,0.04396905580844126,0.05462313687083511,0.03965979529832289,0.17646166844722389,0,0.0,0.625,0.84375,49
mlp,MLP,FP,37,Fwd Pkts/s,8,-0.018406964855602295,0.04982405695527107,0.019411687583695235,0.27188813406693996,0,0.0,0.625,0.796875,50
mlp,MLP,FP,72,Active Max,8,0.01822780976248011,0.04045229741752552,0.0018781800223682363,0.23284705821335253,0,0.0,0.375,0.8515625,51
mlp,MLP,FP,39,Pkt Len Min,8,-0.008060347582531973,0.03177882996099998,0.04461320981147657,0.05496732250743042,0,0.0,0.5,0.875,52
mlp,MLP,FP,73,Active Min,8,-0.013238682487098998,0.020476265681054918,0.00015575693913286694,0.13448856679973464,0,0.0,0.375,0.8046875,53
mlp,MLP,FP,38,Bwd Pkts/s,8,-0.02026121678191492,0.02026121678191492,0.01947695133430202,0.035771044561869816,0,0.0,0.0,0.75390625,54
mlp,MLP,FP,36,Bwd Header Len,8,0.012996193443455891,0.02015101726400289,0.014459785892469247,0.05688634465506909,0,0.0,0.625,0.6796875,55
mlp,MLP,FP,15,Flow Byts/s,8,0.014879684812663179,0.014879684812663179,0.016433567154010453,0.025270715591360633,0,0.0,1.0,0.67578125,56
mlp,MLP,FP,49,URG Flag Cnt,8,0.011313581587137488,0.011313581587137488,0.0,0.05273370502099203,1,0.125,0.25,0.9296875,57
mlp,MLP,FP,30,Bwd IAT Min,8,0.008641641920763542,0.010195547142964577,0.006027013581651539,0.050738240527148384,0,0.0,0.75,0.59765625,58
mlp,MLP,FP,4,Tot Bwd Pkts,8,0.00906313184375185,0.009726017671079598,0.008108763489314202,0.024753026503674568,0,0.0,0.875,0.609375,59
mlp,MLP,FP,64,Subflow Bwd Pkts,8,-0.0007860230295496651,0.009215060195651794,0.0018153647249710763,0.03201594951975331,0,0.0,0.25,0.6484375,60
mlp,MLP,FP,71,Active Std,8,0.006945182731959331,0.006945182731959331,0.00546725451416621,0.019627620159181045,0,0.0,1.0,0.875,61
mlp,MLP,FP,6,TotLen Bwd Pkts,8,-0.003324535225406945,0.003324535225406945,0.002380380713676778,0.009713687003299568,0,0.0,0.0,0.58203125,62
mlp,MLP,FP,65,Subflow Bwd Byts,8,-0.0014497376022478106,0.0016081910736657835,0.0016077454054486797,0.003456748501426702,0,0.0,0.25,0.6796875,63
mlp,MLP,FP,5,TotLen Fwd Pkts,8,-0.0015340873761484379,0.0015892472150548778,0.0004665470847186855,0.006294104146335019,0,0.0,0.375,0.609375,64
mlp,MLP,FP,63,Subflow Fwd Byts,8,0.00031139395534619086,0.0006306949257832311,0.00029833421293317617,0.0019024904420134783,0,0.0,0.625,0.5546875,65
mlp,MLP,FP,3,Tot Fwd Pkts,8,-0.0003484432826764499,0.0003484432826764499,0.00043402500270575065,0.0006912680011628859,0,0.0,0.0,0.71875,66
mlp,MLP,FP,35,Fwd Header Len,8,5.47710020679398e-05,0.0001157830149825082,9.925329654550112e-05,0.0001931722702107014,0,0.0,0.75,0.609375,67
mlp,MLP,FP,62,Subflow Fwd Pkts,8,4.006303281697757e-05,7.798459107837e-05,7.463536660081117e-05,0.00020535061505001594,0,0.0,0.75,0.5625,68
mlp,MLP,FP,68,Fwd Act Data Pkts,8,2.3020855061003566e-06,4.811408072131195e-05,1.6923909701879327e-05,0.00012640755670546437,0,0.0,0.375,0.59375,69
mlp,MLP,FP,32,Bwd PSH Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,70
mlp,MLP,FP,34,Bwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,71
mlp,MLP,FP,44,FIN Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,72
mlp,MLP,FP,56,Fwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,73
mlp,MLP,FP,57,Fwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,74
mlp,MLP,FP,58,Fwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,75
mlp,MLP,FP,59,Bwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,76
mlp,MLP,FP,60,Bwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,77
mlp,MLP,FP,61,Bwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,78
mlp,MLP,TN,7,Fwd Pkt Len Max,8,0.5605127828194573,1.2724034797248214,1.2898602197005276,2.3740966573662114,7,0.875,0.75,0.703125,1
mlp,MLP,TN,23,Fwd IAT Std,8,0.9058237211535639,1.0571148512456008,0.09014865432057573,7.821890274191227,1,0.125,0.25,0.66796875,2
mlp,MLP,TN,19,Flow IAT Max,8,-0.4860437591473166,0.8786223925433223,0.2585763236428177,5.4586646067625555,3,0.375,0.875,0.73828125,3
mlp,MLP,TN,24,Fwd IAT Max,8,-0.24925574596443442,0.6519008088986138,0.22983620720837178,3.604626219452193,1,0.125,0.875,0.73828125,4
mlp,MLP,TN,51,ECE Flag Cnt,8,-0.6075368365988492,0.6075368365988492,0.3534649099169609,1.7589288148862767,7,0.875,0.0,0.625,5
mlp,MLP,TN,40,Pkt Len Max,8,0.08634715463943388,0.5842764014928701,0.557060335050192,1.2107196393088149,7,0.875,0.75,0.70703125,6
mlp,MLP,TN,46,RST Flag Cnt,8,-0.5526498167062577,0.5526498167062577,0.3562019234934616,1.6907296917775838,4,0.5,0.0,0.625,7
mlp,MLP,TN,66,Init Fwd Win Byts,8,0.5476042484950878,0.5476042484950878,0.43129666962165525,1.5011763701998584,5,0.625,1.0,0.51171875,8
mlp,MLP,TN,47,PSH Flag Cnt,8,0.10392336271663824,0.49762334985370493,0.5277691989564466,0.729353041784999,6,0.75,0.5,0.609375,9
mlp,MLP,TN,11,Bwd Pkt Len Max,8,0.028300517250159585,0.4279155272584302,0.3510064264258036,1.0983724424531665,6,0.75,0.625,0.70703125,10
mlp,MLP,TN,2,Flow Duration,8,-0.15091063724834183,0.42298064776428856,0.2179028671280071,2.2936860993394057,1,0.125,0.75,0.703125,11
mlp,MLP,TN,18,Flow IAT Std,8,-0.23006819934755862,0.40155489978239345,0.14799650447144652,2.1390770064971796,1,0.125,0.625,0.7109375,12
mlp,MLP,TN,14,Bwd Pkt Len Std,8,-0.16285903897559317,0.3979246400930226,0.292964564125909,0.9557071570471368,4,0.5,0.25,0.60546875,13
mlp,MLP,TN,0,Dst Port,8,0.033856703838258326,0.3927494288411401,0.36953688239760274,0.8354550652635729,5,0.625,0.625,0.58203125,14
mlp,MLP,TN,41,Pkt Len Mean,8,0.04804887859205054,0.36363887580848997,0.27753244526236825,0.9175692527273273,3,0.375,0.75,0.6875,15
mlp,MLP,TN,43,Pkt Len Var,8,0.003253838683782817,0.3610438246078091,0.23679088918429414,1.2347611178484938,1,0.125,0.25,0.734375,16
mlp,MLP,TN,54,Fwd Seg Size Avg,8,-0.15872784681541965,0.335374814467563,0.28431074768548614,0.648817410926891,4,0.5,0.25,0.66796875,17
mlp,MLP,TN,52,Down/Up Ratio,8,0.24577642835221342,0.3238447806996353,0.11789997436194108,1.7366424959432754,1,0.125,0.625,0.65625,18
mlp,MLP,TN,67,Init Bwd Win Byts,8,-0.19781407218644198,0.3221211338498117,0.22197434445492198,1.0627882334958754,2,0.25,0.625,0.48828125,19
mlp,MLP,TN,12,Bwd Pkt Len Min,8,0.12491248482869369,0.32097337617582467,0.19169036841957926,1.071945828305779,2,0.25,0.375,0.8671875,20
mlp,MLP,TN,74,Idle Mean,8,-0.26695633369329774,0.26695633369329774,0.22693725351502447,0.5076305800485659,2,0.25,0.0,0.765625,21
mlp,MLP,TN,42,Pkt Len Std,8,-0.05888500815067434,0.24843411248400984,0.19730725850037967,0.6986591247187395,0,0.0,0.5,0.6484375,22
mlp,MLP,TN,10,Fwd Pkt Len Std,8,-0.06688912363544036,0.21113345572792364,0.18143339981335366,0.3838960660430026,2,0.25,0.375,0.56640625,23
mlp,MLP,TN,9,Fwd Pkt Len Mean,8,-0.007012967838394829,0.20601370682946316,0.16412313404463819,0.4432502928918157,0,0.0,0.375,0.6796875,24
mlp,MLP,TN,20,Flow IAT Min,8,0.19411613438789427,0.19411613438789427,0.19768897265183905,0.24882552678934639,0,0.0,1.0,0.7890625,25
mlp,MLP,TN,48,ACK Flag Cnt,8,-0.006777290450857294,0.17057843036088188,0.10372365491668258,0.4528334077671138,0,0.0,0.5,0.703125,26
mlp,MLP,TN,69,Fwd Seg Size Min,8,0.06478691602118826,0.1651084611080263,0.13156119377425524,0.4815618458782006,2,0.25,0.625,0.703125,27
mlp,MLP,TN,13,Bwd Pkt Len Mean,8,0.03724546322142359,0.16397887198955907,0.12697413728319118,0.4566837301329049,1,0.125,0.625,0.6328125,28
mlp,MLP,TN,1,Protocol,8,-0.06699779009013868,0.12825023084558765,0.06823974364638755,0.40863216227594784,1,0.125,0.25,0.75390625,29
mlp,MLP,TN,77,Idle Min,8,-0.12120304475565391,0.12120304475565391,0.11047633997667936,0.24019959161434917,0,0.0,0.0,0.765625,30
mlp,MLP,TN,26,Bwd IAT Tot,8,-0.11541145558261375,0.11541145558261375,0.06730753638000529,0.42466016203604134,1,0.125,0.0,0.5625,31
mlp,MLP,TN,17,Flow IAT Mean,8,0.1018836970198546,0.10757257487050904,0.11120647929939492,0.20398815551342614,0,0.0,0.875,0.76171875,32
mlp,MLP,TN,21,Fwd IAT Tot,8,0.005122462463578642,0.09572301233835387,0.046805500024328914,0.3682096733102229,0,0.0,0.375,0.65625,33
mlp,MLP,TN,29,Bwd IAT Max,8,-0.08601014355577973,0.08601014355577973,0.09099245817533175,0.12169858033764668,0,0.0,0.0,0.5703125,34
mlp,MLP,TN,53,Pkt Size Avg,8,-0.011195727984508717,0.08443498920024389,0.06568757263814913,0.22398932914779404,0,0.0,0.25,0.58984375,35
mlp,MLP,TN,55,Bwd Seg Size Avg,8,0.03441760112265609,0.07300388373612053,0.04342239105954287,0.2213609423240454,0,0.0,0.75,0.58203125,36
mlp,MLP,TN,25,Fwd IAT Min,8,0.06827872327218013,0.06827872327218013,0.07764266035450408,0.09552672420563947,0,0.0,1.0,0.68359375,37
mlp,MLP,TN,28,Bwd IAT Std,8,-0.028278292514766934,0.0666352854891784,0.05302029845232564,0.20649113845912334,0,0.0,0.5,0.54296875,38
mlp,MLP,TN,22,Fwd IAT Mean,8,0.029568557459094993,0.059022913294410465,0.034761292932154304,0.1485963035396377,0,0.0,0.75,0.765625,39
mlp,MLP,TN,39,Pkt Len Min,8,0.0020075958188848957,0.05555147530604397,0.03667982360362719,0.16772785421988842,0,0.0,0.5,0.78125,40
mlp,MLP,TN,27,Bwd IAT Mean,8,-0.0333790453060972,0.046442895223534314,0.046963651452891005,0.06368107411010421,0,0.0,0.125,0.66796875,41
mlp,MLP,TN,31,Fwd PSH Flags,8,-0.045459636900856,0.045459636900856,0.01629423568093539,0.13062234570161024,0,0.0,0.0,0.96875,42
mlp,MLP,TN,8,Fwd Pkt Len Min,8,-0.0075631115146070635,0.04340760176919777,0.03297405975817237,0.103504540510611,0,0.0,0.75,0.84765625,43
mlp,MLP,TN,76,Idle Max,8,-0.021046095397158873,0.04223345101642155,0.04937096766698412,0.07723476999240662,0,0.0,0.25,0.7578125,44
mlp,MLP,TN,70,Active Mean,8,0.03005906187994562,0.03017858784761474,0.0010257660558903629,0.2350493223815763,0,0.0,0.875,0.859375,45
mlp,MLP,TN,15,Flow Byts/s,8,0.0025814041527312498,0.028587768499892672,0.019834827488893515,0.10402545738864569,0,0.0,0.875,0.6796875,46
mlp,MLP,TN,45,SYN Flag Cnt,8,-0.012443044883859736,0.022251577139117355,0.015573233209266457,0.07096592342462144,0,0.0,0.5,0.96875,47
mlp,MLP,TN,72,Active Max,8,-0.0210937353384444,0.0210937353384444,0.009620337832720472,0.07997722791817169,0,0.0,0.0,0.84765625,48
mlp,MLP,TN,38,Bwd Pkts/s,8,-0.01152263316580816,0.01152263316580816,0.010680310334476412,0.01851469808830219,0,0.0,0.0,0.6328125,49
mlp,MLP,TN,37,Fwd Pkts/s,8,0.008949711613932411,0.010335119960903454,0.004055096326703733,0.03552135256917973,0,0.0,0.75,0.71875,50
mlp,MLP,TN,71,Active Std,8,0.009410796359323749,0.009590608087858173,0.0070490763177057806,0.02468274446993913,0,0.0,0.875,0.875,51
mlp,MLP,TN,16,Flow Pkts/s,8,0.007548119271469452,0.00884191834937614,0.003366792125560479,0.02832641872313866,0,0.0,0.75,0.63671875,52
mlp,MLP,TN,4,Tot Bwd Pkts,8,0.004054492963687707,0.005568658857190845,0.005326776987169619,0.01176740315754952,0,0.0,0.875,0.546875,53
mlp,MLP,TN,36,Bwd Header Len,8,-0.003992295341324237,0.00460654924966326,0.0010157808779556617,0.015404043954915701,0,0.0,0.5,0.5625,54
mlp,MLP,TN,73,Active Min,8,0.004066057029695288,0.004410619109976679,0.00025383651466769563,0.03384910642819025,0,0.0,0.25,0.83984375,55
mlp,MLP,TN,30,Bwd IAT Min,8,0.002221357466882187,0.002839084909044896,0.002258688648942215,0.008876795578567393,0,0.0,0.875,0.5234375,56
mlp,MLP,TN,64,Subflow Bwd Pkts,8,-0.0011946448424090185,0.002160557196693578,0.0013168238673866722,0.007396329089985156,0,0.0,0.5,0.5546875,57
mlp,MLP,TN,75,Idle Std,8,-0.0012337217019860233,0.0016825109014038432,0.00106956709065491,0.006185945792705158,0,0.0,0.375,0.84375,58
