model,model_display,selected_outcome,feature_index,feature_name,case_count,mean_attribution,mean_absolute_attribution,median_absolute_attribution,maximum_absolute_attribution,top10_case_count,top10_case_rate,positive_case_fraction,mean_reference_sign_consistency,outcome_absolute_rank
cnn,CNN,TN,13,Bwd Pkt Len Mean,8,0.36010099080578234,0.4125687432400023,0.16056194550082728,1.937095803148539,2,0.25,0.75,0.70703125,11
cnn,CNN,TN,40,Pkt Len Max,8,0.1412506746774606,0.36942548673302616,0.23611083846392994,1.1406153096320664,4,0.5,0.5,0.65625,12
cnn,CNN,TN,7,Fwd Pkt Len Max,8,0.33241753281642694,0.33241753281642694,0.35385321175678475,0.5828617760927335,3,0.375,1.0,0.59765625,13
cnn,CNN,TN,71,Active Std,8,0.27359805630477524,0.2848839540741209,0.006006487891076616,2.2286372147712874,1,0.125,0.25,0.890625,14
cnn,CNN,TN,69,Fwd Seg Size Min,8,0.09769241537686915,0.27385313962826185,0.20361560061806105,1.0535818784542403,2,0.25,0.5,0.71484375,15
cnn,CNN,TN,24,Fwd IAT Max,8,-0.040592844057291126,0.24759215420574374,0.2093304602659868,0.7697418134060077,1,0.125,0.625,0.73046875,16
cnn,CNN,TN,52,Down/Up Ratio,8,0.0908183232183099,0.24277509840390316,0.19017835282537093,0.5850349179213851,3,0.375,0.625,0.6171875,17
cnn,CNN,TN,45,SYN Flag Cnt,8,0.10648038183294307,0.22488112300951413,0.06354426310853853,1.3254460193698288,1,0.125,0.125,0.96484375,18
cnn,CNN,TN,42,Pkt Len Std,8,-0.04599648350632721,0.2224036063089831,0.13992313048521404,0.6275219951395403,1,0.125,0.375,0.6640625,19
cnn,CNN,TN,23,Fwd IAT Std,8,-0.21528340811739713,0.21528340811739713,0.16294843325262107,0.6655633757678296,0,0.0,0.0,0.69921875,20
cnn,CNN,TN,48,ACK Flag Cnt,8,-0.058026611215608384,0.206907304196007,0.1069747014099824,0.4641885377594471,1,0.125,0.375,0.7734375,21
cnn,CNN,TN,66,Init Fwd Win Byts,8,0.12797844273198514,0.2033318929672791,0.2127045289286436,0.3505412020478213,2,0.25,0.75,0.54296875,22
cnn,CNN,TN,47,PSH Flag Cnt,8,0.10078896182246991,0.1994476316339777,0.18006231364637965,0.37097283521591884,1,0.125,0.625,0.60546875,23
cnn,CNN,TN,21,Fwd IAT Tot,8,-0.11995729210962516,0.19776369563565732,0.12730990129664338,0.7041223895529043,1,0.125,0.375,0.7265625,24
cnn,CNN,TN,1,Protocol,8,0.009896265214825187,0.19609768533611377,0.10790413363641715,0.7219787866722412,1,0.125,0.25,0.8046875,25
cnn,CNN,TN,18,Flow IAT Std,8,0.0035410286696307205,0.17595959452609913,0.09948604541301273,0.7180024927829194,1,0.125,0.125,0.6171875,26
cnn,CNN,TN,12,Bwd Pkt Len Min,8,-0.00644727934543796,0.1683572409911217,0.1283483199981516,0.6383546341876165,2,0.25,0.25,0.87109375,27
cnn,CNN,TN,75,Idle Std,8,0.15974006017084563,0.16123533110821034,0.0006896834993934592,1.2839001882051204,1,0.125,0.25,0.859375,28
cnn,CNN,TN,41,Pkt Len Mean,8,0.006218790829456235,0.16025442663012487,0.11209698861102405,0.3545216267571075,1,0.125,0.625,0.70703125,29
cnn,CNN,TN,17,Flow IAT Mean,8,0.1119385786788592,0.14514130853550944,0.13515675112611242,0.2515683382123105,0,0.0,0.75,0.66015625,30
cnn,CNN,TN,31,Fwd PSH Flags,8,0.06131943862879695,0.13789124022057667,0.041759991410482575,0.7940040625134636,1,0.125,0.25,0.94140625,31
cnn,CNN,TN,54,Fwd Seg Size Avg,8,-0.027476869500748118,0.13415816412829804,0.1256500024349889,0.27325132658062745,1,0.125,0.5,0.640625,32
cnn,CNN,TN,19,Flow IAT Max,8,0.04119912088655643,0.12415773965620147,0.10247017503552795,0.2796373548795782,0,0.0,0.625,0.625,33
cnn,CNN,TN,74,Idle Mean,8,-0.12087359155710847,0.12124476885393291,0.05050109639527993,0.48756401483037326,0,0.0,0.125,0.7890625,34
cnn,CNN,TN,70,Active Mean,8,-0.1093921440128503,0.11585845932327192,0.0053935066784082265,0.8818565564030345,1,0.125,0.625,0.83984375,35
cnn,CNN,TN,20,Flow IAT Min,8,-0.10868549619199688,0.1152300391049742,0.09518026799482737,0.23446168533816858,0,0.0,0.125,0.62890625,36
cnn,CNN,TN,25,Fwd IAT Min,8,-0.10491934280096293,0.1110018081780235,0.10494732840133403,0.255225243779097,0,0.0,0.125,0.6484375,37
cnn,CNN,TN,26,Bwd IAT Tot,8,-0.11090569449684765,0.11090569449684765,0.10205430788699835,0.24718933166606402,0,0.0,0.0,0.66015625,38
cnn,CNN,TN,8,Fwd Pkt Len Min,8,0.01715186344444279,0.09605882877720634,0.03701967608952879,0.4528427688865965,1,0.125,0.125,0.8359375,39
cnn,CNN,TN,9,Fwd Pkt Len Mean,8,0.0489783171499447,0.09365829257105882,0.07227250400664531,0.2609398127678597,0,0.0,0.625,0.58984375,40
cnn,CNN,TN,22,Fwd IAT Mean,8,-0.08382459890602553,0.08382459890602553,0.07132678137616018,0.20241883090297508,0,0.0,0.0,0.69140625,41
cnn,CNN,TN,43,Pkt Len Var,8,-0.04021644656552827,0.07255793329273004,0.03933677343091258,0.3278398669534884,0,0.0,0.375,0.68359375,42
cnn,CNN,TN,77,Idle Min,8,-0.0682438167561068,0.0682438167561068,0.05530074499587696,0.12620309163955254,0,0.0,0.0,0.82421875,43
cnn,CNN,TN,39,Pkt Len Min,8,0.04972408736096303,0.06244110485521201,0.013103300301145671,0.22194361765042772,0,0.0,0.375,0.86328125,44
cnn,CNN,TN,72,Active Max,8,0.02752936145683851,0.055197939385489905,0.016218615768443315,0.3309092033693137,0,0.0,0.125,0.80078125,45
cnn,CNN,TN,76,Idle Max,8,-0.048942191040250105,0.05169044891241045,0.04508402153314003,0.09210832825550196,0,0.0,0.125,0.79296875,46
cnn,CNN,TN,29,Bwd IAT Max,8,0.018286394335317212,0.0354560145097916,0.02749751009814842,0.07391184685959631,0,0.0,0.625,0.6796875,47
cnn,CNN,TN,28,Bwd IAT Std,8,0.007262112297132388,0.03162526087268635,0.03160531659907111,0.06018100380577294,0,0.0,0.625,0.59375,48
cnn,CNN,TN,27,Bwd IAT Mean,8,0.024293319569375377,0.026908704512771903,0.021938126265240214,0.05889548686160874,0,0.0,0.75,0.5859375,49
cnn,CNN,TN,73,Active Min,8,-0.022606583897166948,0.023081455075180845,0.0005828887811808968,0.17507165105536668,0,0.0,0.625,0.83984375,50
cnn,CNN,TN,16,Flow Pkts/s,8,0.019081454497259655,0.019455913721814266,0.02042976134810606,0.0440959035636236,0,0.0,0.75,0.609375,51
cnn,CNN,TN,36,Bwd Header Len,8,-0.005570279971285486,0.019310587054618168,0.01702564302272173,0.047406666984600616,0,0.0,0.375,0.7109375,52
cnn,CNN,TN,37,Fwd Pkts/s,8,0.01566231295209969,0.01653817118048938,0.016902225971569387,0.03989585943622699,0,0.0,0.75,0.66796875,53
cnn,CNN,TN,15,Flow Byts/s,8,0.006607151649630945,0.012922300010913474,0.009498898761136972,0.032756783130131244,0,0.0,0.5,0.7421875,54
cnn,CNN,TN,4,Tot Bwd Pkts,8,0.009045826408451346,0.012402133004861251,0.01265769541293607,0.02690347047127444,0,0.0,0.875,0.5625,55
cnn,CNN,TN,64,Subflow Bwd Pkts,8,-0.005417919998948711,0.009602938921994032,0.007297692681202391,0.031098358680968413,0,0.0,0.375,0.703125,56
cnn,CNN,TN,38,Bwd Pkts/s,8,0.004569247700029474,0.006961273662455485,0.006494177518666603,0.015676428183056174,0,0.0,0.625,0.640625,57
cnn,CNN,TN,65,Subflow Bwd Byts,8,0.0016761112942349926,0.006757285591968769,0.005128995343907726,0.020324697190935107,0,0.0,0.875,0.6171875,58
cnn,CNN,TN,6,TotLen Bwd Pkts,8,0.0008191119439187146,0.006231556723970436,0.0038208963060103766,0.027568740920724862,0,0.0,0.25,0.671875,59
cnn,CNN,TN,30,Bwd IAT Min,8,-0.0011776999717840915,0.003958239784615727,0.000914047697973049,0.020327247284763247,0,0.0,0.75,0.6328125,60
cnn,CNN,TN,63,Subflow Fwd Byts,8,-5.996564279535654e-05,0.00032893043551730783,0.0002173683665570406,0.001061292868308008,0,0.0,0.25,0.6640625,61
cnn,CNN,TN,5,TotLen Fwd Pkts,8,2.133172292211979e-05,0.00025581770395071476,0.0001846408919339753,0.0005421475216931993,0,0.0,0.625,0.5703125,62
cnn,CNN,TN,35,Fwd Header Len,8,-0.00010986661807356232,0.0002248649625442702,0.00020374543680835573,0.0004742419894767466,0,0.0,0.375,0.58984375,63
cnn,CNN,TN,68,Fwd Act Data Pkts,8,7.486891333759313e-05,0.00020403824012523683,6.318545116465135e-05,0.0009195778172775976,0,0.0,0.625,0.609375,64
cnn,CNN,TN,3,Tot Fwd Pkts,8,-2.022660052542027e-05,0.00014433300192613697,0.00016166602649046586,0.0002616930490408311,0,0.0,0.5,0.63671875,65
cnn,CNN,TN,62,Subflow Fwd Pkts,8,-2.0919571845177745e-05,8.429600253646573e-05,7.04239561647582e-05,0.000190165497736938,0,0.0,0.375,0.625,66
cnn,CNN,TN,32,Bwd PSH Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,67
cnn,CNN,TN,33,Fwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,68
cnn,CNN,TN,34,Bwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,69
cnn,CNN,TN,44,FIN Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,70
cnn,CNN,TN,49,URG Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,71
cnn,CNN,TN,50,CWE Flag Count,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,72
cnn,CNN,TN,56,Fwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,73
cnn,CNN,TN,57,Fwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,74
cnn,CNN,TN,58,Fwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,75
cnn,CNN,TN,59,Bwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,76
cnn,CNN,TN,60,Bwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,77
cnn,CNN,TN,61,Bwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,78
cnn,CNN,TP,69,Fwd Seg Size Min,8,3.2085246937136653,3.2905573215623996,4.161774171354644,6.086317366610445,5,0.625,0.875,0.859375,1
cnn,CNN,TP,66,Init Fwd Win Byts,8,1.7491714927382513,1.8231198505249864,1.7136011730379233,4.002858076481064,4,0.5,0.875,0.72265625,2
cnn,CNN,TP,14,Bwd Pkt Len Std,8,1.549255994371846,1.7683987257556812,0.17269103744951564,7.2883635710352355,2,0.25,0.625,0.55859375,3
cnn,CNN,TP,7,Fwd Pkt Len Max,8,1.4820429355728546,1.4820429355728546,1.3189361976010805,2.4408468725886414,7,0.875,1.0,0.578125,4
cnn,CNN,TP,67,Init Bwd Win Byts,8,1.3992825981995742,1.3992825981995742,1.6318296997747455,2.290221044262544,6,0.75,1.0,0.56640625,5
cnn,CNN,TP,11,Bwd Pkt Len Max,8,-0.4177635304668698,1.2338304014759265,0.7542113852901635,3.9746844608102774,3,0.375,0.5,0.6328125,6
cnn,CNN,TP,48,ACK Flag Cnt,8,0.852948363894882,1.1907131807044644,0.8010044318295081,2.749788368335081,5,0.625,0.625,0.7734375,7
cnn,CNN,TP,10,Fwd Pkt Len Std,8,-0.8341512804688183,1.1214368246687931,1.384756813623752,1.7372777853603045,5,0.625,0.25,0.56640625,8
cnn,CNN,TP,51,ECE Flag Cnt,8,0.15303126025714278,1.073337332681246,0.762430229224266,3.582354633788702,4,0.5,0.25,0.625,9
cnn,CNN,TP,46,RST Flag Cnt,8,0.14930740657494251,0.9584371133459748,0.6753083308160468,3.0174812441865204,4,0.5,0.25,0.62109375,10
cnn,CNN,TP,0,Dst Port,8,0.8671203281160136,0.9248218635238152,1.0018642210611524,1.709271081197314,6,0.75,0.75,0.59375,11
cnn,CNN,TP,42,Pkt Len Std,8,0.39163400450955543,0.8971380197838399,0.9881065236376603,1.2102602667911562,3,0.375,0.625,0.8125,12
cnn,CNN,TP,53,Pkt Size Avg,8,0.7333412999528812,0.8824269447515125,0.8668473659208407,1.2509991649093004,4,0.5,0.875,0.76171875,13
cnn,CNN,TP,17,Flow IAT Mean,8,0.10275414003018013,0.6286651556083451,0.39636901059089313,2.10364406231266,2,0.25,0.875,0.75390625,14
cnn,CNN,TP,38,Bwd Pkts/s,8,0.5744385491309121,0.5774057354002228,0.014687308477901371,2.4946234398472775,2,0.25,0.75,0.765625,15
cnn,CNN,TP,41,Pkt Len Mean,8,0.46891220523327565,0.5471977589201764,0.4616446263938736,1.0938566127665825,2,0.25,0.75,0.640625,16
cnn,CNN,TP,24,Fwd IAT Max,8,0.18211514346219396,0.5426791104698484,0.3849197330354516,1.4422558680306177,2,0.25,0.875,0.75,17
cnn,CNN,TP,20,Flow IAT Min,8,0.12548726018023673,0.52975482301056,0.22881870479688826,2.5409142797662816,1,0.125,0.25,0.703125,18
cnn,CNN,TP,47,PSH Flag Cnt,8,0.12148516179110841,0.5281648416457403,0.4625847626487649,1.0139726395137894,2,0.25,0.5,0.6015625,19
cnn,CNN,TP,40,Pkt Len Max,8,0.04958873379416284,0.5042311625832068,0.5314988808923913,0.9426944469151703,3,0.375,0.375,0.6484375,20
cnn,CNN,TP,55,Bwd Seg Size Avg,8,0.46545451410784777,0.46545451410784777,0.3942994435570383,0.9187953826547143,1,0.125,1.0,0.69921875,21
cnn,CNN,TP,25,Fwd IAT Min,8,-0.018205378699737762,0.45381288274386816,0.2454009499603279,1.7424300161765216,1,0.125,0.125,0.66796875,22
cnn,CNN,TP,54,Fwd Seg Size Avg,8,0.23823335434554183,0.4368360886420998,0.5072903028486907,0.7692227386704897,1,0.125,0.625,0.62890625,23
cnn,CNN,TP,22,Fwd IAT Mean,8,0.0026074078885898744,0.4334318103111574,0.2585154474838366,1.7441568727989891,1,0.125,0.125,0.6875,24
cnn,CNN,TP,74,Idle Mean,8,0.24064914881610355,0.4307156993464094,0.0937543765295285,2.685459392650052,1,0.125,0.125,0.7734375,25
cnn,CNN,TP,2,Flow Duration,8,0.4234664263577721,0.4234664263577721,0.42469814307556564,0.6195396103783609,0,0.0,1.0,0.62890625,26
cnn,CNN,TP,13,Bwd Pkt Len Mean,8,0.36243644924340457,0.36854720216173764,0.31022655170826513,0.8341522149397411,2,0.25,0.875,0.703125,27
cnn,CNN,TP,9,Fwd Pkt Len Mean,8,0.21254188705814936,0.29421142092418756,0.330790265683675,0.502104963370231,0,0.0,0.75,0.67578125,28
cnn,CNN,TP,1,Protocol,8,0.2639340309394216,0.28065316837442955,0.1692797083197523,0.6827491973187986,0,0.0,0.875,0.84375,29
cnn,CNN,TP,21,Fwd IAT Tot,8,0.05857262737634865,0.28015623687930813,0.2562978532402149,0.7155203976699729,0,0.0,0.625,0.69140625,30
cnn,CNN,TP,52,Down/Up Ratio,8,0.2612860728622282,0.2612860728622282,0.2111617156231304,0.6629630329977405,0,0.0,1.0,0.54296875,31
cnn,CNN,TP,19,Flow IAT Max,8,0.1355081126164882,0.23828224559179945,0.24762724926383273,0.49563295638510035,0,0.0,0.75,0.7109375,32
cnn,CNN,TP,26,Bwd IAT Tot,8,-0.1728614928244708,0.2130141110364224,0.19865293493162817,0.33499737626778825,0,0.0,0.125,0.61328125,33
cnn,CNN,TP,16,Flow Pkts/s,8,0.12916524422119718,0.1915763708879628,0.054333019044516075,1.0442961596377656,1,0.125,0.75,0.71484375,34
cnn,CNN,TP,77,Idle Min,8,0.06346244582391139,0.18484756973544014,0.07442005839136452,0.9894127709585367,0,0.0,0.25,0.76953125,35
cnn,CNN,TP,37,Fwd Pkts/s,8,0.17479638668120764,0.17582009026378295,0.07707146586414715,0.7877711597328826,0,0.0,0.875,0.75390625,36
cnn,CNN,TP,31,Fwd PSH Flags,8,0.1259431982318415,0.1295380250599182,0.10772234294922939,0.3203266240696325,0,0.0,0.875,0.96875,37
cnn,CNN,TP,12,Bwd Pkt Len Min,8,-0.1010451704934799,0.11507301871151437,0.1158372038151915,0.26618743765935426,0,0.0,0.125,0.875,38
cnn,CNN,TP,18,Flow IAT Std,8,-0.10257500041629078,0.1069838089286923,0.12376176286946589,0.1669840245589876,0,0.0,0.125,0.6875,39
cnn,CNN,TP,43,Pkt Len Var,8,-0.09541471106041688,0.09541471106041688,0.06291948569053313,0.2969395077614374,0,0.0,0.0,0.6640625,40
cnn,CNN,TP,23,Fwd IAT Std,8,-0.03205583183498486,0.08809425645127092,0.08748253485248214,0.22415369846514427,0,0.0,0.125,0.6015625,41
cnn,CNN,TP,27,Bwd IAT Mean,8,0.07070962162463015,0.07400967289777019,0.07712322473154895,0.12458421473747784,0,0.0,0.875,0.63671875,42
cnn,CNN,TP,45,SYN Flag Cnt,8,-0.02541212361780752,0.06165708260247893,0.05080748422636266,0.18094470187102607,0,0.0,0.5,0.96875,43
cnn,CNN,TP,76,Idle Max,8,0.02678090931359977,0.058222386730315566,0.03462731578879295,0.25191261143739585,0,0.0,0.5,0.76953125,44
cnn,CNN,TP,8,Fwd Pkt Len Min,8,-0.04512775941875609,0.05505823029405542,0.042087121078016085,0.18504704432479419,0,0.0,0.125,0.875,45
cnn,CNN,TP,28,Bwd IAT Std,8,0.015432686086330865,0.046209389435542966,0.04669192165578039,0.07156284793696276,0,0.0,0.625,0.55078125,46
cnn,CNN,TP,39,Pkt Len Min,8,-0.019028395623918157,0.0430213844863646,0.03406801138279782,0.10016730421528505,0,0.0,0.375,0.875,47
cnn,CNN,TP,29,Bwd IAT Max,8,-0.03383910029500338,0.03383910029500338,0.024647098218861876,0.07313269916286072,0,0.0,0.0,0.578125,48
cnn,CNN,TP,15,Flow Byts/s,8,-0.002938163351023405,0.030009389633954827,0.027975513444692707,0.06362118084476298,0,0.0,0.25,0.70703125,49
cnn,CNN,TP,72,Active Max,8,0.0202658126325778,0.027853190679971246,0.02368609956853395,0.06720922009511882,0,0.0,0.625,0.875,50
cnn,CNN,TP,36,Bwd Header Len,8,-0.018634822859303835,0.027814284674182174,0.028441233870613487,0.05290597881604611,0,0.0,0.25,0.703125,51
cnn,CNN,TP,4,Tot Bwd Pkts,8,0.023472031848379638,0.02528055573065956,0.02262137505637374,0.055813886174344685,0,0.0,0.875,0.61328125,52
cnn,CNN,TP,64,Subflow Bwd Pkts,8,0.001180501992710541,0.02289868584183031,0.01478883555210296,0.04905948775470771,0,0.0,0.625,0.671875,53
cnn,CNN,TP,71,Active Std,8,0.0007711674383592522,0.0166402451937309,0.015733444802930832,0.039949616735735,0,0.0,0.625,0.875,54
cnn,CNN,TP,70,Active Mean,8,0.008285718129955615,0.008916907526178403,0.00909396735407737,0.02001121667395099,0,0.0,0.875,0.875,55
cnn,CNN,TP,6,TotLen Bwd Pkts,8,-0.004640833174334861,0.004640833174334861,0.003981465321765511,0.008187606353481883,0,0.0,0.0,0.5859375,56
cnn,CNN,TP,65,Subflow Bwd Byts,8,0.0017080726433258667,0.00448845591434225,0.00317209643008106,0.012228156060043969,0,0.0,0.75,0.61328125,57
cnn,CNN,TP,5,TotLen Fwd Pkts,8,5.397985977963936e-05,0.001886939994011987,0.0021715496205323504,0.0030280883325387274,0,0.0,0.375,0.6953125,58
cnn,CNN,TP,75,Idle Std,8,0.0015066869011410705,0.0016319296395830305,0.0003613146394585917,0.01020855480559012,0,0.0,0.875,0.84375,59
cnn,CNN,TP,63,Subflow Fwd Byts,8,-0.0005388251689656172,0.001195197910761727,0.0009459913039709026,0.0026492007243368258,0,0.0,0.25,0.60546875,60
cnn,CNN,TP,30,Bwd IAT Min,8,5.0175948302855675e-05,0.0010452142095830296,0.0006864640808352875,0.0025167991894397175,0,0.0,0.625,0.515625,61
cnn,CNN,TP,35,Fwd Header Len,8,-0.000160129777612359,0.0005748474501631338,0.0004808180593657062,0.0015870212545274329,0,0.0,0.25,0.60546875,62
cnn,CNN,TP,68,Fwd Act Data Pkts,8,0.00037427958745092833,0.0004142517360045346,0.00040102394804473313,0.0009083790738451509,0,0.0,0.875,0.5703125,63
cnn,CNN,TP,73,Active Min,8,0.0002825836972296827,0.0003611487892789847,0.0002845852801498487,0.0009149264853264834,0,0.0,0.75,0.875,64
cnn,CNN,TP,3,Tot Fwd Pkts,8,-0.00013827667565403153,0.0002504853172855695,0.00017771648759510477,0.0008629759311897326,0,0.0,0.375,0.53515625,65
cnn,CNN,TP,62,Subflow Fwd Pkts,8,1.8635849114433636e-05,6.145708207320486e-05,6.0126055268532847e-05,0.00011842134705667154,0,0.0,0.75,0.57421875,66
cnn,CNN,TP,32,Bwd PSH Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,67
cnn,CNN,TP,33,Fwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,68
cnn,CNN,TP,34,Bwd URG Flags,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,69
cnn,CNN,TP,44,FIN Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,70
cnn,CNN,TP,49,URG Flag Cnt,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,71
cnn,CNN,TP,50,CWE Flag Count,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,72
cnn,CNN,TP,56,Fwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,73
cnn,CNN,TP,57,Fwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,74
cnn,CNN,TP,58,Fwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,75
cnn,CNN,TP,59,Bwd Byts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,76
cnn,CNN,TP,60,Bwd Pkts/b Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,77
cnn,CNN,TP,61,Bwd Blk Rate Avg,8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,78
mlp,MLP,FN,7,Fwd Pkt Len Max,8,1.0645425972166118,1.0645425972166118,1.119697330120501,2.080404151185629,7,0.875,1.0,0.703125,1
mlp,MLP,FN,66,Init Fwd Win Byts,8,0.26835926990587466,0.6195838913974894,0.5217750452881635,1.404898485966459,7,0.875,0.875,0.58984375,2
mlp,MLP,FN,46,RST Flag Cnt,8,0.03390097097673511,0.491582693935117,0.3932084933067749,1.0948502856904943,5,0.625,0.375,0.625,3
mlp,MLP,FN,51,ECE Flag Cnt,8,0.02814469153432761,0.4883931885793582,0.31684680145793465,1.110200471470048,7,0.875,0.25,0.625,4
mlp,MLP,FN,47,PSH Flag Cnt,8,0.2097394837973315,0.47572873716792324,0.6344104052854275,0.7248875412908605,6,0.75,0.5,0.62109375,5
mlp,MLP,FN,40,Pkt Len Max,8,0.41801650590073774,0.45551765164604197,0.45941957073279455,0.7885006076194719,6,0.75,0.75,0.734375,6
mlp,MLP,FN,14,Bwd Pkt Len Std,8,-0.3479385749631974,0.388027056645599,0.32693540451612857,1.00453388204023,5,0.625,0.125,0.54296875,7
mlp,MLP,FN,67,Init Bwd Win Byts,8,0.32348142880060404,0.32618166168843243,0.08808862036948413,1.7972476151177412,2,0.25,0.875,0.53515625,8
mlp,MLP,FN,41,Pkt Len Mean,8,0.25887455243368696,0.2728736577466125,0.21453602024998691,0.5931461840609794,3,0.375,0.875,0.69921875,9
mlp,MLP,FN,11,Bwd Pkt Len Max,8,0.20223569918235174,0.2500915276080768,0.271862392569328,0.37356702718247453,6,0.75,0.875,0.66015625,10
mlp,MLP,FN,54,Fwd Seg Size Avg,8,-0.20477352939786744,0.2409834509062893,0.16019864087349944,0.8075404099222009,2,0.25,0.125,0.61328125,11
mlp,MLP,FN,12,Bwd Pkt Len Min,8,0.14481339922616052,0.22782159127581728,0.030259437240445518,0.7649400156866906,2,0.25,0.25,0.89453125,12
mlp,MLP,FN,10,Fwd Pkt Len Std,8,0.02313527613302168,0.22022187748614686,0.15681085499977543,0.7798633158279682,2,0.25,0.625,0.54296875,13
mlp,MLP,FN,74,Idle Mean,8,-0.21462891238559492,0.21462891238559492,0.224299074725333,0.3501182627676973,1,0.125,0.0,0.74609375,14
mlp,MLP,FN,43,Pkt Len Var,8,-0.19484421727320694,0.20470942440845402,0.2185845443104577,0.3332827934578501,0,0.0,0.125,0.72265625,15
mlp,MLP,FN,1,Protocol,8,-0.03320678409452944,0.18433165025424778,0.06801347429399546,0.46852808429545184,3,0.375,0.375,0.74609375,16
mlp,MLP,FN,20,Flow IAT Min,8,0.18325054934609464,0.18325054934609464,0.16116220659732775,0.3723194888053843,2,0.25,1.0,0.6328125,17
mlp,MLP,FN,19,Flow IAT Max,8,0.18114136870367392,0.18114136870367392,0.2002301443761036,0.28500223533344293,3,0.375,1.0,0.6953125,18
mlp,MLP,FN,0,Dst Port,8,0.16231704381524406,0.17811681170747565,0.11825504201423531,0.4841990966731652,2,0.25,0.75,0.55859375,19
mlp,MLP,FN,24,Fwd IAT Max,8,0.17099614546457167,0.17099614546457167,0.17734917743902712,0.3194493482056,1,0.125,1.0,0.65625,20
mlp,MLP,FN,2,Flow Duration,8,0.13526120073753856,0.17010270225374347,0.18197029632804582,0.30584895452969485,1,0.125,0.875,0.73828125,21
mlp,MLP,FN,17,Flow IAT Mean,8,0.1558120972672916,0.1558120972672916,0.1472857440657831,0.25263341535408435,0,0.0,1.0,0.76953125,22
mlp,MLP,FN,9,Fwd Pkt Len Mean,8,0.04434468155888726,0.14221985121161582,0.1419221641001266,0.32690201315658324,1,0.125,0.625,0.65234375,23
mlp,MLP,FN,13,Bwd Pkt Len Mean,8,0.05708880252826742,0.1248561160808028,0.11650326604335011,0.19370355787551136,0,0.0,0.625,0.625,24
mlp,MLP,FN,52,Down/Up Ratio,8,0.07908226259363875,0.1215272820334016,0.11045839826080095,0.25168678226361674,1,0.125,0.75,0.5859375,25
mlp,MLP,FN,69,Fwd Seg Size Min,8,0.05974791805404344,0.11593038733134357,0.07482841056724583,0.4711398950611578,1,0.125,0.625,0.671875,26
mlp,MLP,FN,21,Fwd IAT Tot,8,0.08303795106009734,0.10571228030670163,0.02623696678951852,0.6621602561918198,1,0.125,0.75,0.64453125,27
mlp,MLP,FN,77,Idle Min,8,-0.1054799763768514,0.1054799763768514,0.10003798388451415,0.24348245760685477,0,0.0,0.0,0.72265625,28
mlp,MLP,FN,42,Pkt Len Std,8,0.05252240485991379,0.10458725683548697,0.10290488776165585,0.20774095850664134,0,0.0,0.5,0.58203125,29
mlp,MLP,FN,23,Fwd IAT Std,8,-0.017486852881796897,0.10066393329437623,0.11388413448622504,0.1754331659213315,1,0.125,0.375,0.734375,30
mlp,MLP,FN,53,Pkt Size Avg,8,0.043163179338889496,0.09495643824998194,0.07135547146858454,0.3267172884282397,0,0.0,0.625,0.5703125,31
mlp,MLP,FN,26,Bwd IAT Tot,8,0.02436524805530703,0.08803717948239675,0.026658651470466484,0.4010348690038904,1,0.125,0.375,0.59375,32
mlp,MLP,FN,18,Flow IAT Std,8,0.073644549330768,0.08550669000682687,0.08473368818108844,0.145167055015354,0,0.0,0.75,0.65625,33
mlp,MLP,FN,27,Bwd IAT Mean,8,0.02777672214472001,0.08418836901099852,0.04536372058635875,0.28904421298310284,1,0.125,0.25,0.7109375,34
