model,model_display,case_id,baseline_id,baseline_display,integration_steps,reference_steps,signed_cosine_to_reference,absolute_cosine_to_reference,top10_jaccard_to_reference,maximum_absolute_attribution_difference,mean_absolute_attribution_difference
cnn,CNN,NEURAL_DISAGREE_08,zero_scaled,Zero standardized vector,64,128,0.9999961898296048,0.9999961898538966,1.0,0.05879195594172959,0.0030202564281096847
cnn,CNN,NEURAL_DISAGREE_08,zero_scaled,Zero standardized vector,128,128,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_08,benign_median,Benign training median,16,128,0.9416444652519765,0.9419701290941741,1.0,0.30051663243795823,0.008060383166776361
cnn,CNN,NEURAL_DISAGREE_08,benign_median,Benign training median,32,128,0.9928920732998433,0.9928968902127276,1.0,0.153346363824855,0.003482486812932196
cnn,CNN,NEURAL_DISAGREE_08,benign_median,Benign training median,64,128,0.9998961417569472,0.9998961417569472,1.0,0.01972751313283949,0.000842319651857012
cnn,CNN,NEURAL_DISAGREE_08,benign_median,Benign training median,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_08,benign_reference_32,Mean IG over 32 benign training references,16,128,0.9999195433025214,0.9999195433025214,1.0,0.02242228458642459,0.0013697405634749203
cnn,CNN,NEURAL_DISAGREE_08,benign_reference_32,Mean IG over 32 benign training references,32,128,0.9999067073588452,0.9999067073588452,1.0,0.03613096368820856,0.0009584539291275837
cnn,CNN,NEURAL_DISAGREE_08,benign_reference_32,Mean IG over 32 benign training references,64,128,0.9999969387382578,0.9999969387382578,1.0,0.0033797049291844905,0.00029456221646425424
cnn,CNN,NEURAL_DISAGREE_08,benign_reference_32,Mean IG over 32 benign training references,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_09,zero_scaled,Zero standardized vector,16,128,0.9998867752023151,0.9998870625497394,1.0,0.4598323091519241,0.016574436500145152
cnn,CNN,NEURAL_DISAGREE_09,zero_scaled,Zero standardized vector,32,128,0.9999771087208128,0.9999772418019637,1.0,0.08516097100817,0.004074310321222568
cnn,CNN,NEURAL_DISAGREE_09,zero_scaled,Zero standardized vector,64,128,0.9999957076828294,0.9999957077071021,1.0,0.058791921497819644,0.0030729670023876853
cnn,CNN,NEURAL_DISAGREE_09,zero_scaled,Zero standardized vector,128,128,0.9999999999999998,0.9999999999999998,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_09,benign_median,Benign training median,16,128,0.9427714987675685,0.9430422098252385,1.0,0.30092612743867553,0.007981259327871656
cnn,CNN,NEURAL_DISAGREE_09,benign_median,Benign training median,32,128,0.9932421353808922,0.9932931851679395,1.0,0.15375590652889748,0.003557326778925114
cnn,CNN,NEURAL_DISAGREE_09,benign_median,Benign training median,64,128,0.9998629242058312,0.9998642211452685,1.0,0.01931796086344728,0.0008326469824750774
cnn,CNN,NEURAL_DISAGREE_09,benign_median,Benign training median,128,128,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_09,benign_reference_32,Mean IG over 32 benign training references,16,128,0.9999075235161733,0.9999075235161733,1.0,0.02531302449880779,0.001428352813032919
cnn,CNN,NEURAL_DISAGREE_09,benign_reference_32,Mean IG over 32 benign training references,32,128,0.9998741582876114,0.9998741582876114,1.0,0.040934758274394856,0.001128480716100302
cnn,CNN,NEURAL_DISAGREE_09,benign_reference_32,Mean IG over 32 benign training references,64,128,0.9999952017628526,0.9999952017628526,1.0,0.004499688769704302,0.00034173107330777024
cnn,CNN,NEURAL_DISAGREE_09,benign_reference_32,Mean IG over 32 benign training references,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_10,zero_scaled,Zero standardized vector,16,128,0.9998699542701752,0.999870204581204,1.0,0.45983231650814815,0.0168216591358761
cnn,CNN,NEURAL_DISAGREE_10,zero_scaled,Zero standardized vector,32,128,0.9999758521449295,0.9999759315969837,1.0,0.08516098597531485,0.004161061842098128
cnn,CNN,NEURAL_DISAGREE_10,zero_scaled,Zero standardized vector,64,128,0.9999954764712485,0.9999954764955122,1.0,0.058791946203347045,0.003082506760034345
cnn,CNN,NEURAL_DISAGREE_10,zero_scaled,Zero standardized vector,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_10,benign_median,Benign training median,16,128,0.9446964519608396,0.9446964519608396,0.8181818181818182,0.24491477090129754,0.009773480835774492
cnn,CNN,NEURAL_DISAGREE_10,benign_median,Benign training median,32,128,0.9960678260504895,0.9960678260504895,1.0,0.13317885438269716,0.0041110342086291655
cnn,CNN,NEURAL_DISAGREE_10,benign_median,Benign training median,64,128,0.9994681927453264,0.9994681927453264,1.0,0.028258819442429695,0.0013231246210074854
cnn,CNN,NEURAL_DISAGREE_10,benign_median,Benign training median,128,128,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_10,benign_reference_32,Mean IG over 32 benign training references,16,128,0.9999181112635944,0.9999181112635944,1.0,0.022707658645522377,0.0013600712502349693
cnn,CNN,NEURAL_DISAGREE_10,benign_reference_32,Mean IG over 32 benign training references,32,128,0.9998773534436686,0.9998773534436686,1.0,0.03888957035179219,0.0011376381094771537
cnn,CNN,NEURAL_DISAGREE_10,benign_reference_32,Mean IG over 32 benign training references,64,128,0.9999976621384749,0.9999976621384749,1.0,0.002197146029926378,0.00026422672481873346
cnn,CNN,NEURAL_DISAGREE_10,benign_reference_32,Mean IG over 32 benign training references,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_11,zero_scaled,Zero standardized vector,16,128,0.999955031823846,0.999955031823846,1.0,0.08292461556615915,0.010075097562817485
cnn,CNN,NEURAL_DISAGREE_11,zero_scaled,Zero standardized vector,32,128,0.9999835588690804,0.999983564462157,1.0,0.04178839808877255,0.004151950544902939
cnn,CNN,NEURAL_DISAGREE_11,zero_scaled,Zero standardized vector,64,128,0.9999977343476558,0.9999977343476558,1.0,0.024508960025497295,0.0021579764742975824
cnn,CNN,NEURAL_DISAGREE_11,zero_scaled,Zero standardized vector,128,128,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_11,benign_median,Benign training median,16,128,0.9988792785915848,0.998879278591687,0.8181818181818182,0.23010169621212295,0.006662030588653049
cnn,CNN,NEURAL_DISAGREE_11,benign_median,Benign training median,32,128,0.9999502039278289,0.9999502039278289,1.0,0.042794381653603164,0.0016819132383535046
cnn,CNN,NEURAL_DISAGREE_11,benign_median,Benign training median,64,128,0.9999978457325769,0.9999978457325769,1.0,0.024948030234678065,0.0008167262499875536
cnn,CNN,NEURAL_DISAGREE_11,benign_median,Benign training median,128,128,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_11,benign_reference_32,Mean IG over 32 benign training references,16,128,0.9997075322707836,0.9997075322707836,1.0,0.09204373583354561,0.0070948101302181115
cnn,CNN,NEURAL_DISAGREE_11,benign_reference_32,Mean IG over 32 benign training references,32,128,0.9999852738538969,0.9999852738538969,1.0,0.012891856725232853,0.0018922068097113776
cnn,CNN,NEURAL_DISAGREE_11,benign_reference_32,Mean IG over 32 benign training references,64,128,0.9999968523062974,0.9999968523062974,1.0,0.010555800708559965,0.0007601363875751884
cnn,CNN,NEURAL_DISAGREE_11,benign_reference_32,Mean IG over 32 benign training references,128,128,1.0000000000000002,1.0000000000000002,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_12,zero_scaled,Zero standardized vector,16,128,0.9998762331866079,0.9998764329041372,1.0,0.45983232035855526,0.016677115698332533
cnn,CNN,NEURAL_DISAGREE_12,zero_scaled,Zero standardized vector,32,128,0.9999796137163124,0.9999796137551565,1.0,0.08516094188291667,0.003940075667658307
cnn,CNN,NEURAL_DISAGREE_12,zero_scaled,Zero standardized vector,64,128,0.9999961371686769,0.9999961371929489,1.0,0.05879187229651617,0.003030571759514838
cnn,CNN,NEURAL_DISAGREE_12,zero_scaled,Zero standardized vector,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_12,benign_median,Benign training median,16,128,0.9422801310751824,0.9426750730908119,0.8181818181818182,0.2491633201229828,0.009936136409734304
cnn,CNN,NEURAL_DISAGREE_12,benign_median,Benign training median,32,128,0.9956078682794659,0.9957830052159707,1.0,0.13742738694216028,0.00428229684382939
cnn,CNN,NEURAL_DISAGREE_12,benign_median,Benign training median,64,128,0.9994545172059912,0.9995048449559043,1.0,0.028633742152528008,0.0013884591988894068
cnn,CNN,NEURAL_DISAGREE_12,benign_median,Benign training median,128,128,1.0,1.0,1.0,0.0,0.0
cnn,CNN,NEURAL_DISAGREE_12,benign_reference_32,Mean IG over 32 benign training references,16,128,0.9998721546604129,0.9998721546604129,1.0,0.03951159995394504,0.0015109737075187906
cnn,CNN,NEURAL_DISAGREE_12,benign_reference_32,Mean IG over 32 benign training references,32,128,0.9998876033406683,0.9998876033406683,1.0,0.04289699387839052,0.001056853551149624
cnn,CNN,NEURAL_DISAGREE_12,benign_reference_32,Mean IG over 32 benign training references,64,128,0.9999981454694946,0.9999981454694946,1.0,0.0020242508848123952,0.0002271849907140874
cnn,CNN,NEURAL_DISAGREE_12,benign_reference_32,Mean IG over 32 benign training references,128,128,0.9999999999999998,0.9999999999999998,1.0,0.0,0.0
