model,model_display,case_id,holdout_position,original_row_index,y_true,attack_category,input_probability,input_logit,baseline_id,baseline_display,semantic_role,baseline_count,baseline_mean_logit,target_logit_difference,integration_method,integration_steps,attribution_sum,signed_completeness_error,absolute_completeness_error,normalized_completeness_error,completeness_pass,attribution_l1_norm,attribution_l2_norm
mlp,MLP,NEURAL_DISAGREE_02,10083,196830,0,Benign,0.07731778919696808,-2.479360818862915,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.92536274343729,Trapezoidal rule,16,2.9133660565665807,-0.011996686870709539,0.011996686870709539,0.004100922833458075,True,14.181845073752498,3.620383917552378
mlp,MLP,NEURAL_DISAGREE_02,10083,196830,0,Benign,0.07731778919696808,-2.479360818862915,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.92536274343729,Trapezoidal rule,32,2.91805325290677,-0.007309490530519991,0.007309490530519991,0.0024986612504442327,True,14.172818703872867,3.6186257059530376
mlp,MLP,NEURAL_DISAGREE_02,10083,196830,0,Benign,0.07731778919696808,-2.479360818862915,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.92536274343729,Trapezoidal rule,64,2.9168362720371777,-0.008526471400112534,0.008526471400112534,0.0029146714947541727,True,14.164828099784819,3.61774195102321
mlp,MLP,NEURAL_DISAGREE_02,10083,196830,0,Benign,0.07731778919696808,-2.479360818862915,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.92536274343729,Trapezoidal rule,128,2.9212648355704207,-0.004097907866869477,0.004097907866869477,0.0014008204199847198,True,14.162524525132353,3.6162959225841744
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.919373035430908,Trapezoidal rule,16,-4.960098563340791,-0.04072552790988304,0.04072552790988304,0.008278601280399896,True,38.07716287893851,7.879776140682291
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.919373035430908,Trapezoidal rule,32,-4.928024099860699,-0.0086510644297908,0.0086510644297908,0.0017585705266673312,True,37.69637360163865,7.828487017194397
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.919373035430908,Trapezoidal rule,64,-4.8877579795458175,0.031615055885090726,0.031615055885090726,0.0064266433257630425,True,37.59127963662151,7.806766323448645
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.919373035430908,Trapezoidal rule,128,-4.9060545347384785,0.01331850069242968,0.01331850069242968,0.0027073573393409183,True,37.57323497602641,7.804391268602658
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.8897953033447266,Trapezoidal rule,16,0.9145877932050368,0.02479248986031024,0.02479248986031024,0.02479248986031024,False,2.7244923420724274,0.8775921358729379
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.8897953033447266,Trapezoidal rule,32,0.9076126293873634,0.01781732604263686,0.01781732604263686,0.01781732604263686,False,2.7264849214217755,0.8718145912097952
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.8897953033447266,Trapezoidal rule,64,0.8989059666169428,0.009110663272216213,0.009110663272216213,0.009110663272216213,True,2.7124977010923215,0.865775860523403
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.8897953033447266,Trapezoidal rule,128,0.8907209420130994,0.000925638668372808,0.000925638668372808,0.000925638668372808,True,2.7138801411272455,0.865390956288267
