model,model_display,case_id,holdout_position,original_row_index,y_true,attack_category,input_probability,input_logit,baseline_id,baseline_display,semantic_role,baseline_count,baseline_mean_logit,target_logit_difference,integration_method,integration_steps,attribution_sum,signed_completeness_error,absolute_completeness_error,normalized_completeness_error,completeness_pass,attribution_l1_norm,attribution_l2_norm
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.0812005177140236,Trapezoidal rule,16,3.076784016401821,-0.004416501312202392,0.004416501312202392,0.0014333703005733112,True,14.31136761756618,3.2485934502978147
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.0812005177140236,Trapezoidal rule,32,3.08284248399758,0.0016419662835565063,0.0016419662835565063,0.000532898223960672,True,14.341190691612871,3.2545993805908475
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.0812005177140236,Trapezoidal rule,64,3.081386817846513,0.00018630013248932542,0.00018630013248932542,6.046348863641745e-05,True,14.372493459900173,3.263194848862498
mlp,MLP,NEURAL_DISAGREE_03,11807,142668,0,Benign,0.0891934335231781,-2.3235230445861816,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.0812005177140236,Trapezoidal rule,128,3.082552893131313,0.0013523754172894975,0.0013523754172894975,0.0004389118492985454,True,14.37479396061737,3.2634922105320805
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.803790092468262,Trapezoidal rule,16,-4.7647010526156315,0.039089039852630236,0.039089039852630236,0.008137124874360545,True,42.835641834333735,9.049529996179839
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.803790092468262,Trapezoidal rule,32,-4.786777756951827,0.01701233551643444,0.01701233551643444,0.003541440235514795,True,43.04441629809425,9.095316345196366
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.803790092468262,Trapezoidal rule,64,-4.795682059191253,0.008108033277008708,0.008108033277008708,0.0016878408758369946,True,43.19525695004443,9.121880526808178
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.803790092468262,Trapezoidal rule,128,-4.80884726641519,-0.00505717394692784,0.00505717394692784,0.0010527466541173087,True,43.18519004923565,9.124690848364157
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.005378246307373,Trapezoidal rule,16,1.0060889126940606,0.0007106663866875973,0.0007106663866875973,0.0007068646942559031,True,2.8332343147700256,0.962161784824579
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.005378246307373,Trapezoidal rule,32,1.0199231289870898,0.014544882679716764,0.014544882679716764,0.01446707518601907,False,2.8241637831168473,0.9552688912738738
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.005378246307373,Trapezoidal rule,64,1.0055631778195615,0.0001849315121884576,0.0001849315121884576,0.00018394222559289266,True,2.827224050845402,0.9528883834025215
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.005378246307373,Trapezoidal rule,128,1.0062793980142366,0.0009011517068635566,0.0009011517068635566,0.0008963310178764785,True,2.82947707793163,0.9550274465252198
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.19678346067667,Trapezoidal rule,16,3.213577998366244,0.01679453768957373,0.01679453768957373,0.005253573755045264,True,17.164287924188486,3.836061866264113
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.19678346067667,Trapezoidal rule,32,3.209651371450672,0.012867910774001956,0.012867910774001956,0.004025268189819206,True,17.12949773329859,3.8202479555871522
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.19678346067667,Trapezoidal rule,64,3.200453418418724,0.003669957742054031,0.003669957742054031,0.0011480157436992004,True,17.104431063244384,3.814211926392724
mlp,MLP,NEURAL_DISAGREE_04,30716,257630,0,Benign,0.099039725959301,-2.207940101623535,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.19678346067667,Trapezoidal rule,128,3.1969060986860645,0.0001226380093943824,0.0001226380093943824,3.836293915522929e-05,True,17.110016571501443,3.8149861301995696
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.1486735343933105,Trapezoidal rule,16,-5.09674753457785,0.05192599981546042,0.05192599981546042,0.010085316046665809,False,42.18709803265233,8.64263660326771
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.1486735343933105,Trapezoidal rule,32,-5.180187461700503,-0.03151392730719227,0.03151392730719227,0.006120785692990279,True,42.678643498657614,8.731457495130664
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.1486735343933105,Trapezoidal rule,64,-5.148559807253181,0.00011372714012924945,0.00011372714012924945,2.2088629113799578e-05,True,42.80941698712187,8.763406765059662
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.1486735343933105,Trapezoidal rule,128,-5.122407379056206,0.026266155337104635,0.026266155337104635,0.005101538320821051,True,42.72797347852934,8.742353358130886
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.6604948043823242,Trapezoidal rule,16,0.6502723680207501,-0.010222436361574161,0.010222436361574161,0.010222436361574161,False,16.76342366603062,6.434932144005912
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.6604948043823242,Trapezoidal rule,32,0.5969653861071831,-0.06352941827514114,0.06352941827514114,0.06352941827514114,False,16.94823727164825,6.540536765801799
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.6604948043823242,Trapezoidal rule,64,0.675417851122897,0.014923046740572765,0.014923046740572765,0.014923046740572765,False,16.906274552442493,6.515762507368134
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.6604948043823242,Trapezoidal rule,128,0.6610453369767502,0.0005505325944259454,0.0005505325944259454,0.0005505325944259454,True,16.890782324329148,6.507389212016472
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.8519000187516212,Trapezoidal rule,16,2.8747960498048624,0.022896031053241117,0.022896031053241117,0.008028342825027762,True,17.171044596841607,3.735413444388239
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.8519000187516212,Trapezoidal rule,32,2.8647667744838854,0.012866755732264146,0.012866755732264146,0.004511643342215196,True,17.20620795058981,3.742019187323746
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.8519000187516212,Trapezoidal rule,64,2.855626637019695,0.003726618268073967,0.003726618268073967,0.00130671420581751,True,17.237546084335133,3.748954916158139
mlp,MLP,NEURAL_DISAGREE_05,30033,174394,0,Benign,0.07223702222108841,-2.552823543548584,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.8519000187516212,Trapezoidal rule,128,2.8566576291890677,0.004757610437446491,0.004757610437446491,0.001668224834729328,True,17.24270863519613,3.7491377265306474
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.014627695083618,Trapezoidal rule,16,-5.080559008411126,-0.0659313133275079,0.0659313133275079,0.013147798268682538,False,36.9584393887099,7.387221597168727
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.014627695083618,Trapezoidal rule,32,-5.02834648490672,-0.013718789823101929,0.013718789823101929,0.002735754408358559,True,36.49686237237732,7.306937340058864
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.014627695083618,Trapezoidal rule,64,-5.016304229813582,-0.0016765347299640965,0.0016765347299640965,0.00033432885388635827,True,36.513869338752684,7.3010263591496685
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-5.014627695083618,Trapezoidal rule,128,-5.016603067264974,-0.0019753721813557945,0.0019753721813557945,0.00039392200208451474,True,36.52631517987042,7.298604428300962
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.7945406436920166,Trapezoidal rule,16,0.7662504665078762,-0.028290177184140397,0.028290177184140397,0.028290177184140397,False,2.6917743553887084,0.8251763471792282
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.7945406436920166,Trapezoidal rule,32,0.7970135515567948,0.002472907864778162,0.002472907864778162,0.002472907864778162,True,2.7036521375198035,0.8282785967691703
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.7945406436920166,Trapezoidal rule,64,0.7927032164968486,-0.0018374271951679955,0.0018374271951679955,0.0018374271951679955,True,2.698776199928753,0.8280524432712979
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,0.7945406436920166,Trapezoidal rule,128,0.797405441826217,0.0028647981342003748,0.0028647981342003748,0.0028647981342003748,True,2.695564034416088,0.8275216746528886
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.9859458580613136,Trapezoidal rule,16,3.002630713549067,0.016684855487753225,0.016684855487753225,0.0055877957206451855,True,11.91144186009109,2.717897809839109
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.9859458580613136,Trapezoidal rule,32,2.978002435489442,-0.00794342257187175,0.00794342257187175,0.002660270128618199,True,11.934287287988104,2.72348973798338
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.9859458580613136,Trapezoidal rule,64,2.9805902677743683,-0.005355590286945322,0.005355590286945322,0.0017935992618508321,True,11.903761693354667,2.7194247527270092
mlp,MLP,NEURAL_DISAGREE_06,23693,28361,0,Benign,0.08175196498632431,-2.4187777042388916,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,2.9859458580613136,Trapezoidal rule,128,2.9862507135646696,0.0003048555033560163,0.0003048555033560163,0.00010209679540336674,True,11.901856909617761,2.719536509781135
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.404575347900391,Trapezoidal rule,16,-4.321526690808073,0.08304865709231724,0.08304865709231724,0.01885508829628844,False,57.459449479187455,11.527199290946818
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.404575347900391,Trapezoidal rule,32,-4.378173162880448,0.026402185019942515,0.026402185019942515,0.005994263449830215,True,58.168249887475675,11.681929086543411
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.404575347900391,Trapezoidal rule,64,-4.400373779425482,0.004201568474909045,0.004201568474909045,0.0009539100010882738,True,58.33864849626845,11.703978556361417
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-4.404575347900391,Trapezoidal rule,128,-4.412365749757582,-0.007790401857191043,0.007790401857191043,0.0017687066838133752,True,58.49156272824351,11.725205336818492
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.4045929908752441,Trapezoidal rule,16,1.359447324012077,-0.04514566686316712,0.04514566686316712,0.03214145817076554,False,4.437570619482967,1.3553130656355588
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.4045929908752441,Trapezoidal rule,32,1.4423201645825647,0.037727173707320594,0.037727173707320594,0.02685986186205561,False,4.521095006290711,1.3962870430514516
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.4045929908752441,Trapezoidal rule,64,1.3967193979809973,-0.007873592894246828,0.007873592894246828,0.005605604573991613,True,4.489639921539489,1.3784631339020932
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,1.4045929908752441,Trapezoidal rule,128,1.4047892560415594,0.00019626516631521262,0.00019626516631521262,0.0001397309879731878,True,4.484838128918007,1.3802459152523123
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.595998205244541,Trapezoidal rule,16,3.683177261734035,0.08717905648949387,0.08717905648949387,0.024243353726469775,False,22.834306773817335,4.774227946604322
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.595998205244541,Trapezoidal rule,32,3.6112306376792667,0.015232432434725496,0.015232432434725496,0.004235939943604514,True,23.22672861325158,4.860875815192062
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.595998205244541,Trapezoidal rule,64,3.599176049697093,0.00317784445255187,0.00317784445255187,0.0008837169184114664,True,23.28875522115308,4.871592038499056
mlp,MLP,NEURAL_DISAGREE_07,9859,173665,1,Infilteration,0.14079225063323975,-1.808725357055664,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,3.595998205244541,Trapezoidal rule,128,3.5948878785366483,-0.0011103267078929058,0.0011103267078929058,0.00030876731425326154,True,23.33224141136608,4.880695191064584
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.15749549865722656,Trapezoidal rule,16,-0.1670531236188787,-0.009557624961652134,0.009557624961652134,0.009557624961652134,True,55.863358618666126,14.614445025508235
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.15749549865722656,Trapezoidal rule,32,0.08958842226257141,0.24708392091979797,0.24708392091979797,0.24708392091979797,False,57.04635333173499,15.107562638513588
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.15749549865722656,Trapezoidal rule,64,-0.17216066207297556,-0.014665163415749,0.014665163415749,0.014665163415749,False,56.87743945729737,15.07945752294319
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.15749549865722656,Trapezoidal rule,128,-0.2790630430060873,-0.12156754434886075,0.12156754434886075,0.12156754434886075,False,57.06532697088247,15.141355731481562
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.651672840118408,Trapezoidal rule,16,5.729332400916,0.07765956079759206,0.07765956079759206,0.013740986606005492,False,16.407804662954618,5.78613498507635
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.651672840118408,Trapezoidal rule,32,5.675958639510435,0.02428579939202713,0.02428579939202713,0.00429709929768658,True,16.382316379115856,5.776828321163452
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.651672840118408,Trapezoidal rule,64,5.678429385486663,0.026756545368255225,0.026756545368255225,0.004734270033878084,True,16.30226026798271,5.743381468547755
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.651672840118408,Trapezoidal rule,128,5.664171624044478,0.012498783926069734,0.012498783926069734,0.002211519364204364,True,16.271851133348925,5.730302798242252
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.843078054487705,Trapezoidal rule,16,7.846059915910874,0.002981861423168475,0.002981861423168475,0.0003801902011496995,True,23.92044769427045,6.178841474656253
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.843078054487705,Trapezoidal rule,32,7.840149130707821,-0.002928923779884407,0.002928923779884407,0.0003734406006846401,True,23.929495328332248,6.185492393565917
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.843078054487705,Trapezoidal rule,64,7.84233591504168,-0.0007421394460251918,0.0007421394460251918,9.462349359133937e-05,True,23.922628098145992,6.185041456201943
mlp,MLP,NEURAL_DISAGREE_08,36588,230736,1,Infilteration,0.9197056889533997,2.4383544921875,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.843078054487705,Trapezoidal rule,128,7.84944335193693,0.0063652974492249825,0.0063652974492249825,0.0008115815506365953,True,23.929655889684586,6.186057038846006
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.24606060981750488,Trapezoidal rule,16,-0.40649914933108816,-0.16043853951358328,0.16043853951358328,0.16043853951358328,False,55.82853590737793,14.606358329723697
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.24606060981750488,Trapezoidal rule,32,-0.0502539514890473,0.1958066583284576,0.1958066583284576,0.1958066583284576,False,56.924908341244425,14.976304685794547
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.24606060981750488,Trapezoidal rule,64,-0.26500558849203804,-0.018944978674533153,0.018944978674533153,0.018944978674533153,False,56.477667351995116,14.913526854450014
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.24606060981750488,Trapezoidal rule,128,-0.36861065270093696,-0.12255004288343208,0.12255004288343208,0.12255004288343208,False,56.7309566112612,15.003102315428958
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.56310772895813,Trapezoidal rule,16,5.475166173551473,-0.08794155540665649,0.08794155540665649,0.015807990729513766,False,15.689025445501402,5.4902714795391425
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.56310772895813,Trapezoidal rule,32,5.502289369891095,-0.06081835906703503,0.06081835906703503,0.01093244316489719,False,15.56933357257694,5.490806778695124
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.56310772895813,Trapezoidal rule,64,5.560278511727567,-0.0028292172305626195,0.0028292172305626195,0.0005085677589588008,True,15.642384898592663,5.519660033481829
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.56310772895813,Trapezoidal rule,128,5.56884649769393,0.00573876873580037,0.00573876873580037,0.0010315760570171698,True,15.644662664041588,5.526335669030764
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.754512943327427,Trapezoidal rule,16,7.730739980716391,-0.02377296261103634,0.02377296261103634,0.0030656938462514795,True,23.470036484564794,6.055138487875333
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.754512943327427,Trapezoidal rule,32,7.732442141361787,-0.02207080196563993,0.02207080196563993,0.0028461880361720627,True,23.497196475978168,6.061272396495141
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.754512943327427,Trapezoidal rule,64,7.749933867066498,-0.004579076260928794,0.004579076260928794,0.0005905046899004765,True,23.523221789581843,6.071332594137879
mlp,MLP,NEURAL_DISAGREE_09,33433,299699,1,Infilteration,0.9129174947738647,2.3497893810272217,benign_reference_32,Mean IG over 32 benign training references,Primary distribution-aware baseline candidate,32,-5.404723562300205,7.754512943327427,Trapezoidal rule,128,7.75448831520302,-2.462812440651163e-05,2.462812440651163e-05,3.175973086446847e-06,True,23.523149092655316,6.071894577884082
mlp,MLP,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.901373565196991,2.212581157684326,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.3832688331604004,Trapezoidal rule,16,-0.48895770331971594,-0.10568887015931555,0.10568887015931555,0.10568887015931555,False,55.21764329176175,14.315463547887283
mlp,MLP,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.901373565196991,2.212581157684326,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.3832688331604004,Trapezoidal rule,32,-0.2438383008055288,0.1394305323548716,0.1394305323548716,0.1394305323548716,False,56.27775838680808,14.703124791295924
mlp,MLP,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.901373565196991,2.212581157684326,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.3832688331604004,Trapezoidal rule,64,-0.4498289582074045,-0.06656012504700409,0.06656012504700409,0.06656012504700409,False,55.94127187331339,14.63107501113556
mlp,MLP,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.901373565196991,2.212581157684326,zero_scaled,Zero standardized vector,Sensitivity control only,1,2.5958499908447266,-0.3832688331604004,Trapezoidal rule,128,-0.5046048246032149,-0.12133599144281448,0.12133599144281448,0.12133599144281448,False,56.04997267680532,14.718331738089633
mlp,MLP,NEURAL_DISAGREE_10,54590,151302,1,Infilteration,0.901373565196991,2.212581157684326,benign_median,Benign training median,Single benign reference sensitivity baseline,1,-3.213318347930908,5.425899505615234,Trapezoidal rule,16,5.390940775498179,-0.0349587301170553,0.0349587301170553,0.006442937264296307,True,14.596851528298785,5.1867992566049
