case_id,model,model_display,selected_outcome,reference_number,reference_original_row_index,reference_probability,reference_logit,target_logit_difference,attribution_sum,absolute_completeness_error,signed_cosine_to_mean_attribution,top10_jaccard_to_mean_attribution,top10_sign_agreement_with_mean
CNN_FP_07,cnn,CNN,FP,11,87343,0.00010499916243134066,-9.161453247070312,12.850489616394043,12.953716518310733,0.10322690191669004,0.7107377140288684,0.25,0.6
CNN_FP_07,cnn,CNN,FP,12,257740,0.005232546012848616,-5.247611045837402,8.936647415161133,8.948660566954462,0.012013151793329513,0.7786975138540196,0.17647058823529413,0.3
CNN_FP_07,cnn,CNN,FP,13,150246,0.13935862481594086,-1.820627212524414,5.5096635818481445,5.397102981694557,0.11256060015358749,0.8476142638063558,0.25,0.5
CNN_FP_07,cnn,CNN,FP,14,115022,0.28249409794807434,-0.9321235418319702,4.621159911155701,4.728186312791784,0.1070264016360829,0.6019745234255426,0.5384615384615384,0.8
CNN_FP_07,cnn,CNN,FP,15,163618,0.0015199301997199655,-6.487569808959961,10.176606178283691,10.199130385395703,0.02252420711201175,0.6127649357651628,0.17647058823529413,0.7
CNN_FP_07,cnn,CNN,FP,16,133372,0.13112670183181763,-1.8910331726074219,5.580069541931152,5.594785206308593,0.014715664377440874,0.7662334779594052,0.3333333333333333,0.6
CNN_FP_07,cnn,CNN,FP,17,162071,0.14064912497997284,-1.8099089860916138,5.498945355415344,5.4998727513163885,0.0009273959010442923,0.8537974839480125,0.3333333333333333,0.5
CNN_FP_07,cnn,CNN,FP,18,90067,0.00158109818585217,-6.448053359985352,10.137089729309082,10.14826183336172,0.011172104052638687,0.8075571439055018,0.1111111111111111,0.2
CNN_FP_07,cnn,CNN,FP,19,111705,0.145994171500206,-1.766371250152588,5.455407619476318,5.447012352158796,0.008395267317522048,0.8558428795416767,0.25,0.5
CNN_FP_07,cnn,CNN,FP,20,34940,0.06991544365882874,-2.58798885345459,6.27702522277832,6.268597429866773,0.008427792911547272,0.8046289979262011,0.42857142857142855,0.8
CNN_FP_07,cnn,CNN,FP,21,212937,9.353640780318528e-05,-9.277066230773926,12.966102600097656,13.010396647978434,0.0442940478807774,0.6258406910965545,0.5384615384615384,0.9
CNN_FP_07,cnn,CNN,FP,22,214917,0.03187817335128784,-3.4134364128112793,7.10247278213501,7.10356982081323,0.0010970386782203079,0.8642336881825113,0.25,0.6
CNN_FP_07,cnn,CNN,FP,23,70482,0.002233611885458231,-6.101899147033691,9.790935516357422,9.796167568290928,0.0052320519335058435,0.7571645530304503,0.1111111111111111,0.2
CNN_FP_07,cnn,CNN,FP,24,294868,0.00010112184099853039,-9.19908332824707,12.8881196975708,12.840483246228171,0.047636451342629726,0.6266893349958768,0.5384615384615384,0.9
CNN_FP_07,cnn,CNN,FP,25,39929,0.33780986070632935,-0.6730696558952332,4.362106025218964,4.318379051780204,0.04372697343875931,0.7662731424631555,0.6666666666666666,0.9
CNN_FP_07,cnn,CNN,FP,26,138479,0.0454024001955986,-3.045724868774414,6.7347612380981445,6.707121077518491,0.02764016057965346,0.8002489091528746,0.42857142857142855,0.8
CNN_FP_07,cnn,CNN,FP,27,142790,1.4258160263125319e-05,-11.158166885375977,14.847203254699707,14.848183099296435,0.0009798445967277303,0.8127673285110364,0.3333333333333333,0.6
CNN_FP_07,cnn,CNN,FP,28,100912,0.06924225389957428,-2.5983877182006836,6.287424087524414,6.2896140567130425,0.00218996918862846,0.8072917024319978,0.42857142857142855,0.8
CNN_FP_07,cnn,CNN,FP,29,74305,0.00013703333388548344,-8.895149230957031,12.584185600280762,12.551987278816082,0.032198321464679935,0.6814408433407267,0.25,0.6
CNN_FP_07,cnn,CNN,FP,30,264007,9.488304203841835e-05,-9.262770652770996,12.951807022094727,12.948514144735267,0.0032928773594598226,0.629074396101548,0.5384615384615384,0.9
CNN_FP_07,cnn,CNN,FP,31,265049,0.09861952811479568,-2.212658166885376,5.9016945362091064,5.870525257954786,0.031169278254320254,0.7501004895434926,0.17647058823529413,0.3
CNN_FP_07,cnn,CNN,FP,32,45738,0.04951528087258339,-2.95469069480896,6.64372706413269,6.633719769259809,0.010007294872881545,0.8251719170079178,0.42857142857142855,0.9
