condition_id,target_id,comparison_group,hardware_mode,thread_count,batch_size,status,n,p50_point_ms,historical_p50_ci_low_ms,historical_p50_ci_high_ms,corrected_p50_ci_low_ms,corrected_p50_ci_high_ms,p95_point_ms,historical_p95_ci_low_ms,historical_p95_ci_high_ms,corrected_p95_ci_low_ms,corrected_p95_ci_high_ms,p99_point_ms_if_n_gte_100,historical_p99_ci_low_ms_if_n_gte_100,historical_p99_ci_high_ms_if_n_gte_100,corrected_p99_ci_low_ms_if_n_gte_100,corrected_p99_ci_high_ms_if_n_gte_100,median_throughput_point,historical_median_throughput_ci_low,historical_median_throughput_ci_high,corrected_median_throughput_ci_low,corrected_median_throughput_ci_high,historical_ci_status,corrected_ci_status
CPUCOND_052,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,64,PASS,150,105.0176195,99.758049,107.71593899999999,99.758049,107.68156450000001,132.188061,127.435599,134.08505705124998,127.435599,134.07868495,136.9043697,133.255019,138.179199,133.01021240999998,138.179199,609.4236485845488,593.2857568449684,642.5105947980137,594.345095179535,641.5522420651992,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_053,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,256,PASS,100,626.6558415,622.120152,633.6736960000001,621.4636915,633.3798165000001,680.02904195,662.914041,687.30002945,661.90855805,687.30002945,705.3476320999999,680.0440043,711.15122,680.0440043,711.15122,408.5176986728557,403.9935159882723,411.9180143640137,404.1822993518025,411.93120233102434,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_054,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_1_PHYSICAL_CORE,1,1024,PASS,50,3394.4751425,3376.568058,3422.2789425,3375.5145725,3421.9111224999997,3497.188846,3466.94246705,3559.2533212,3466.94246705,3559.2533212,,,,,,301.66675854959783,299.24804805835925,303.26694452138474,299.24804805835925,303.3613952680747,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_055,,,,,,TIMEOUT_RESOURCE_LIMIT,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE_NON_PASS,NOT_APPLICABLE_NON_PASS
CPUCOND_056,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1,PASS,200,1.86188,1.846311,1.8742,1.84569,1.873990375,2.1142205,2.0435525,2.194678,2.037995,2.19424,2.2687550099999987,2.1680720099999977,2.414511,2.1863318002499996,2.414511,537.091543757092,533.5612880093868,541.6218379220377,533.6223356748299,541.8027946188146,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_057,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,64,PASS,150,80.176624,77.016119,83.5407395,77.124559,83.20725472499998,98.55976349999999,93.704659,101.95632254999998,93.704659,101.95632254999998,105.46197019999997,99.52064528999999,112.233299,99.77289729,112.233299,798.2414849525264,767.6853442690092,830.4389931597157,769.1655097858186,829.826462929921,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_058,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,256,PASS,100,386.0946955,384.14173600000004,391.316416,384.450156,391.323711,424.13822605,416.22545799999995,431.459862,416.22545799999995,431.459862,437.5523997,424.11754721000005,444.331296,424.11754721000005,444.331296,663.0497941258443,654.2020460496091,666.2965841265395,654.1898507370661,665.8860609228105,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_059,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,1024,PASS,50,2126.8256445,2105.47069,2141.9606194999997,2106.16279,2141.8179695,2193.49449855,2172.14127745,2201.12222005,2171.344462,2201.12222005,,,,,,481.4702738085688,478.49742527945085,486.19223778044244,478.09903567989096,486.19223778044244,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_060,STAGE21_MASKED_VIT_V1,GROUP_B_PACKET_IMAGE,CPU_2_PHYSICAL_CORE,2,8192,PASS,20,15011.109631,14766.102933499998,15082.09214,14766.102933499998,15082.09214,15215.292829850001,15098.71205265,15299.518858,15098.71205265,15299.518858,,,,,,545.7291435038658,543.1610873123855,554.78422152793,543.1610873123855,554.78422152793,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_061,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,PASS,200,1.1218805,1.11456,1.1359,1.1145,1.13499,1.3107035999999999,1.2589514999999998,1.4130945499999994,1.26271,1.4116958637499997,1.5579616999999997,1.3590263452499982,2.07718,1.3590866999999982,2.07718,891.3605384061377,881.5932152586155,897.3116542837658,881.0653476682274,897.263349392816,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_062,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,PASS,150,6.427255000000001,6.343841,6.52342,6.343841,6.523625,8.048948999999999,7.723426449999999,8.6291845,7.72532,8.6291845,9.145757489999996,8.1618482,11.25417,8.1618482,11.25417,9957.622531756499,9815.48646614964,10090.90014382717,9810.496474459971,10088.525232583856,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_063,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,PASS,100,17.011844500000002,16.89801,17.13129,16.896821125,17.12349,17.80770195,17.6878465,18.121039,17.689025,18.121039,18.158578700000003,17.798523090000003,18.73562,17.798680290000004,18.73562,15048.34140103248,14954.711401774965,15149.712895187065,14950.245556120335,15150.807489626444,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_064,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,PASS,50,60.1963935,59.653869,60.699499,59.653869,60.70085400000001,64.777233,61.717869,68.025638,61.717869,68.025638,,,,,,17011.026970775467,16869.9909697772,17172.74010639284,16869.614396368408,17165.69297458309,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_065,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,PASS,20,440.7160255,438.05654549999997,442.46680124999995,438.05654549999997,442.474455,463.294661,443.10159600000003,473.108845,443.10159600000003,473.108845,,,,,,18587.949130377237,18514.06314518202,18700.851775752664,18514.06314518202,18700.851775752664,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_066,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,PASS,200,5.9970444999999994,5.99195,6.001295,5.99212,6.000947375,6.1775135,6.05998,7.55311,6.059533500000001,7.577373499999992,9.9873207,7.197069992499974,10.03502,7.177304192499992,10.03502,166.74880460568224,166.6404208976826,166.88530032509084,166.64035496932647,166.8858437218747,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_067,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,PASS,150,7.42029,6.5762353625,8.28633,6.6248249999999995,8.363,14.94818095,12.678719974999991,16.297401999999995,12.60965,16.297401999999995,17.04106609999999,15.556190509999992,22.37828,15.556190509999992,22.37828,8625.200823473344,7653.399439923443,9729.106845896786,7653.399439923443,9661.130154685216,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_068,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,PASS,100,15.763,15.51718,16.29333,15.5153945,16.293593625,22.4649535,21.089528,24.3985785,21.103511401249996,24.3985785,25.024126510000016,22.432149190000008,28.19188,22.443691790000013,28.19188,16240.646042212335,15701.795253623532,16497.843035912454,15711.696951543547,16499.741813865454,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_069,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,PASS,50,38.918859,38.732999,39.317579,38.732999,39.317579,42.89060495,40.326138,45.024592,40.323179,45.024592,,,,,,26311.15184444711,26043.852693676577,26437.405772842045,26044.329942085194,26437.405772842045,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_070,ENS_LGBM_XGB_EQUAL,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,PASS,20,249.294107,244.076252,253.964921,244.076252,253.964921,281.26176499999997,255.261367,287.202856,256.0645255,287.202856,,,,,,32860.78648034978,32256.5294866491,33564.22135092746,32256.5294866491,33564.22135092746,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_071,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1,PASS,200,1.722885,1.70952,1.7420505,1.70868,1.742435,2.28030105,2.0541919499999994,2.47836,2.077389049999999,2.4796114999999994,3.040946999999998,2.4594636999999997,3.442939,2.4603816,3.442939,580.4252995555269,574.0363726107548,584.6893253269875,573.9098786913238,585.2470913219562,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_072,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,64,PASS,150,73.4281795,72.704269,74.0728345,72.803285625,74.0728345,80.11562099999999,78.500309,82.47611444999998,78.500309,82.3698285,83.73032999999998,81.319409,88.512899,81.31933916499999,88.512899,871.6000071674872,864.0151259097199,879.0660703174015,864.0151259097199,879.0812248530433,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_073,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,256,PASS,100,344.18710599999997,341.010797,347.529531,341.309176,347.704926,358.81534905,356.884216,364.4012585,356.268122,364.4012585,367.56306069,358.775503,370.362255,358.775503,370.362255,743.781772022851,736.2564659207617,750.0530838350505,736.2564659207617,750.0530838350505,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_074,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,1024,PASS,50,1569.031618,1557.920839,1581.879958,1557.719874,1582.164373,1612.94147645,1598.555538,1617.1464855,1598.555538,1617.1464855,,,,,,652.6319095847382,647.9962293352453,657.2862846210378,647.2146956189745,657.3710935677707,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_075,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_1_PHYSICAL_CORE,1,8192,PASS,20,13796.077025,13606.988392,14334.7984055,13606.988392,14334.7984055,15094.64789695,14434.1329596,15232.628404,14534.5839037,15232.628404,,,,,,593.8117595342778,571.4912015994692,602.048091258945,571.4912015994692,602.048091258945,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_076,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1,PASS,200,1.68274,1.63971,1.7151100000000001,1.64107,1.712415,2.0750304999999996,1.98195,2.50608,1.98195,2.50608,2.618249599999996,2.1927744854999918,3.140661,2.4904835625,3.140661,594.2689986925175,583.9706022388971,609.8643588986132,583.9706022388971,609.3585282772825,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_077,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,64,PASS,150,40.114219500000004,39.3622,41.22329076249998,39.3622,41.2195995,51.16376449999999,48.992479,52.78784855,49.161530949999985,52.78784855,53.66909881,52.00404109999999,55.665789,52.03510268999999,55.665789,1595.4453027581606,1552.6793557988594,1627.672052565669,1552.6793557988594,1625.9272525507372,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_078,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,256,PASS,100,192.807077,191.0923875,193.93443574999998,191.114477,193.93397299999998,207.787326,205.02535781249998,212.21681354999998,205.045838,212.21681354999998,213.77269749,207.76923339,214.058757,207.79381909000003,214.058757,1327.7520941286139,1320.1634106520728,1339.6661519066458,1320.0370058191488,1339.5112919676933,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_079,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,1024,PASS,50,833.545548,827.7750285,843.928394,827.703029,844.13076,864.03292,852.8497805,872.951011,852.8497805,872.951011,,,,,,1228.4882778319493,1212.89262070383,1237.260054475059,1213.0825727107112,1237.1637604300959,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
CPUCOND_080,FT_BALANCED_SINGLE_RESOURCE_REFERENCE,GROUP_A_DUPSAFE70,CPU_2_PHYSICAL_CORE,2,8192,PASS,20,7624.7970225,7572.013387,7714.2541555,7569.153067,7714.2541555,7958.5981043,7762.84524248375,8446.284619,7763.90857465,8446.284619,,,,,,1074.3892976429515,1061.9336390397566,1082.2875330286936,1061.9336390397566,1082.2875330286936,HISTORICAL_NOT_PROTOCOL_CERTIFIED,PROTOCOL_CERTIFIED_DERIVED_UNCERTAINTY
